method,initial_best_y,final_best_y,known_optimum_y,total_improvement,final_normalized_regret,n_regions,filter_activation_rate,mean_retained_fraction,mean_compatibility_trust,problem,dim,seed
Matching-Soft-Rerank,25.160231588988044,1.5184938428354755,0.0,23.641737746152568,0.060352935841023,6,0.0,1.0,,Rastrigin,2,5678
Target-Only,25.755459761471744,25.15867725057879,0.0,0.5967825108929539,0.976828893119365,0,0.0,1.0,0.0,Rastrigin,2,8888
Matching-Fixed-Filter,25.755459761471744,5.05882189017823,0.0,20.696637871293515,0.19641745622207263,6,1.0,0.25,1.0,Rastrigin,2,8888
Matching-Adaptive-Filter,25.755459761471744,4.15282243240234,0.0,21.602637329069402,0.16124046982126308,6,1.0,0.8015000000000001,0.2720393403521292,Rastrigin,2,8888
Random-Adaptive-Filter,25.755459761471744,22.629753755171347,0.0,3.1257060063003976,0.8786390910801669,6,1.0,0.924,0.1078443204898339,Rastrigin,2,8888
Wrong-Adaptive-Filter,25.755459761471744,12.499011967926617,0.0,13.256447793545128,0.48529562600253834,5,1.0,0.8215,0.24530060986348934,Rastrigin,2,8888
Oracle-Fixed-Filter,25.755459761471744,25.15867725057879,0.0,0.5967825108929539,0.976828893119365,1,0.0,1.0,0.0,Rastrigin,2,8888
Matching-Soft-Rerank,25.755459761471744,5.059260114938958,0.0,20.696199646532786,0.19643447105173542,6,0.0,1.0,,Rastrigin,2,8888
Target-Only,19.212009816103823,3.4764532181013497,0.0,15.735556598002473,0.1809520842107487,0,0.0,1.0,0.0,Lunacek,2,42
Matching-Fixed-Filter,19.212009816103823,10.604291198890472,0.0,8.60771861721335,0.5519615750977693,6,1.0,0.25,1.0,Lunacek,2,42
Matching-Adaptive-Filter,19.212009816103823,3.4764532181013497,0.0,15.735556598002473,0.1809520842107487,6,1.0,0.867,0.18568660775434007,Lunacek,2,42
Random-Adaptive-Filter,19.212009816103823,2.926420904750367,0.0,16.285588911353457,0.1523224760325384,6,0.5,0.9570000000000001,0.07567996558231078,Lunacek,2,42
Wrong-Adaptive-Filter,19.212009816103823,3.4764532181013497,0.0,15.735556598002473,0.1809520842107487,6,0.95,0.9195,0.11383717372810717,Lunacek,2,42
Oracle-Fixed-Filter,19.212009816103823,3.433593094099057,0.0,15.778416722004765,0.17872118154035935,1,0.7,0.475,1.0,Lunacek,2,42
Matching-Soft-Rerank,19.212009816103823,2.582239096174573,0.0,16.62977071992925,0.13440754615949121,6,0.0,1.0,,Lunacek,2,42
Target-Only,4.869941703257785,2.9622211156001614,0.0,1.9077205876576238,0.6082662372772473,0,0.0,1.0,0.0,Lunacek,2,101
Matching-Fixed-Filter,4.869941703257785,3.5446459764909597,0.0,1.3252957267668255,0.727862096197115,5,1.0,0.25,1.0,Lunacek,2,101
Matching-Adaptive-Filter,4.869941703257785,3.523692297145434,0.0,1.346249406112351,0.7235594411301131,5,0.35,0.9775,0.0504429752581377,Lunacek,2,101
Random-Adaptive-Filter,4.869941703257785,3.932837245310643,0.0,0.9371044579471421,0.807573783209713,5,0.5,0.9685,0.061489214693480475,Lunacek,2,101
Wrong-Adaptive-Filter,4.869941703257785,3.523692297145434,0.0,1.346249406112351,0.7235594411301131,6,0.3,0.984,0.04698320859189159,Lunacek,2,101
Oracle-Fixed-Filter,4.869941703257785,2.9622211156001614,0.0,1.9077205876576238,0.6082662372772473,1,0.0,1.0,0.0,Lunacek,2,101
Matching-Soft-Rerank,4.869941703257785,2.158896792798472,0.0,2.711044910459313,0.44331060294916086,5,0.0,1.0,,Lunacek,2,101
Target-Only,10.533262831239806,7.320631870483009,0.0,3.2126309607567975,0.695001348373393,0,0.0,1.0,0.0,Lunacek,2,2026
Matching-Fixed-Filter,10.533262831239806,2.4951959287130734,0.0,8.038066902526733,0.23688727497739454,5,1.0,0.25,1.0,Lunacek,2,2026
Matching-Adaptive-Filter,10.533262831239806,0.5931510651888046,0.0,9.940111766051002,0.05631218689707644,5,0.9,0.9065,0.1352779532972726,Lunacek,2,2026
Random-Adaptive-Filter,10.533262831239806,5.608356796919198,0.0,4.924906034320609,0.5324425001800769,5,0.95,0.9180000000000001,0.11723971522633898,Lunacek,2,2026
Wrong-Adaptive-Filter,10.533262831239806,0.5931510651888046,0.0,9.940111766051002,0.05631218689707644,6,1.0,0.8245000000000001,0.24116052418727668,Lunacek,2,2026
Oracle-Fixed-Filter,10.533262831239806,5.260705922477577,0.0,5.27255690876223,0.4994374494174063,1,0.05,0.9625,1.0,Lunacek,2,2026
Matching-Soft-Rerank,10.533262831239806,2.001985171952067,0.0,8.531277659287738,0.19006315555086417,5,0.0,1.0,,Lunacek,2,2026
Target-Only,3.25839577457971,3.25839577457971,0.0,0.0,1.0,0,0.0,1.0,0.0,Lunacek,2,777
Matching-Fixed-Filter,3.25839577457971,2.7590261622718133,0.0,0.49936961230789656,0.8467437208813872,6,1.0,0.25,1.0,Lunacek,2,777
Matching-Adaptive-Filter,3.25839577457971,3.25839577457971,0.0,0.0,1.0,6,1.0,0.8624999999999998,0.18972755079269063,Lunacek,2,777
Random-Adaptive-Filter,3.25839577457971,3.25839577457971,0.0,0.0,1.0,6,1.0,0.876,0.17081260580533492,Lunacek,2,777
Wrong-Adaptive-Filter,3.25839577457971,3.25839577457971,0.0,0.0,1.0,6,1.0,0.836,0.22650307300911304,Lunacek,2,777
Oracle-Fixed-Filter,3.25839577457971,3.25839577457971,0.0,0.0,1.0,1,0.0,1.0,0.0,Lunacek,2,777
Matching-Soft-Rerank,3.25839577457971,3.1647227062606724,0.0,0.09367306831903743,0.9712517831474539,6,0.0,1.0,,Lunacek,2,777
Target-Only,5.005806966657364,5.005806966657364,0.0,0.0,1.0,0,0.0,1.0,0.0,Lunacek,2,999
Matching-Fixed-Filter,5.005806966657364,2.858884674249748,0.0,2.146922292407616,0.5711136472684989,5,1.0,0.25,1.0,Lunacek,2,999
Matching-Adaptive-Filter,5.005806966657364,5.005806966657364,0.0,0.0,1.0,5,0.2,0.9890000000000001,0.0396733542717559,Lunacek,2,999
Random-Adaptive-Filter,5.005806966657364,5.005806966657364,0.0,0.0,1.0,5,0.35,0.9800000000000001,0.045287825448726685,Lunacek,2,999
Wrong-Adaptive-Filter,5.005806966657364,5.005806966657364,0.0,0.0,1.0,6,0.2,0.9870000000000001,0.041673384334285746,Lunacek,2,999
Oracle-Fixed-Filter,5.005806966657364,1.0746368809929467,0.0,3.9311700856644167,0.21467805054227598,1,0.8,0.4,1.0,Lunacek,2,999
Matching-Soft-Rerank,5.005806966657364,2.9261860390014673,0.0,2.0796209276558963,0.5845583056822171,5,0.0,1.0,,Lunacek,2,999
Target-Only,10.085986016806313,5.572540971929956,0.0,4.513445044876357,0.5525033410362072,0,0.0,1.0,0.0,Lunacek,2,1234
Matching-Fixed-Filter,10.085986016806313,4.454166863966426,0.0,5.631819152839887,0.44161937727698936,6,1.0,0.25,1.0,Lunacek,2,1234
