method,initial_best_y,final_best_y,known_optimum_y,total_improvement,final_normalized_regret,n_regions,filter_activation_rate,mean_retained_fraction,mean_compatibility_trust,problem,dim,seed
Matching-Soft-Rerank,8.700947993693843,0.26944048806498033,4.440892098500626e-16,8.431507505628863,0.03096679675137254,6,0.0,1.0,,Ackley,2,1234
Target-Only,6.458923516177194,0.5848707190616413,4.440892098500626e-16,5.874052797115553,0.09055235250839523,0,0.0,1.0,0.0,Ackley,2,5678
Matching-Fixed-Filter,6.458923516177194,2.7017343566372074,4.440892098500626e-16,3.7571891595399864,0.41829483657305594,5,0.8,0.4,1.0,Ackley,2,5678
Matching-Adaptive-Filter,6.458923516177194,0.25959495613651073,4.440892098500626e-16,6.1993285600406836,0.04019167520505883,5,0.9,0.7555,0.36937283123805587,Ackley,2,5678
Random-Adaptive-Filter,6.458923516177194,0.09875839759009297,4.440892098500626e-16,6.360165118587101,0.015290225583681179,5,1.0,0.7095,0.39365543402973135,Ackley,2,5678
Wrong-Adaptive-Filter,6.458923516177194,0.07039057495352496,4.440892098500626e-16,6.388532941223669,0.01089818988833393,5,1.0,0.7645000000000001,0.3209304850793218,Ackley,2,5678
Oracle-Fixed-Filter,6.458923516177194,0.7904746676656633,4.440892098500626e-16,5.668448848511531,0.12238489365694125,1,0.95,0.2875,1.0,Ackley,2,5678
Matching-Soft-Rerank,6.458923516177194,0.07039057495352496,4.440892098500626e-16,6.388532941223669,0.01089818988833393,5,0.0,1.0,,Ackley,2,5678
Target-Only,6.173361367118094,0.3541482949370409,4.440892098500626e-16,5.8192130721810535,0.05736717387441184,0,0.0,1.0,0.0,Ackley,2,8888
Matching-Fixed-Filter,6.173361367118094,0.5551357604658738,4.440892098500626e-16,5.618225606652221,0.08992439085499816,5,0.95,0.2875,1.0,Ackley,2,8888
Matching-Adaptive-Filter,6.173361367118094,0.5104354618253955,4.440892098500626e-16,5.662925905292699,0.08268355462620217,5,1.0,0.7205,0.3790314787612336,Ackley,2,8888
Random-Adaptive-Filter,6.173361367118094,0.09281649901445777,4.440892098500626e-16,6.080544868103637,0.015035001759144836,5,1.0,0.8950000000000001,0.14652492340764633,Ackley,2,8888
Wrong-Adaptive-Filter,6.173361367118094,0.30034935430409293,4.440892098500626e-16,5.8730120128140015,0.04865248224474252,5,1.0,0.7725,0.31108149821543934,Ackley,2,8888
Oracle-Fixed-Filter,6.173361367118094,0.5713266984207732,4.440892098500626e-16,5.602034668697321,0.0925471010759062,1,0.8,0.4,1.0,Ackley,2,8888
Matching-Soft-Rerank,6.173361367118094,0.2766929957997353,4.440892098500626e-16,5.896668371318359,0.04482047613047853,5,0.0,1.0,,Ackley,2,8888
Target-Only,-0.002946928864770502,-0.002946928864770502,-1.0000051084774053,0.0,1.0,0,0.0,1.0,0.0,GMM,5,42
Matching-Fixed-Filter,-0.002946928864770502,-0.12191729251957334,-1.0000051084774053,0.11897036365480283,0.8806786142599786,9,1.0,0.25,1.0,GMM,5,42
Matching-Adaptive-Filter,-0.002946928864770502,-0.002946928864770502,-1.0000051084774053,0.0,1.0,9,0.85,0.8705,0.19861890810191613,GMM,5,42
Random-Adaptive-Filter,-0.002946928864770502,-0.1436743963951003,-1.0000051084774053,0.1407274675303298,0.8588573160444825,9,0.9,0.9344999999999999,0.09764983970737326,GMM,5,42
Wrong-Adaptive-Filter,-0.002946928864770502,-0.27099534951738335,-1.0000051084774053,0.26804842065261286,0.7311607024208439,9,1.0,0.7935000000000001,0.28356921647886624,GMM,5,42
Oracle-Fixed-Filter,-0.002946928864770502,-0.002946928864770502,-1.0000051084774053,0.0,1.0,1,0.0,1.0,0.4,GMM,5,42
Matching-Soft-Rerank,-0.002946928864770502,-0.6932699884432263,-1.0000051084774053,0.6903230595784557,0.30764014207611046,9,0.0,1.0,,GMM,5,42
Target-Only,-0.013425305549179837,-0.22223721484070771,-1.0000051084774053,0.20881190929152788,0.7883476747935017,0,0.0,1.0,0.0,GMM,5,101
Matching-Fixed-Filter,-0.013425305549179837,-0.2638275906329993,-1.0000051084774053,0.2504022850838195,0.7461915555734964,9,1.0,0.25,1.0,GMM,5,101
Matching-Adaptive-Filter,-0.013425305549179837,-0.013425305549179837,-1.0000051084774053,0.0,1.0,9,1.0,0.7470000000000001,0.3441600613284773,GMM,5,101
Random-Adaptive-Filter,-0.013425305549179837,-0.013425305549179837,-1.0000051084774053,0.0,1.0,9,0.55,0.9635,0.06194887278827792,GMM,5,101
Wrong-Adaptive-Filter,-0.013425305549179837,-0.013425305549179837,-1.0000051084774053,0.0,1.0,9,1.0,0.8084999999999999,0.26168326009171905,GMM,5,101
Oracle-Fixed-Filter,-0.013425305549179837,-0.22223721484070771,-1.0000051084774053,0.20881190929152788,0.7883476747935017,1,0.0,1.0,0.0,GMM,5,101
Matching-Soft-Rerank,-0.013425305549179837,-0.45961072280782184,-1.0000051084774053,0.446185417258642,0.5477452346638984,9,0.0,1.0,,GMM,5,101
Target-Only,-0.011684726409928122,-0.011684726409928122,-1.0000051084774053,0.0,1.0,0,0.0,1.0,0.0,GMM,5,2026
Matching-Fixed-Filter,-0.011684726409928122,-0.20083871963638775,-1.0000051084774053,0.18915399322645962,0.8086106523162393,9,1.0,0.25,1.0,GMM,5,2026
Matching-Adaptive-Filter,-0.011684726409928122,-0.25924518783459066,-1.0000051084774053,0.24756046142466254,0.749513957299162,9,1.0,0.7069999999999999,0.39638306882321145,GMM,5,2026
Random-Adaptive-Filter,-0.011684726409928122,-0.024658987791701174,-1.0000051084774053,0.012974261381773051,0.9868724134226271,9,1.0,0.8745,0.17367429285732755,GMM,5,2026
Wrong-Adaptive-Filter,-0.011684726409928122,-0.15645418833319014,-1.0000051084774053,0.144769461923262,0.8535197041869992,9,1.0,0.6695,0.44714969623612655,GMM,5,2026
Oracle-Fixed-Filter,-0.011684726409928122,-0.36071018986811176,-1.0000051084774053,0.34902546345818364,0.6468498780445529,1,1.0,0.25,1.0,GMM,5,2026
Matching-Soft-Rerank,-0.011684726409928122,-0.2946969382028257,-1.0000051084774053,0.2830122117928976,0.7136432507838586,9,0.0,1.0,,GMM,5,2026
Target-Only,-0.0739524732101836,-0.17561111807769794,-1.0000051084774053,0.10165864486751434,0.890223686002276,0,0.0,1.0,0.0,GMM,5,777
Matching-Fixed-Filter,-0.0739524732101836,-0.855340150855705,-1.0000051084774053,0.7813876776455214,0.1562167765765882,9,1.0,0.25,1.0,GMM,5,777
Matching-Adaptive-Filter,-0.0739524732101836,-0.1369964617461267,-1.0000051084774053,0.0630439885359431,0.9319218086153914,9,1.0,0.7705,0.31252909051823663,GMM,5,777
Random-Adaptive-Filter,-0.0739524732101836,-0.11747287995082271,-1.0000051084774053,0.04352040674063912,0.9530043918852616,9,1.0,0.779,0.30208325742330955,GMM,5,777
Wrong-Adaptive-Filter,-0.0739524732101836,-0.5892894262040114,-1.0000051084774053,0.5153369529938278,0.4435122439394364,9,0.95,0.8014999999999999,0.2730169879935952,GMM,5,777
Oracle-Fixed-Filter,-0.0739524732101836,-0.28754639937718346,-1.0000051084774053,0.21359392616699985,0.7693501232731063,1,1.0,0.25,1.0,GMM,5,777
Matching-Soft-Rerank,-0.0739524732101836,-0.6183236607473614,-1.0000051084774053,0.5443711875371778,0.4121595611246286,9,0.0,1.0,,GMM,5,777
Target-Only,-0.0028049590188835498,-0.0028049590188835498,-1.0000051084774053,0.0,1.0,0,0.0,1.0,0.0,GMM,5,999
Matching-Fixed-Filter,-0.0028049590188835498,-0.15223573861975098,-1.0000051084774053,0.14943077960086742,0.850149661848719,9,1.0,0.25,1.0,GMM,5,999
Matching-Adaptive-Filter,-0.0028049590188835498,-0.003271863384555686,-1.0000051084774053,0.0004669043656721364,0.9995317847014707,9,1.0,0.6769999999999999,0.4380678023776759,GMM,5,999
Random-Adaptive-Filter,-0.0028049590188835498,-0.024144571734181428,-1.0000051084774053,0.021339612715297877,0.9786004718040955,9,1.0,0.8705,0.1783126302780242,GMM,5,999
Wrong-Adaptive-Filter,-0.0028049590188835498,-0.0028049590188835498,-1.0000051084774053,0.0,1.0,9,1.0,0.818,0.24825987098803054,GMM,5,999
Oracle-Fixed-Filter,-0.0028049590188835498,-0.0028049590188835498,-1.0000051084774053,0.0,1.0,1,0.0,1.0,0.0,GMM,5,999
Matching-Soft-Rerank,-0.0028049590188835498,-0.4266023233367189,-1.0000051084774053,0.4237973643178353,0.5750127348577347,9,0.0,1.0,,GMM,5,999
Target-Only,-1.727547103760686e-05,-0.2296217911470285,-1.0000051084774053,0.22960451567599088,0.7703926906933388,0,0.0,1.0,0.0,GMM,5,1234
Matching-Fixed-Filter,-1.727547103760686e-05,-0.28600981421824717,-1.0000051084774053,0.2859925387472096,0.7140039815410549,9,1.0,0.25,1.0,GMM,5,1234
Matching-Adaptive-Filter,-1.727547103760686e-05,-0.14054018877567317,-1.0000051084774053,0.14052291330463557,0.8594753769331703,9,1.0,0.713,0.3885773890107011,GMM,5,1234
Random-Adaptive-Filter,-1.727547103760686e-05,-0.01353210185866599,-1.0000051084774053,0.013514826387628383,0.9864850091755643,9,1.0,0.901,0.13785168363827477,GMM,5,1234
Wrong-Adaptive-Filter,-1.727547103760686e-05,-0.2296217911470285,-1.0000051084774053,0.22960451567599088,0.7703926906933388,9,1.0,0.7250000000000001,0.3739581244067105,GMM,5,1234
Oracle-Fixed-Filter,-1.727547103760686e-05,-0.002256444561927879,-1.0000051084774053,0.0022391690908902724,0.9977608036648221,1,0.65,0.5125,0.9,GMM,5,1234
Matching-Soft-Rerank,-1.727547103760686e-05,-0.30174991362255843,-1.0000051084774053,0.30173263815152085,0.6982636906247244,9,0.0,1.0,,GMM,5,1234
Target-Only,-0.061866127726089036,-0.15187728771805206,-1.0000051084774053,0.09001115999196302,0.9040534911790181,0,0.0,1.0,0.0,GMM,5,5678
Matching-Fixed-Filter,-0.061866127726089036,-0.30451320270491355,-1.0000051084774053,0.2426470749788245,0.7413527420164349,9,1.0,0.25,1.0,GMM,5,5678
Matching-Adaptive-Filter,-0.061866127726089036,-0.3815923713639033,-1.0000051084774053,0.31972624363781427,0.6591909618959028,9,1.0,0.776,0.3057690222219203,GMM,5,5678
Random-Adaptive-Filter,-0.061866127726089036,-0.12260803406979036,-1.0000051084774053,0.06074190634370132,0.935252763620316,9,1.0,0.753,0.3361358135845031,GMM,5,5678
Wrong-Adaptive-Filter,-0.061866127726089036,-0.3852837289433523,-1.0000051084774053,0.32341760121726326,0.6552561956670304,9,1.0,0.6984999999999999,0.4075074083169696,GMM,5,5678
Oracle-Fixed-Filter,-0.061866127726089036,-0.1521331084931348,-1.0000051084774053,0.09026698076704576,0.9037808015452522,1,0.4,0.7,0.5,GMM,5,5678
Matching-Soft-Rerank,-0.061866127726089036,-0.5816111889565566,-1.0000051084774053,0.5197450612304676,0.44598287471838605,9,0.0,1.0,,GMM,5,5678
Target-Only,-0.007207569150342763,-0.007579352668128444,-1.0000051084774053,0.0003717835177856812,0.9996255192996977,0,0.0,1.0,0.0,GMM,5,8888
Matching-Fixed-Filter,-0.007207569150342763,-0.24396987518647897,-1.0000051084774053,0.2367623060361362,0.7615200515136065,9,1.0,0.25,1.0,GMM,5,8888
Matching-Adaptive-Filter,-0.007207569150342763,-0.03576103112596551,-1.0000051084774053,0.028553461975622745,0.9712393908681756,9,1.0,0.6850000000000002,0.4276923521369844,GMM,5,8888
Random-Adaptive-Filter,-0.007207569150342763,-0.027866974951262335,-1.0000051084774053,0.020659405800919572,0.9791907161505227,9,1.0,0.9155,0.12053093555675978,GMM,5,8888
Wrong-Adaptive-Filter,-0.007207569150342763,-0.045727156916382794,-1.0000051084774053,0.03851958776604003,0.9612009637008676,9,1.0,0.6980000000000002,0.4103058543573931,GMM,5,8888
Oracle-Fixed-Filter,-0.007207569150342763,-0.2492632791428844,-1.0000051084774053,0.24205570999254164,0.756188245433594,1,0.95,0.2875,0.95,GMM,5,8888
Matching-Soft-Rerank,-0.007207569150342763,-0.4372496127018416,-1.0000051084774053,0.43004204355149883,0.5668381250793695,9,0.0,1.0,,GMM,5,8888
Target-Only,66.61295309467812,36.90902786897439,0.0,29.703925225703728,0.5540818437596509,0,0.0,1.0,0.0,Rastrigin,5,42
Matching-Fixed-Filter,66.61295309467812,20.533658052194742,0.0,46.07929504248338,0.3082532315150464,6,1.0,0.25,1.0,Rastrigin,5,42
Matching-Adaptive-Filter,66.61295309467812,36.90902786897439,0.0,29.703925225703728,0.5540818437596509,6,1.0,0.7655000000000001,0.3202965550740667,Rastrigin,5,42
Random-Adaptive-Filter,66.61295309467812,30.945988867850595,0.0,35.666964226827524,0.4645641340035854,6,1.0,0.8800000000000001,0.16826677937860085,Rastrigin,5,42
Wrong-Adaptive-Filter,66.61295309467812,42.74658500933568,0.0,23.866368085342437,0.6417158078636633,6,1.0,0.8554999999999999,0.1981541987274076,Rastrigin,5,42
Oracle-Fixed-Filter,66.61295309467812,36.90902786897439,0.0,29.703925225703728,0.5540818437596509,1,0.0,1.0,0.0,Rastrigin,5,42
Matching-Soft-Rerank,66.61295309467812,41.307405406842065,0.0,25.305547687836054,0.620110706518763,6,0.0,1.0,,Rastrigin,5,42
Target-Only,51.12177968503051,51.12177968503051,0.0,0.0,1.0,0,0.0,1.0,0.0,Rastrigin,5,101
Matching-Fixed-Filter,51.12177968503051,42.6302385746549,0.0,8.491541110375607,0.8338958236060373,6,1.0,0.25,1.0,Rastrigin,5,101
Matching-Adaptive-Filter,51.12177968503051,36.691324605457126,0.0,14.430455079573385,0.717723929634654,6,1.0,0.8809999999999999,0.1655468303693011,Rastrigin,5,101
Random-Adaptive-Filter,51.12177968503051,51.12177968503051,0.0,0.0,1.0,6,1.0,0.8724999999999999,0.1750879742815435,Rastrigin,5,101
Wrong-Adaptive-Filter,51.12177968503051,51.12177968503051,0.0,0.0,1.0,6,0.55,0.9620000000000001,0.06819318994199733,Rastrigin,5,101
Oracle-Fixed-Filter,51.12177968503051,51.12177968503051,0.0,0.0,1.0,1,0.0,1.0,0.0,Rastrigin,5,101
Matching-Soft-Rerank,51.12177968503051,39.12385969500041,0.0,11.997919990030098,0.765307075302323,6,0.0,1.0,,Rastrigin,5,101
Target-Only,69.49678317210348,42.50795846232929,0.0,26.988824709774185,0.6116536121831938,0,0.0,1.0,0.0,Rastrigin,5,2026
Matching-Fixed-Filter,69.49678317210348,34.30386221177676,0.0,35.19292096032672,0.4936035978359727,6,1.0,0.25,1.0,Rastrigin,5,2026
Matching-Adaptive-Filter,69.49678317210348,42.50795846232929,0.0,26.988824709774185,0.6116536121831938,6,0.25,0.9880000000000001,0.033133711680580505,Rastrigin,5,2026
Random-Adaptive-Filter,69.49678317210348,42.50795846232929,0.0,26.988824709774185,0.6116536121831938,6,0.0,1.0,0.02279916541782919,Rastrigin,5,2026
Wrong-Adaptive-Filter,69.49678317210348,28.4997599369277,0.0,40.997023235175774,0.4100874693199859,6,0.85,0.8355,0.2308620859042705,Rastrigin,5,2026
Oracle-Fixed-Filter,69.49678317210348,42.50795846232929,0.0,26.988824709774185,0.6116536121831938,1,0.0,1.0,0.0,Rastrigin,5,2026
Matching-Soft-Rerank,69.49678317210348,46.870603448821726,0.0,22.62617972328175,0.674428388041361,6,0.0,1.0,,Rastrigin,5,2026
Target-Only,61.25116591399666,40.11597456493905,0.0,21.135191349057607,0.6549422197328664,0,0.0,1.0,0.0,Rastrigin,5,777
Matching-Fixed-Filter,61.25116591399666,41.7095109215581,0.0,19.54165499243856,0.6809586446096849,6,1.0,0.25,1.0,Rastrigin,5,777
Matching-Adaptive-Filter,61.25116591399666,26.636525831353985,0.0,34.61464008264267,0.4348737764233677,6,1.0,0.7825,0.2958906067712662,Rastrigin,5,777
Random-Adaptive-Filter,61.25116591399666,34.605619028699266,0.0,26.645546885297392,0.5649789438667885,6,1.0,0.792,0.28351131646637334,Rastrigin,5,777
Wrong-Adaptive-Filter,61.25116591399666,43.78265466215856,0.0,17.468511251838095,0.7148052450729543,6,1.0,0.9095000000000002,0.1273855565963482,Rastrigin,5,777
Oracle-Fixed-Filter,61.25116591399666,40.11597456493905,0.0,21.135191349057607,0.6549422197328664,1,0.0,1.0,0.0,Rastrigin,5,777
Matching-Soft-Rerank,61.25116591399666,20.598382875817585,0.0,40.652783038179074,0.33629372712251665,6,0.0,1.0,,Rastrigin,5,777
Target-Only,71.20870146204726,57.10965856154236,0.0,14.099042900504898,0.8020039319489712,0,0.0,1.0,0.0,Rastrigin,5,999
Matching-Fixed-Filter,71.20870146204726,49.38167938987621,0.0,21.827022072171047,0.6934781617411688,6,1.0,0.25,1.0,Rastrigin,5,999
Matching-Adaptive-Filter,71.20870146204726,53.955076248216145,0.0,17.253625213831114,0.7577034146167244,6,1.0,0.806,0.2667647663644328,Rastrigin,5,999
Random-Adaptive-Filter,71.20870146204726,57.10965856154236,0.0,14.099042900504898,0.8020039319489712,6,0.65,0.9445,0.09040415941142402,Rastrigin,5,999
Wrong-Adaptive-Filter,71.20870146204726,57.10965856154236,0.0,14.099042900504898,0.8020039319489712,6,0.15,0.9949999999999999,0.03238614110312034,Rastrigin,5,999
Oracle-Fixed-Filter,71.20870146204726,57.10965856154236,0.0,14.099042900504898,0.8020039319489712,1,0.0,1.0,0.0,Rastrigin,5,999
Matching-Soft-Rerank,71.20870146204726,19.425951265396666,0.0,51.782750196650596,0.2728030544939833,6,0.0,1.0,,Rastrigin,5,999
Target-Only,46.1032673042093,46.1032673042093,0.0,0.0,1.0,0,0.0,1.0,0.0,Rastrigin,5,1234
Matching-Fixed-Filter,46.1032673042093,46.1032673042093,0.0,0.0,1.0,6,1.0,0.25,1.0,Rastrigin,5,1234
Matching-Adaptive-Filter,46.1032673042093,45.76120761024995,0.0,0.34205969395934943,0.9925805758689011,6,1.0,0.7875,0.28931976819988303,Rastrigin,5,1234
Random-Adaptive-Filter,46.1032673042093,46.1032673042093,0.0,0.0,1.0,6,1.0,0.9135000000000002,0.12193583725817381,Rastrigin,5,1234
Wrong-Adaptive-Filter,46.1032673042093,46.1032673042093,0.0,0.0,1.0,6,1.0,0.8564999999999999,0.19912500745314085,Rastrigin,5,1234
Oracle-Fixed-Filter,46.1032673042093,46.1032673042093,0.0,0.0,1.0,1,0.0,1.0,0.0,Rastrigin,5,1234
Matching-Soft-Rerank,46.1032673042093,23.44330634565874,0.0,22.659960958550556,0.5084955517570949,6,0.0,1.0,,Rastrigin,5,1234
Target-Only,50.59671119924187,35.70411805876092,0.0,14.892593140480948,0.705660846574864,0,0.0,1.0,0.0,Rastrigin,5,5678
Matching-Fixed-Filter,50.59671119924187,44.10700878685458,0.0,6.489702412387288,0.8717366750018225,6,1.0,0.25,1.0,Rastrigin,5,5678
Matching-Adaptive-Filter,50.59671119924187,50.59671119924187,0.0,0.0,1.0,6,1.0,0.7929999999999999,0.2824310477251873,Rastrigin,5,5678
Random-Adaptive-Filter,50.59671119924187,49.022524190729136,0.0,1.5741870085127303,0.96888756262608,6,1.0,0.858,0.19546448344111594,Rastrigin,5,5678
Wrong-Adaptive-Filter,50.59671119924187,50.59671119924187,0.0,0.0,1.0,6,1.0,0.716,0.3851075097821657,Rastrigin,5,5678
Oracle-Fixed-Filter,50.59671119924187,35.70411805876092,0.0,14.892593140480948,0.705660846574864,1,0.0,1.0,0.0,Rastrigin,5,5678
Matching-Soft-Rerank,50.59671119924187,41.87874144572672,0.0,8.717969753515149,0.8276969086155589,6,0.0,1.0,,Rastrigin,5,5678
Target-Only,72.89714095546057,22.0321164616751,0.0,50.86502449378547,0.3022356730716847,0,0.0,1.0,0.0,Rastrigin,5,8888
Matching-Fixed-Filter,72.89714095546057,44.1545201471039,0.0,28.74262080835667,0.6057099025883865,6,1.0,0.25,1.0,Rastrigin,5,8888
Matching-Adaptive-Filter,72.89714095546057,47.787669364757896,0.0,25.109471590702675,0.6555492950533641,6,0.5,0.967,0.05930379477353894,Rastrigin,5,8888
Random-Adaptive-Filter,72.89714095546057,22.0321164616751,0.0,50.86502449378547,0.3022356730716847,6,1.0,0.724,0.375666716814523,Rastrigin,5,8888
Wrong-Adaptive-Filter,72.89714095546057,22.0321164616751,0.0,50.86502449378547,0.3022356730716847,6,0.85,0.9299999999999999,0.10303890883261921,Rastrigin,5,8888
Oracle-Fixed-Filter,72.89714095546057,22.0321164616751,0.0,50.86502449378547,0.3022356730716847,1,0.0,1.0,0.0,Rastrigin,5,8888
Matching-Soft-Rerank,72.89714095546057,47.701902080476735,0.0,25.195238874983836,0.6543727429532815,6,0.0,1.0,,Rastrigin,5,8888
Target-Only,38.81207572462091,29.212158688168707,0.0,9.599917036452204,0.7526564385639807,0,0.0,1.0,0.0,Lunacek,5,42
Matching-Fixed-Filter,38.81207572462091,38.81207572462091,0.0,0.0,1.0,6,1.0,0.25,1.0,Lunacek,5,42
Matching-Adaptive-Filter,38.81207572462091,37.647720770909345,0.0,1.164354953711566,0.9700001885502624,6,0.35,0.9850000000000001,0.04277100917377552,Lunacek,5,42
Random-Adaptive-Filter,38.81207572462091,35.54142331730385,0.0,3.2706524073170584,0.9157310618859202,6,0.75,0.9349999999999999,0.10154022893107022,Lunacek,5,42
Wrong-Adaptive-Filter,38.81207572462091,29.212158688168707,0.0,9.599917036452204,0.7526564385639807,6,0.95,0.8924999999999997,0.15307117479511853,Lunacek,5,42
Oracle-Fixed-Filter,38.81207572462091,29.212158688168707,0.0,9.599917036452204,0.7526564385639807,1,0.0,1.0,0.0,Lunacek,5,42
Matching-Soft-Rerank,38.81207572462091,38.41515800906169,0.0,0.3969177155592192,0.9897733448121809,6,0.0,1.0,,Lunacek,5,42
Target-Only,44.72833436467948,33.137254047322315,0.0,11.591080317357168,0.7408559812924698,0,0.0,1.0,0.0,Lunacek,5,101
Matching-Fixed-Filter,44.72833436467948,44.72833436467948,0.0,0.0,1.0,6,1.0,0.25,1.0,Lunacek,5,101
Matching-Adaptive-Filter,44.72833436467948,33.137254047322315,0.0,11.591080317357168,0.7408559812924698,6,1.0,0.8995,0.14135816532836457,Lunacek,5,101
Random-Adaptive-Filter,44.72833436467948,33.137254047322315,0.0,11.591080317357168,0.7408559812924698,6,0.95,0.8975,0.14448747171185822,Lunacek,5,101
Wrong-Adaptive-Filter,44.72833436467948,33.137254047322315,0.0,11.591080317357168,0.7408559812924698,6,0.0,1.0,0.022653710872374652,Lunacek,5,101
Oracle-Fixed-Filter,44.72833436467948,33.137254047322315,0.0,11.591080317357168,0.7408559812924698,1,0.0,1.0,0.0,Lunacek,5,101
Matching-Soft-Rerank,44.72833436467948,34.026579780075025,0.0,10.701754584604458,0.760738808260759,6,0.0,1.0,,Lunacek,5,101
Target-Only,42.36913485589654,42.36913485589654,0.0,0.0,1.0,0,0.0,1.0,0.0,Lunacek,5,2026
Matching-Fixed-Filter,42.36913485589654,42.36913485589654,0.0,0.0,1.0,6,1.0,0.25,1.0,Lunacek,5,2026
Matching-Adaptive-Filter,42.36913485589654,42.36913485589654,0.0,0.0,1.0,6,1.0,0.8870000000000001,0.1568888653884802,Lunacek,5,2026
Random-Adaptive-Filter,42.36913485589654,42.36913485589654,0.0,0.0,1.0,6,0.3,0.9719999999999999,0.05605446841949034,Lunacek,5,2026
Wrong-Adaptive-Filter,42.36913485589654,42.36913485589654,0.0,0.0,1.0,6,1.0,0.9019999999999999,0.13803634279091123,Lunacek,5,2026
Oracle-Fixed-Filter,42.36913485589654,42.36913485589654,0.0,0.0,1.0,1,0.0,1.0,0.0,Lunacek,5,2026
Matching-Soft-Rerank,42.36913485589654,42.09113582113863,0.0,0.27799903475791155,0.9934386426415497,6,0.0,1.0,,Lunacek,5,2026
Target-Only,42.80151391035035,18.228041235199438,0.0,24.573472675150914,0.4258737500121811,0,0.0,1.0,0.0,Lunacek,5,777
Matching-Fixed-Filter,42.80151391035035,22.142366484806068,0.0,20.659147425544283,0.5173267125827424,6,1.0,0.25,1.0,Lunacek,5,777
Matching-Adaptive-Filter,42.80151391035035,20.626518238161992,0.0,22.17499567218836,0.48191095019127456,6,1.0,0.8695,0.17876544222725083,Lunacek,5,777
Random-Adaptive-Filter,42.80151391035035,18.228041235199438,0.0,24.573472675150914,0.4258737500121811,6,0.7,0.9365,0.09777031622848793,Lunacek,5,777
Wrong-Adaptive-Filter,42.80151391035035,21.77573610697079,0.0,21.02577780337956,0.5087608852476813,6,1.0,0.777,0.3047331276143084,Lunacek,5,777
Oracle-Fixed-Filter,42.80151391035035,18.228041235199438,0.0,24.573472675150914,0.4258737500121811,1,0.0,1.0,0.0,Lunacek,5,777
Matching-Soft-Rerank,42.80151391035035,22.524477020110403,0.0,20.27703689023995,0.526254213046971,6,0.0,1.0,,Lunacek,5,777
Target-Only,44.84898355409921,44.84898355409921,0.0,0.0,1.0,0,0.0,1.0,0.0,Lunacek,5,999
Matching-Fixed-Filter,44.84898355409921,44.84898355409921,0.0,0.0,1.0,6,1.0,0.25,1.0,Lunacek,5,999
Matching-Adaptive-Filter,44.84898355409921,40.968104233158904,0.0,3.880879320940309,0.9134678422252538,6,1.0,0.749,0.34033731784876164,Lunacek,5,999
Random-Adaptive-Filter,44.84898355409921,44.84898355409921,0.0,0.0,1.0,6,1.0,0.8835000000000001,0.1619275882932078,Lunacek,5,999
Wrong-Adaptive-Filter,44.84898355409921,44.84898355409921,0.0,0.0,1.0,5,0.0,1.0,0.023364665971878282,Lunacek,5,999
Oracle-Fixed-Filter,44.84898355409921,44.84898355409921,0.0,0.0,1.0,1,0.0,1.0,0.0,Lunacek,5,999
Matching-Soft-Rerank,44.84898355409921,44.84898355409921,0.0,0.0,1.0,6,0.0,1.0,,Lunacek,5,999
Target-Only,59.76692131670185,38.524921174488874,0.0,21.242000142212973,0.6445860072053452,0,0.0,1.0,0.0,Lunacek,5,1234
Matching-Fixed-Filter,59.76692131670185,30.389236656519955,0.0,29.37768466018189,0.5084624736731703,6,1.0,0.25,1.0,Lunacek,5,1234
Matching-Adaptive-Filter,59.76692131670185,38.524921174488874,0.0,21.242000142212973,0.6445860072053452,6,0.25,0.9895000000000002,0.04040841266461595,Lunacek,5,1234
Random-Adaptive-Filter,59.76692131670185,38.524921174488874,0.0,21.242000142212973,0.6445860072053452,6,1.0,0.9100000000000001,0.1280258449885175,Lunacek,5,1234
Wrong-Adaptive-Filter,59.76692131670185,40.593634436513035,0.0,19.17328688018881,0.6791990208331035,6,1.0,0.8679999999999998,0.1824707923290247,Lunacek,5,1234
Oracle-Fixed-Filter,59.76692131670185,38.524921174488874,0.0,21.242000142212973,0.6445860072053452,1,0.0,1.0,0.0,Lunacek,5,1234
Matching-Soft-Rerank,59.76692131670185,33.56616300514537,0.0,26.200758311556477,0.5616177354573778,6,0.0,1.0,,Lunacek,5,1234
Target-Only,38.0389599655423,27.538068555966767,0.0,10.50089140957553,0.723943782398683,0,0.0,1.0,0.0,Lunacek,5,5678
Matching-Fixed-Filter,38.0389599655423,38.0389599655423,0.0,0.0,1.0,6,1.0,0.25,1.0,Lunacek,5,5678
Matching-Adaptive-Filter,38.0389599655423,34.35643352930352,0.0,3.682526436238774,0.9031906645298767,6,1.0,0.868,0.18408592410947236,Lunacek,5,5678
Random-Adaptive-Filter,38.0389599655423,27.538068555966767,0.0,10.50089140957553,0.723943782398683,6,1.0,0.8944999999999999,0.14677381681480076,Lunacek,5,5678
Wrong-Adaptive-Filter,38.0389599655423,27.538068555966767,0.0,10.50089140957553,0.723943782398683,6,1.0,0.8705,0.178858057100223,Lunacek,5,5678
Oracle-Fixed-Filter,38.0389599655423,27.538068555966767,0.0,10.50089140957553,0.723943782398683,1,0.0,1.0,0.0,Lunacek,5,5678
Matching-Soft-Rerank,38.0389599655423,30.363020570834102,0.0,7.675939394708195,0.7982084840999474,6,0.0,1.0,,Lunacek,5,5678
