problem,dim,seed,panel,point_index,chart_point,clean_target_y,observed_target_y
GMM,2,101,test,189,"[0.531166560947895, -0.9189217370003462]",-0.8941121835008428,-0.8941121835008428
GMM,2,101,test,190,"[0.05921351537108421, 0.594611044973135]",-0.9650288387309631,-0.9650288387309631
GMM,2,101,test,191,"[-0.6269296519458294, -0.3256088048219681]",-0.9516594684433842,-0.9516594684433842
GMM,2,101,test,192,"[-0.6458526439964771, 0.828078830614686]",-0.8957894744141374,-0.8957894744141374
GMM,2,101,test,193,"[0.03906932845711708, -0.09618459083139896]",-0.9991341629237345,-0.9991341629237345
GMM,2,101,test,194,"[0.5110229998826981, 0.42031217366456985]",-0.9572663604192445,-0.9572663604192445
GMM,2,101,test,195,"[-0.17780379205942154, -0.6288281045854092]",-0.9586091027022365,-0.9586091027022365
GMM,2,101,test,196,"[-0.46446492336690426, 0.23670683801174164]",-0.9733941820907122,-0.9733941820907122
GMM,2,101,test,197,"[0.8503689486533403, -0.9686835445463657]",-0.8476658487387606,-0.8476658487387606
GMM,2,101,test,198,"[0.317929407581687, 0.5194967109709978]",-0.9636813210072067,-0.9636813210072067
GMM,2,101,test,199,"[-0.9929996449500322, -0.3110165763646364]",-0.8978116365528083,-0.8978116365528083
GMM,2,101,test,200,"[-0.8533769380301237, 0.29534916765987873]",-0.9219846551610484,-0.9219846551610484
GMM,2,101,test,201,"[0.4575197044759989, -0.5038979072123766]",-0.9550934046736835,-0.9550934046736835
GMM,2,101,test,202,"[0.9919752608984709, 0.9530247151851654]",-0.8276459042315204,-0.8276459042315204
GMM,2,101,test,203,"[-0.3228300157934427, -0.22110136225819588]",-0.9850751460908341,-0.9850751460908341
GMM,2,101,test,204,"[-0.03819824382662773, 0.6444115862250328]",-0.9592942817598038,-0.9592942817598038
GMM,2,101,test,205,"[0.6506609879434109, -0.4359643869102001]",-0.9408364893220172,-0.9408364893220172
GMM,2,101,test,206,"[0.1807195022702217, 0.11177475191652775]",-0.9956552162857889,-0.9956552162857889
GMM,2,101,test,207,"[-0.5042310953140259, -0.8437224570661783]",-0.9084603243400097,-0.9084603243400097
GMM,2,101,test,208,"[-0.5942964963614941, 0.02010183595120907]",-0.965517198405184,-0.965517198405184
GMM,2,101,test,209,"[0.21663257107138634, -0.8057565744966269]",-0.9332822769574805,-0.9332822769574805
GMM,2,101,test,210,"[0.7486447468400002, 0.7392583824694157]",-0.8952752079507549,-0.8952752079507549
GMM,2,101,test,211,"[-0.06618914008140564, -0.4614790305495262]",-0.9788342383376532,-0.9788342383376532
GMM,2,101,test,212,"[-0.29520259611308575, 0.9150588773190975]",-0.9118271868125744,-0.9118271868125744
GMM,2,101,test,213,"[0.893624210730195, -0.129428431391716]",-0.9219242298933138,-0.9219242298933138
GMM,2,101,test,214,"[0.4222199749201536, 0.32086379639804363]",-0.9723875264889363,-0.9723875264889363
GMM,2,101,test,215,"[-0.7627020124346018, -0.598744748160243]",-0.9107261441207992,-0.9107261441207992
GMM,2,101,test,216,"[-0.9023991134017706, 0.6143434923142195]",-0.8879541549584586,-0.8879541549584586
GMM,2,101,test,217,"[0.2825514692813158, -0.3365312647074461]",-0.9811584940098145,-0.9811584940098145
GMM,2,101,test,218,"[0.7520655896514654, 0.145033847540617]",-0.9431697684266303,-0.9431697684266303
GMM,2,101,test,219,"[-0.436793627217412, -0.9307177662849426]",-0.9002984566273033,-0.9002984566273033
GMM,2,101,test,220,"[-0.20584236457943916, 0.4458268769085407]",-0.9763194872952948,-0.9763194872952948
GMM,2,101,test,221,"[0.6089628972113132, -0.7236748412251472]",-0.9149335694270088,-0.9149335694270088
GMM,2,101,test,222,"[0.0750567764043808, 0.7901130076497793]",-0.939043080664612,-0.939043080664612
GMM,2,101,test,223,"[-0.7358398512005806, -0.004511615261435509]",-0.9475869056095132,-0.9475869056095132
GMM,2,101,test,224,"[-0.7148537039756775, 0.38267833180725574]",-0.9366160163229319,-0.9366160163229319
GMM,2,101,test,225,"[0.0950668528676033, -0.6663247216492891]",-0.9561435350024784,-0.9561435350024784
GMM,2,101,test,226,"[0.5645194612443447, 0.8498892933130264]",-0.9011976073212769,-0.9011976073212769
GMM,2,101,test,227,"[-0.2493087761104107, -0.0739925242960453]",-0.9934857406105208,-0.9934857406105208
GMM,2,101,test,228,"[-0.39332699216902256, 0.556932307779789]",-0.9547393037379316,-0.9547393037379316
GMM,2,101,test,229,"[0.7965083252638578, -0.2731996439397335]",-0.9318188235164979,-0.9318188235164979
GMM,2,101,test,230,"[0.2625416461378336, 0.21469789184629917]",-0.9887028037400681,-0.9887028037400681
GMM,2,101,test,231,"[-0.9233859907835722, -0.9905550573021173]",-0.8331609545107569,-0.8331609545107569
GMM,2,101,test,232,"[-0.7817510683089495, 0.9749725256115198]",-0.8556658886218046,-0.8556658886218046
GMM,2,101,test,233,"[0.40414794348180294, -0.1990466360002756]",-0.9801437043384674,-0.9801437043384674
GMM,2,101,test,234,"[0.9360986072570086, 0.257608525454998]",-0.9101669370583855,-0.9101669370583855
GMM,2,101,test,235,"[-0.25370427034795284, -0.5412877313792706]",-0.9652705744640889,-0.9652705744640889
GMM,2,101,test,236,"[-0.10768721252679825, 0.08965897560119629]",-0.9982194382045267,-0.9982194382045267
GMM,2,101,test,237,"[0.7061696201562881, -0.8654871471226215]",-0.883322318488507,-0.883322318488507
GMM,2,101,test,238,"[0.23470482602715492, 0.6819845009595156]",-0.9493982041022565,-0.9493982041022565
GMM,2,101,test,239,"[-0.5752481408417225, -0.3982847649604082]",-0.9525789280019121,-0.9525789280019121
GMM,2,101,test,240,"[-0.5408620312809944, 0.7155557107180357]",-0.922881768585684,-0.922881768585684
GMM,2,101,test,241,"[0.14506559073925018, -0.4855630677193403]",-0.9749885942144043,-0.9749885942144043
GMM,2,101,test,242,"[0.679459635168314, 0.05974995717406273]",-0.9547066532468531,-0.9547066532468531
GMM,2,101,test,243,"[-0.010375667363405228, -0.7662459164857864]",-0.9434603227171103,-0.9434603227171103
GMM,2,101,test,244,"[-0.35065233893692493, 0.34488678351044655]",-0.976273496744901,-0.976273496744901
GMM,2,101,test,245,"[0.9631758835166693, -0.5748589560389519]",-0.8822068521492302,-0.8822068521492302
GMM,2,101,test,246,"[0.4931738395243883, 0.8757313098758459]",-0.903984389594764,-0.903984389594764
GMM,2,101,test,247,"[-0.8167467024177313, -0.16913757286965847]",-0.9331427591148652,-0.9331427591148652
GMM,2,101,test,248,"[-0.9583377484232187, 0.18478876911103725]",-0.9094838768219943,-0.9094838768219943
GMM,2,101,test,249,"[0.3516152333468199, -0.8913139011710882]",-0.9128906256280029,-0.9128906256280029
GMM,2,101,test,250,"[0.8235073927789927, 0.5905034728348255]",-0.9024884844369035,-0.9024884844369035
GMM,2,101,test,251,"[-0.49034945480525494, -0.3604779615998268]",-0.9639683505301625,-0.9639683505301625
GMM,2,101,test,252,"[-0.15191903710365295, 0.7506481222808361]",-0.9431483401902997,-0.9431483401902997
GMM,2,101,test,253,"[0.5378838554024696, -0.04408344626426697]",-0.9714837066132966,-0.9714837066132966
GMM,2,101,test,254,"[0.005383756011724472, 0.46995669417083263]",-0.9782743347573796,-0.9782743347573796
GMM,2,101,test,255,"[-0.6805152706801891, -0.6998958718031645]",-0.9095971968751451,-0.9095971968751451
GMM,2,2026,context,0,"[0.9710402339696884, -0.7437613178044558]",-0.8615952840785008,-0.8615952840785008
GMM,2,2026,context,1,"[-0.9151951801031828, 0.9195588901638985]",-0.8453917217938184,-0.8453917217938184
GMM,2,2026,context,2,"[-0.3113915342837572, -0.05767578072845936]",-0.9902499496026318,-0.9902499496026318
GMM,2,2026,context,3,"[0.36492108926177025, 0.35859330743551254]",-0.9742783828852565,-0.9742783828852565
GMM,2,2026,context,4,"[0.11779042705893517, -0.3206504862755537]",-0.9886752407191288,-0.9886752407191288
GMM,2,2026,context,5,"[-0.05071541853249073, 0.02772832289338112]",-0.9998544979836377,-0.9998544979836377
GMM,2,2026,context,6,"[-0.6602601837366819, -0.8855412732809782]",-0.8857316860516382,-0.8857316860516382
GMM,2,2026,context,7,"[0.7338087111711502, 0.7177395410835743]",-0.9000656112684847,-0.9000656112684847
GMM,2,2026,context,8,"[0.5281994249671698, -0.20518259331583977]",-0.9686386080947836,-0.9686386080947836
GMM,2,2026,context,9,"[-0.5855140201747417, 0.38100879080593586]",-0.9525865286939172,-0.9525865286939172
GMM,2,2026,context,10,"[-0.18788713961839676, -0.5161464177072048]",-0.9706410541664917,-0.9706410541664917
GMM,2,2026,context,11,"[0.135825389996171, 0.8170963246375322]",-0.9337763466647936,-0.9337763466647936
GMM,2,2026,test,0,"[0.15095196850597858, -0.43280214816331863]",-0.9795288085820427,-0.9795288085820427
GMM,2,2026,test,1,"[-0.3650602623820305, 0.03639520891010761]",-0.9868483722052729,-0.9868483722052729
GMM,2,2026,test,2,"[-0.9376357682049274, -0.5722270235419273]",-0.8868308875673439,-0.8868308875673439
GMM,2,2026,test,3,"[0.5462757851928473, 0.9604542870074511]",-0.8851258928333248,-0.8851258928333248
GMM,2,2026,test,4,"[0.765161070972681, -0.8200551420450211]",-0.8823879883582245,-0.8823879883582245
GMM,2,2026,test,5,"[-0.7195095736533403, 0.7126779202371836]",-0.902757704079707,-0.902757704079707
GMM,2,2026,test,6,"[-0.0832169409841299, -0.1772197186946869]",-0.9964126448480861,-0.9964126448480861
GMM,2,2026,test,7,"[0.4320971667766571, 0.2920441720634699]",-0.973288974600356,-0.973288974600356
GMM,2,2026,test,8,"[0.33279079012572765, -0.6829038895666599]",-0.9443788435199422,-0.9443788435199422
GMM,2,2026,test,9,"[-0.1831299029290676, 0.7863754834979773]",-0.9370059664992442,-0.9370059664992442
GMM,2,2026,test,10,"[-0.5141283869743347, -0.32183345034718513]",-0.9641991334644494,-0.9641991334644494
GMM,2,2026,test,11,"[0.9699357692152262, 0.2109146174043417]",-0.9063059602776606,-0.9063059602776606
GMM,2,2026,test,12,"[0.6892790570855141, -0.07009835168719292]",-0.9533303357488269,-0.9533303357488269
GMM,2,2026,test,13,"[-0.7954831551760435, 0.4625984709709883]",-0.9190741711299062,-0.9190741711299062
GMM,2,2026,test,14,"[-0.40174458362162113, -0.9267664216458797]",-0.9036048952705619,-0.9036048952705619
GMM,2,2026,test,15,"[0.11341695114970207, 0.5424459706991911]",-0.9698618940754,-0.9698618940754
GMM,2,2026,test,16,"[0.06158192455768585, -0.9899974670261145]",-0.9069639433561189,-0.9069639433561189
GMM,2,2026,test,17,"[-0.45342316292226315, 0.6051838397979736]",-0.9445918696280042,-0.9445918696280042
GMM,2,2026,test,18,"[-0.8493648339062929, -0.006852990016341209]",-0.9307219261581463,-0.9307219261581463
GMM,2,2026,test,19,"[0.6357368417084217, 0.39984436333179474]",-0.9452605592395567,-0.9452605592395567
GMM,2,2026,test,20,"[0.9161150511354208, -0.25908306054770947]",-0.9136155630344103,-0.9136155630344103
GMM,2,2026,test,21,"[-0.5677315630018711, 0.147680826485157]",-0.966407141811834,-0.966407141811834
GMM,2,2026,test,22,"[-0.23502589017152786, -0.7456380855292082]",-0.9411884987297199,-0.9411884987297199
GMM,2,2026,test,23,"[0.28117317147552967, 0.8495949730277061]",-0.923109960344346,-0.923109960344346
GMM,2,2026,test,24,"[0.4857002757489681, -0.2399699855595827]",-0.9713267674939299,-0.9713267674939299
GMM,2,2026,test,25,"[-0.029396379366517067, 0.3552780784666538]",-0.9875078269751901,-0.9875078269751901
GMM,2,2026,test,26,"[-0.667891887947917, -0.757321061566472]",-0.9035848041544604,-0.9035848041544604
GMM,2,2026,test,27,"[0.8170572146773338, 0.6494583077728748]",-0.8968584252246157,-0.8968584252246157
GMM,2,2026,test,28,"[0.597954461351037, -0.5089960936456919]",-0.9405698490212973,-0.9405698490212973
GMM,2,2026,test,29,"[-0.8858006149530411, 0.8977162949740887]",-0.853243563665117,-0.853243563665117
GMM,2,2026,test,30,"[-0.3115181438624859, -0.4960473868995905]",-0.9666311260107812,-0.9666311260107812
GMM,2,2026,test,31,"[0.20483352057635784, 0.0991494320333004]",-0.9949965351140136,-0.9949965351140136
GMM,2,2026,test,32,"[0.24676944501698017, -0.6106167491525412]",-0.9579612356729487,-0.9579612356729487
GMM,2,2026,test,33,"[-0.2694716081023216, 0.9835860878229141]",-0.9013444181234843,-0.9013444181234843
GMM,2,2026,test,34,"[-0.912115354090929, -0.3784183468669653]",-0.9075127956740877,-0.9075127956740877
GMM,2,2026,test,35,"[0.5715367402881384, 0.029253661632537842]",-0.9679509596348507,-0.9679509596348507
GMM,2,2026,test,36,"[0.8531661666929722, -0.13846374861896038]",-0.9282384473108221,-0.9282384473108221
GMM,2,2026,test,37,"[-0.6317333001643419, 0.2692786082625389]",-0.9541699695395924,-0.9541699695395924
GMM,2,2026,test,38,"[-0.04988414607942104, -0.8740727584809065]",-0.9267811476422855,-0.9267811476422855
GMM,2,2026,test,39,"[0.4651705026626587, 0.7201856449246407]",-0.9292054410493471,-0.9292054410493471
GMM,2,2026,test,40,"[0.2997021358460188, -0.3605911750346422]",-0.9785468492484514,-0.9785468492484514
GMM,2,2026,test,41,"[-0.2164473794400692, 0.23368223384022713]",-0.9900747810645572,-0.9900747810645572
GMM,2,2026,test,42,"[-0.6018893420696259, -0.628888325765729]",-0.9274701272942126,-0.9274701272942126
GMM,2,2026,test,43,"[0.8819153551012278, 0.7788695134222507]",-0.8707748324713332,-0.8707748324713332
GMM,2,2026,test,44,"[0.6640027835965157, -0.88837487436831]",-0.8848958236334517,-0.8848958236334517
GMM,2,2026,test,45,"[-0.8209882508963346, 0.5193121694028378]",-0.9102186113205745,-0.9102186113205745
GMM,2,2026,test,46,"[-0.4973179195076227, -0.12448015250265598]",-0.9743286251901684,-0.9743286251901684
GMM,2,2026,test,47,"[0.01758415624499321, 0.4697381965816021]",-0.978266053027084,-0.978266053027084
GMM,2,2026,test,48,"[0.08708696067333221, -0.06221052259206772]",-0.9990563250384846,-0.9990563250384846
GMM,2,2026,test,49,"[-0.42814706824719906, 0.4079614896327257]",-0.9658107186607835,-0.9658107186607835
GMM,2,2026,test,50,"[-0.7535319793969393, -0.950628288090229]",-0.8638152455708298,-0.8638152455708298
GMM,2,2026,test,51,"[0.7313103564083576, 0.5810745526105165]",-0.9165315370992132,-0.9165315370992132
GMM,2,2026,test,52,"[0.9494327064603567, -0.6906467974185944]",-0.8717455361914058,-0.8717455361914058
GMM,2,2026,test,53,"[-0.5346428491175175, 0.8411116097122431]",-0.905623121133742,-0.905623121133742
GMM,2,2026,test,54,"[-0.14700565487146378, -0.2988184243440628]",-0.9892489462603784,-0.9892489462603784
GMM,2,2026,test,55,"[0.36893406696617603, 0.17142393626272678]",-0.983730061773621,-0.983730061773621
GMM,2,2026,test,56,"[0.39792418107390404, -0.8123141713440418]",-0.921988708736865,-0.921988708736865
GMM,2,2026,test,57,"[-0.11740141548216343, 0.6579436715692282]",-0.9564333645713855,-0.9564333645713855
GMM,2,2026,test,58,"[-0.7009654026478529, -0.20023662224411964]",-0.9485666976631878,-0.9485666976631878
GMM,2,2026,test,59,"[0.7837243601679802, 0.33153679035604]",-0.9302575996447691,-0.9302575996447691
GMM,2,2026,test,60,"[0.5023657474666834, -0.4406880997121334]",-0.9566562275147196,-0.9566562275147196
GMM,2,2026,test,61,"[-0.981618270277977, 0.09103025309741497]",-0.9077487101221,-0.9077487101221
GMM,2,2026,test,62,"[-0.33677903935313225, -0.5483632199466228]",-0.9598172155454449,-0.9598172155454449
GMM,2,2026,test,63,"[0.17931328527629375, 0.9218238275498152]",-0.9156625006844213,-0.9156625006844213
GMM,2,2026,test,64,"[0.16977231949567795, -0.8482294119894505]",-0.9284594836819449,-0.9284594836819449
GMM,2,2026,test,65,"[-0.31503951363265514, 0.7450064029544592]",-0.936805961147044,-0.936805961147044
GMM,2,2026,test,66,"[-0.9916095081716776, -0.146804291754961]",-0.9047981733072175,-0.9047981733072175
GMM,2,2026,test,67,"[0.5235940180718899, 0.257962828502059]",-0.9666301993817796,-0.9666301993817796
GMM,2,2026,test,68,"[0.8054716419428587, -0.39853937551379204]",-0.9227379170799723,-0.9227379170799723
GMM,2,2026,test,69,"[-0.7104986123740673, 0.0062790196388959885]",-0.9510553853581936,-0.9510553853581936
GMM,2,2026,test,70,"[-0.09618090093135834, -0.6043669246137142]",-0.9636417594063473,-0.9636417594063473
GMM,2,2026,test,71,"[0.38792518712580204, 0.9889359008520842]",-0.8933478064828089,-0.8933478064828089
GMM,2,2026,test,72,"[0.3472174294292927, -0.0985606387257576]",-0.9872618452796542,-0.9872618452796542
GMM,2,2026,test,73,"[-0.13750283606350422, 0.494726674631238]",-0.9741105867498264,-0.9741105867498264
GMM,2,2026,test,74,"[-0.5558940079063177, -0.8966390118002892]",-0.8952624958714442,-0.8952624958714442
GMM,2,2026,test,75,"[0.9594620913267136, 0.5081643480807543]",-0.8888895038364522,-0.8888895038364522
GMM,2,2026,test,76,"[0.7408206779509783, -0.6488108783960342]",-0.9080390882168728,-0.9080390882168728
GMM,2,2026,test,77,"[-0.7752411141991615, 0.7559407595545053]",-0.8896191591131005,-0.8896191591131005
GMM,2,2026,test,78,"[-0.4181251861155033, -0.3541431128978729]",-0.9707401172316222,-0.9707401172316222
GMM,2,2026,test,79,"[0.06582829914987087, 0.23907769657671452]",-0.9940143890314442,-0.9940143890314442
GMM,2,2026,test,80,"[0.008074665442109108, -0.2914117742329836]",-0.9918062574880129,-0.9918062574880129
GMM,2,2026,test,81,"[-0.4756079614162445, 0.1758553422987461]",-0.9748284317973548,-0.9748284317973548
GMM,2,2026,test,82,"[-0.8310090564191341, -0.7115564960986376]",-0.8877244483248823,-0.8877244483248823
GMM,2,2026,test,83,"[0.6852625291794538, 0.8191793151199818]",-0.8922616400927558,-0.8922616400927558
GMM,2,2026,test,84,"[0.9036330692470074, -0.9598815087229013]",-0.8412139506382582,-0.8412139506382582
GMM,2,2026,test,85,"[-0.6113910768181086, 0.5709213130176067]",-0.9326257894828353,-0.9326257894828353
GMM,2,2026,test,86,"[-0.1951953899115324, -0.03533435799181461]",-0.9962853282075327,-0.9962853282075327
GMM,2,2026,test,87,"[0.2896735742688179, 0.4319840334355831]",-0.9734185184515022,-0.9734185184515022
GMM,2,2026,test,88,"[0.44342239759862423, -0.5411245431751013]",-0.9526138553458228,-0.9526138553458228
GMM,2,2026,test,89,"[-0.04035176709294319, 0.9261788129806519]",-0.9177418532607333,-0.9177418532607333
GMM,2,2026,test,90,"[-0.6529548987746239, -0.4617655333131552]",-0.9384333517826723,-0.9384333517826723
GMM,2,2026,test,91,"[0.8631640840321779, 0.06902177631855011]",-0.9279245058247154,-0.9279245058247154
GMM,2,2026,test,92,"[0.5810766220092773, -0.2095355074852705]",-0.9628036501798852,-0.9628036501798852
GMM,2,2026,test,93,"[-0.9338559564203024, 0.32118529826402664]",-0.9074041585807018,-0.9074041585807018
GMM,2,2026,test,94,"[-0.259481193497777, -0.7854839097708464]",-0.9343613247763175,-0.9343613247763175
GMM,2,2026,test,95,"[0.22554034367203712, 0.6817677244544029]",-0.9498273178721626,-0.9498273178721626
GMM,2,2026,test,96,"[0.19919892400503159, -0.1707905549556017]",-0.9933655632270065,-0.9933655632270065
GMM,2,2026,test,97,"[-0.28587224893271923, 0.2974512167274952]",-0.9832936719802426,-0.9832936719802426
GMM,2,2026,test,98,"[-0.8918857220560312, -0.8399892617017031]",-0.861228117285382,-0.861228117285382
GMM,2,2026,test,99,"[0.623088862746954, 0.6897680796682835]",-0.9172973975530543,-0.9172973975530543
GMM,2,2026,test,100,"[0.8427106272429228, -0.5805026981979609]",-0.9010074681346485,-0.9010074681346485
GMM,2,2026,test,101,"[-0.6735189668834209, 0.94932546839118]",-0.8735090139606829,-0.8735090139606829
GMM,2,2026,test,102,"[-0.004269495606422424, -0.4069016221910715]",-0.9838883794459733,-0.9838883794459733
GMM,2,2026,test,103,"[0.4796076510101557, 0.06139523908495903]",-0.977056188255132,-0.977056188255132
GMM,2,2026,test,104,"[0.25555016472935677, -0.9205052312463522]",-0.9134020756947507,-0.9134020756947507
GMM,2,2026,test,105,"[-0.22942944057285786, 0.5477765947580338]",-0.9654839449797449,-0.9654839449797449
GMM,2,2026,test,106,"[-0.5928888525813818, -0.09020020626485348]",-0.9649518045467749,-0.9649518045467749
GMM,2,2026,test,107,"[0.9222383052110672, 0.4396124482154846]",-0.9009801473088114,-0.9009801473088114
GMM,2,2026,test,108,"[0.6413410324603319, -0.3301547896116972]",-0.9495860076051426,-0.9495860076051426
GMM,2,2026,test,109,"[-0.8749800994992256, 0.19958754628896713]",-0.9229273505043258,-0.9229273505043258
GMM,2,2026,test,110,"[-0.44730764999985695, -0.6570492666214705]",-0.9392175556730898,-0.9392175556730898
GMM,2,2026,test,111,"[0.03641689382493496, 0.811177022755146]",-0.9362867051234758,-0.9362867051234758
GMM,2,2026,test,112,"[0.10781382955610752, -0.718819160014391]",-0.9490062016221512,-0.9490062016221512
GMM,2,2026,test,113,"[-0.37612825632095337, 0.8734381850808859]",-0.9136779702760013,-0.9136779702760013
GMM,2,2026,test,114,"[-0.8015978299081326, -0.2684010900557041]",-0.9313980984904134,-0.9313980984904134
GMM,2,2026,test,115,"[0.7144449334591627, 0.13734068535268307]",-0.9485944199978193,-0.9485944199978193
GMM,2,2026,test,116,"[0.9955596141517162, -0.027949657291173935]",-0.905760582115804,-0.905760582115804
GMM,2,2026,test,117,"[-0.519723990932107, 0.3778472077101469]",-0.9597530216123978,-0.9597530216123978
GMM,2,2026,test,118,"[-0.15797154419124126, -0.9827700965106487]",-0.9063177298459297,-0.9063177298459297
GMM,2,2026,test,119,"[0.3266685977578163, 0.6095580738037825]",-0.9533868343535934,-0.9533868343535934
GMM,2,2026,test,120,"[0.4064426925033331, -0.4691522940993309]",-0.9625443959146435,-0.9625443959146435
GMM,2,2026,test,121,"[-0.0775909312069416, 0.12316036410629749]",-0.9980562245876344,-0.9980562245876344
GMM,2,2026,test,122,"[-0.7446373030543327, -0.5182377174496651]",-0.92141754901204,-0.92141754901204
GMM,2,2026,test,123,"[0.7712528575211763, 0.8875441122800112]",-0.8709297709860878,-0.8709297709860878
GMM,2,2026,test,124,"[0.5519095361232758, -0.7782192528247833]",-0.9135353249909346,-0.9135353249909346
GMM,2,2026,test,125,"[-0.9632825013250113, 0.6275070402771235]",-0.8765204446543189,-0.8765204446543189
GMM,2,2026,test,126,"[-0.3589762169867754, -0.23254437744617462]",-0.9821482164066561,-0.9821482164066561
GMM,2,2026,test,127,"[0.125816497951746, 0.35969796217978]",-0.9857084616332377,-0.9857084616332377
GMM,2,2026,test,128,"[0.13461703062057495, -0.6369095221161842]",-0.9589275264262079,-0.9589275264262079
GMM,2,2026,test,129,"[-0.35019088350236416, 0.7678478825837374]",-0.9313995795787469,-0.9313995795787469
GMM,2,2026,test,130,"[-0.9564580339938402, -0.3739914819598198]",-0.9003404197461549,-0.9003404197461549
GMM,2,2026,test,131,"[0.5587492026388645, 0.21925035305321217]",-0.9647462539942746,-0.9647462539942746
GMM,2,2026,test,132,"[0.7781230416148901, -0.11010347306728363]",-0.9403204961083343,-0.9403204961083343
GMM,2,2026,test,133,"[-0.7378433533012867, 0.483193451538682]",-0.9254076629968575,-0.9254076629968575
GMM,2,2026,test,134,"[-0.06883611530065536, -0.8774239420890808]",-0.9260311105443164,-0.9260311105443164
GMM,2,2026,test,135,"[0.41527374275028706, 0.5274042878299952]",-0.956032235025425,-0.956032235025425
GMM,2,2026,test,136,"[0.3198745362460613, -0.3869985081255436]",-0.9754090330354276,-0.9754090330354276
GMM,2,2026,test,137,"[-0.16484184004366398, 0.017814209684729576]",-0.9974539154450622,-0.9974539154450622
GMM,2,2026,test,138,"[-0.528554929420352, -0.6235839612782001]",-0.9357963474923212,-0.9357963474923212
GMM,2,2026,test,139,"[0.986804910004139, 0.9696979280561209]",-0.8258405647560609,-0.8258405647560609
GMM,2,2026,test,140,"[0.7056597117334604, -0.8601289205253124]",-0.8841976688674484,-0.8841976688674484
GMM,2,2026,test,141,"[-0.8103982508182526, 0.7330974321812391]",-0.8877011643276698,-0.8877011643276698
GMM,2,2026,test,142,"[-0.3829680345952511, -0.1269540749490261]",-0.9841061765533702,-0.9841061765533702
GMM,2,2026,test,143,"[0.10098925046622753, 0.2777883242815733]",-0.9914385521858448,-0.9914385521858448
GMM,2,2026,test,144,"[0.0432338435202837, -0.19019930623471737]",-0.9964391521360322,-0.9964391521360322
GMM,2,2026,test,145,"[-0.4404449835419655, 0.3405425250530243]",-0.969668088924277,-0.969668088924277
GMM,2,2026,test,146,"[-0.8661720491945744, -0.7968979831784964]",-0.8712168494424047,-0.8712168494424047
GMM,2,2026,test,147,"[0.6501033660024405, 0.670359417796135]",-0.9165653159771362,-0.9165653159771362
GMM,2,2026,test,148,"[0.9309701211750507, -0.5608499031513929]",-0.8890040233805234,-0.8890040233805234
GMM,2,2026,test,149,"[-0.5840502846986055, 0.9064783230423927]",-0.8904158142434585,-0.8904158142434585
GMM,2,2026,test,150,"[-0.2225362565368414, -0.4497487973421812]",-0.9754704284952651,-0.9754704284952651
GMM,2,2026,test,151,"[0.2623365968465805, 0.08104812353849411]",-0.9926531191097614,-0.9926531191097614
GMM,2,2026,test,152,"[0.47076897136867046, -0.9401581156998873]",-0.8960057529360073,-0.8960057529360073
GMM,2,2026,test,153,"[-0.013001423329114914, 0.5906237699091434]",-0.9658135103320874,-0.9658135103320874
GMM,2,2026,test,154,"[-0.6803052872419357, -0.04735306091606617]",-0.9548476950495921,-0.9548476950495921
GMM,2,2026,test,155,"[0.8358175549656153, 0.4199596531689167]",-0.9163214380530922,-0.9163214380530922
GMM,2,2026,test,156,"[0.6162263080477715, -0.3107461277395487]",-0.9537655553883745,-0.9537655553883745
GMM,2,2026,test,157,"[-0.898702559992671, 0.15649626776576042]",-0.9204766348968809,-0.9204766348968809
GMM,2,2026,test,158,"[-0.2946346942335367, -0.7001405749469995]",-0.9443878891766254,-0.9443878891766254
GMM,2,2026,test,159,"[0.19039076194167137, 0.8305857740342617]",-0.9300420052211027,-0.9300420052211027
GMM,2,2026,test,160,"[0.2343560755252838, -0.3186339493840933]",-0.9847519137142299,-0.9847519137142299
GMM,2,2026,test,161,"[-0.25071129761636257, 0.2111332267522812]",-0.9894902923697064,-0.9894902923697064
GMM,2,2026,test,162,"[-0.9270466882735491, -0.6762787010520697]",-0.8771602527059253,-0.8771602527059253
GMM,2,2026,test,163,"[0.5879317261278629, 0.7919571697711945]",-0.9073615117615474,-0.9073615117615474
GMM,2,2026,test,164,"[0.8700497057288885, -0.9324152301996946]",-0.8506082792264866,-0.8506082792264866
GMM,2,2026,test,165,"[-0.6461761482059956, 0.5358876511454582]",-0.9321732948770933,-0.9321732948770933
GMM,2,2026,test,166,"[-0.03161238878965378, -0.07036810927093029]",-0.9996136932556592,-0.9996136932556592
GMM,2,2026,test,167,"[0.4522686470299959, 0.4594503417611122]",-0.9593869734144673,-0.9593869734144673
GMM,2,2026,test,168,"[0.28289495036005974, -0.5685908515006304]",-0.9608572840989767,-0.9608572840989767
GMM,2,2026,test,169,"[-0.20208088494837284, 0.9612125642597675]",-0.9081457520423525,-0.9081457520423525
GMM,2,2026,test,170,"[-0.6202374529093504, -0.42673187144100666]",-0.94526785368254,-0.94526785368254
GMM,2,2026,test,171,"[0.8948935642838478, 0.0415554977953434]",-0.9230511260265091,-0.9230511260265091
GMM,2,2026,test,172,"[0.6764925066381693, -0.1823133621364832]",-0.9523304118763112,-0.9523304118763112
GMM,2,2026,test,173,"[-0.839824914932251, 0.2859075032174587]",-0.9246052625405049,-0.9246052625405049
GMM,2,2026,test,174,"[-0.48246293887495995, -0.8207617942243814]",-0.9138804758642364,-0.9138804758642364
