dim,seed,sample_size,noise_level,method,basin_recall,mean_matched_mahalanobis,median_matched_mahalanobis,normalized_center_error,normalized_shape_error,extracted_count,oracle_count
2,2026,100,0.0,Top-Observations,0.3333333333333333,5.136833816899237,6.079236101293848,0.26874353370682713,0.15845748891948702,3,3
2,2026,100,0.0,Random-Centers,0.3333333333333333,2.873539589447827,2.693546905527151,0.16284019747944348,0.15850748816232044,3,3
2,2026,100,0.02,Proposed-Local-Structure,0.6666666666666666,0.9634879732780839,0.9634879732780839,0.0530638002422459,0.4488028398899069,2,3
2,2026,100,0.02,Top-Observations,0.3333333333333333,5.136833816899237,6.079236101293848,0.26874353370682713,0.15845748891948702,3,3
2,2026,100,0.02,Random-Centers,0.3333333333333333,3.0234941192369633,3.213130320103267,0.17887216894147293,0.15850748816232044,3,3
2,2026,100,0.05,Proposed-Local-Structure,1.0,0.4782558759928414,0.3322692868497887,0.026792374636616784,0.22804987962673307,3,3
2,2026,100,0.05,Top-Observations,0.3333333333333333,5.325046688552331,6.458274226464661,0.2816125545297742,0.15845748891948702,3,3
2,2026,100,0.05,Random-Centers,0.3333333333333333,5.2900861994309984,6.530234920678298,0.28891155968142873,0.15850748816232044,3,3
2,2026,250,0.0,Proposed-Local-Structure,0.6666666666666666,0.7687433573208642,0.7687433573208642,0.04633795654325798,0.13726338065828292,2,3
2,2026,250,0.0,Top-Observations,0.6666666666666666,2.1401392639544667,0.27411393577008586,0.1478602591105493,0.1584480977880979,3,3
2,2026,250,0.0,Random-Centers,0.3333333333333333,3.3595231229563236,2.619132366026746,0.17158836157556764,0.15850748816232044,3,3
2,2026,250,0.02,Proposed-Local-Structure,0.6666666666666666,0.717524458191459,0.717524458191459,0.04333268778667385,0.13466568030836468,2,3
2,2026,250,0.02,Top-Observations,0.6666666666666666,2.1401392639544667,0.27411393577008586,0.1478602591105493,0.1584480977880979,3,3
2,2026,250,0.02,Random-Centers,0.0,4.953895202817141,5.133160965052663,0.2782860738936643,0.15850748816232044,3,3
2,2026,250,0.05,Proposed-Local-Structure,0.6666666666666666,0.81783040194061,0.81783040194061,0.048013998421417965,0.11413973666761397,2,3
2,2026,250,0.05,Top-Observations,0.6666666666666666,2.1401392639544667,0.27411393577008586,0.1478602591105493,0.1584480977880979,3,3
2,2026,250,0.05,Random-Centers,0.0,5.221660280401728,4.536862526642413,0.2884593135678469,0.15850748816232044,3,3
2,2026,500,0.0,Proposed-Local-Structure,0.6666666666666666,0.8620824309377809,0.8620824309377809,0.04414777669923372,0.2504502266815128,2,3
2,2026,500,0.0,Top-Observations,0.6666666666666666,2.4783544826354995,0.4545492124748679,0.17123753895637137,0.15854814090117214,3,3
2,2026,500,0.0,Random-Centers,0.3333333333333333,5.4809661891939925,5.864075696901098,0.36411984198217245,0.15850748816232044,3,3
2,2026,500,0.02,Proposed-Local-Structure,0.6666666666666666,0.891701013008189,0.891701013008189,0.04544943249545117,0.25177198205503887,2,3
2,2026,500,0.02,Top-Observations,0.6666666666666666,2.4783544826354995,0.4545492124748679,0.17123753895637137,0.15854814090117214,3,3
2,2026,500,0.02,Random-Centers,0.0,4.700664674141901,5.716960431403648,0.25208073811720366,0.15850748816232044,3,3
2,2026,500,0.05,Proposed-Local-Structure,0.6666666666666666,0.8164296585615517,0.8164296585615517,0.04196381335305157,0.2120009937415296,2,3
2,2026,500,0.05,Top-Observations,0.3333333333333333,5.250210715726885,6.613488371010293,0.2765479366755966,0.15854814090117214,3,3
2,2026,500,0.05,Random-Centers,0.3333333333333333,7.449219955174823,7.517044020108207,0.3926502270653603,0.15850748816232044,3,3
2,777,100,0.0,Proposed-Local-Structure,0.3333333333333333,2.414795786430282,2.414795786430282,0.13428379973131138,0.29484990124285143,1,3
2,777,100,0.0,Top-Observations,1.0,0.488352600742709,0.5923829046559331,0.025967251286744014,0.09884753047388045,3,3
