problem,dim,seed,scenario,policy,step,region_index,region_type,source_task_id,posterior_mean,posterior_std,lower_bound,upper_bound,probability_positive,global_compatibility_trust,coverage,status,true_gain,true_useful,region_candidate_index,region_candidate_y,target_top1_y,decision_mode,selected_region_index
GMM,2,42,matching,target_only,1,8,matching,matching::matching_2,0.0,1.0,-1.0,1.0,0.5,0.3722222222221955,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,matching,target_only,2,0,matching,matching::matching_0,-0.0032589999328352134,0.9989468882824889,-1.0022058882153242,0.9956878883496537,0.49869847879409024,0.40309523809521147,0.23579431197931627,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,1,matching,matching::matching_0,0.0,1.0,-1.0,1.0,0.5,0.40309523809521147,0.0,uncertain,0.1043878808421384,1.0,8,-0.18789560511124828,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,2,matching,matching::matching_0,0.010228402231489117,0.9930618447023143,-0.9828334424708252,1.0032902469338034,0.5041089786956627,0.40309523809521147,0.041367423154266024,uncertain,0.12074201016239358,1.0,1,-0.20424973443150346,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,3,matching,matching::matching_1,0.04688017689432511,0.8423255584977037,-0.7954453816033786,0.8892057353920289,0.5221919347617464,0.40309523809521147,0.8690031600114909,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,4,matching,matching::matching_1,0.0025251960408285094,0.9995633425814832,-0.9970381465406547,1.0020885386223117,0.5010078464790544,0.40309523809521147,0.0048692904337833956,uncertain,0.1797642306137295,1.0,9,-0.2632719548828394,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,5,matching,matching::matching_1,0.008140814321715725,0.9948605189496127,-0.9867197046278969,1.0030013332713283,0.5032644563978361,0.40309523809521147,0.17833955759839126,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,6,matching,matching::matching_2,-0.0035689899957152206,0.9992160761544893,-1.0027850661502045,0.9956470861587741,0.4985750649792757,0.40309523809521147,0.007110025854639471,uncertain,0.1043878808421384,1.0,8,-0.18789560511124828,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,7,matching,matching::matching_2,-0.0028532963188239056,0.9980395357265445,-1.0008928320453683,0.9951862394077206,0.4988594650324639,0.40309523809521147,0.6857799482907211,uncertain,-0.07609546514959276,0.0,5,-0.007412259119517126,-0.08350772426910988,target,
GMM,2,42,matching,target_only,2,8,matching,matching::matching_2,0.0,1.0,-1.0,1.0,0.5,0.40309523809521147,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,matching,target_only,3,0,matching,matching::matching_0,0.015063444109129657,0.9525179426409242,-0.9374544985317945,0.9675813867500538,0.5063087465305416,0.42790775401066883,1.0309566216604424,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,matching,target_only,3,1,matching,matching::matching_0,0.019806025348794925,0.9449868090502049,-0.92518078370141,0.9647928343989999,0.5083608388880977,0.42790775401066883,0.3519103705831657,uncertain,0.044558104417389735,1.0,5,-0.05065172866575968,-0.006093624248369944,target,
GMM,2,42,matching,target_only,3,2,matching,matching::matching_0,0.029407276781804763,0.9394151911390518,-0.910007914357247,0.9688224679208566,0.5124863749239678,0.42790775401066883,0.4762424590634875,uncertain,0.2744712275640151,1.0,9,-0.28056485181238505,-0.006093624248369944,target,
