problem,dim,seed,scenario,policy,step,region_index,region_type,source_task_id,posterior_mean,posterior_std,lower_bound,upper_bound,probability_positive,global_compatibility_trust,coverage,status,true_gain,true_useful,region_candidate_index,region_candidate_y,target_top1_y,decision_mode,selected_region_index
GMM,2,42,mixed,target_only,1,12,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,13,random,random::struct_matched_random,-0.0023011923860878267,0.9954472319910034,-0.9977484243770912,0.9931460396049155,0.49907775913080094,0.28287037037034957,0.933352484918127,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,14,random,random::struct_matched_random,-0.0004037179624715605,0.9998601809251983,-1.00026389888767,0.9994564629627268,0.4998389173173573,0.28287037037034957,0.02872737719046251,uncertain,0.14293864104629794,1.0,5,-0.2006764362431614,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,15,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,16,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,17,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,18,wrong,wrong::wrong_0,-0.00016148718498862187,0.999977630261779,-1.0001391174467675,0.9998161430767903,0.4999355744932633,0.28287037037034957,0.004596380350474002,uncertain,0.046107567574386124,1.0,4,-0.10384536277124957,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,19,wrong,wrong::wrong_0,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,20,wrong,wrong::wrong_0,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,21,wrong,wrong::merged_2,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,22,wrong,wrong::wrong_1,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.2252659083016212,1.0,7,-0.28300370349848464,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,23,wrong,wrong::wrong_1,0.0,1.0,-1.0,1.0,0.5,0.28287037037034957,0.0,uncertain,0.5556448322542487,1.0,9,-0.6133826274511122,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,24,wrong,wrong::wrong_2,-0.00012111538874146527,0.9999874170838247,-1.000108532472566,0.9998663016950832,0.4999516813427523,0.28287037037034957,0.0025854639471416265,uncertain,0.04395720120136101,1.0,6,-0.10169499639822446,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,1,25,wrong,wrong::wrong_2,-0.001009294906178858,0.9991258097700043,-1.0001351046761833,0.9981165148638255,0.49959699735603885,0.28287037037034957,0.17954610744039068,uncertain,0.0,0.0,0,-0.05773779519686345,-0.05773779519686345,target,
GMM,2,42,mixed,target_only,2,0,matching,matching::matching_0,-0.0029774016318408697,0.9990000448074785,-1.0019774464393194,0.9960226431756376,0.4988110014165033,0.2745238095237909,0.23579431197931627,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,1,matching,matching::matching_0,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.1043878808421384,1.0,8,-0.18789560511124828,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,2,matching,matching::matching_0,0.009156288889701384,0.9937769357724617,-0.9846206468827603,1.0029332246621632,0.503675652912466,0.2745238095237909,0.041367423154266024,uncertain,0.12074201016239358,1.0,1,-0.20424973443150346,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,3,matching,matching::matching_1,0.041966324077798,0.8598595216813,-0.817893197603502,0.901825845759098,0.5194630591067042,0.2745238095237909,0.8690031600114909,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,4,matching,matching::matching_1,0.002257784521997367,0.9996077179005213,-0.997349933378524,1.0018655024225187,0.5009010784169385,0.2745238095237909,0.0048692904337833956,uncertain,0.1797642306137295,1.0,9,-0.2632719548828394,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,5,matching,matching::matching_1,0.007254788336282096,0.9953561785398053,-0.9881013902035232,1.0026109668760874,0.5029077191055763,0.2745238095237909,0.17833955759839126,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,6,matching,matching::matching_2,-0.0032085347987070192,0.9992958348510917,-1.0025043696497988,0.9960873000523848,0.49871908003078486,0.2745238095237909,0.007110025854639471,uncertain,0.1043878808421384,1.0,8,-0.18789560511124828,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,7,matching,matching::matching_2,-0.002652405363690753,0.9980806438853026,-1.0007330492489934,0.9954282385216119,0.49893980971846935,0.2745238095237909,0.6857799482907211,uncertain,-0.07609546514959276,0.0,5,-0.007412259119517126,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,8,matching,matching::matching_2,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,9,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,10,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,-0.07609546514959276,0.0,5,-0.007412259119517126,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,11,random,random::struct_matched_random,-0.00641706959741404,0.9971803559050696,-1.0035974255024835,0.9907632863076555,0.49743273852694375,0.2745238095237909,0.028440103418557884,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,12,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,-0.06717323785461482,0.0,4,-0.016334486414495065,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,13,random,random::struct_matched_random,-0.0002573507761112431,0.9951393598323437,-0.9953967106084549,0.9948820090562325,0.4998968304254815,0.2745238095237909,1.8866848606722204,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,14,random,random::struct_matched_random,0.0012131711440038146,0.9996668046263749,-0.9984536334823712,1.0008799757703788,0.5004841464592671,0.2745238095237909,0.06865843148520541,uncertain,0.12074201016239358,1.0,1,-0.20424973443150346,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,15,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,-0.06717323785461482,0.0,4,-0.016334486414495065,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,16,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,17,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,18,wrong,wrong::wrong_0,0.001400897346571648,0.9997970113714706,-0.9983961140248989,1.0011979087180423,0.5005589904678832,0.2745238095237909,0.014708417121516808,uncertain,0.11202555703788081,1.0,3,-0.19553328130699069,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,19,wrong,wrong::wrong_0,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,20,wrong,wrong::wrong_0,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,-0.06717323785461482,0.0,4,-0.016334486414495065,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,21,wrong,wrong::merged_2,0.0,1.0,-1.0,1.0,0.5,0.2745238095237909,0.0,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,22,wrong,wrong::wrong_1,0.0038151203707089106,0.9989223879588964,-0.9951072675881876,1.0027375083296053,0.5015236510252398,0.2745238095237909,0.007181844297615627,uncertain,0.11202555703788081,1.0,3,-0.19553328130699069,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,23,wrong,wrong::wrong_1,0.016405017594048315,0.9798833492769283,-0.96347833168288,0.9962883668709767,0.5066787025365788,0.2745238095237909,0.13279230106291293,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,24,wrong,wrong::wrong_2,0.0029582331952831883,0.999285531995915,-0.9963272988006318,1.0022437651911982,0.5011810063643876,0.2745238095237909,0.016532605573111175,uncertain,0.12074201016239358,1.0,1,-0.20424973443150346,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,2,25,wrong,wrong::wrong_2,-0.019857794364243973,0.9724574228084994,-0.9923152171727434,0.9525996284442555,0.49185407705422196,0.2745238095237909,0.17056880206837113,uncertain,0.0,0.0,0,-0.08350772426910988,-0.08350772426910988,target,
GMM,2,42,mixed,target_only,3,0,matching,matching::matching_0,0.005463341693849829,0.9772613460022335,-0.9717980043083836,0.9827246876960833,0.5022302597456435,0.24592245989303252,1.0309566216604424,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,1,matching,matching::matching_0,0.009037467031290098,0.9745890669616845,-0.9655515999303944,0.9836265339929745,0.5036993807516684,0.24592245989303252,0.3519103705831657,uncertain,0.044558104417389735,1.0,5,-0.05065172866575968,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,2,matching,matching::matching_0,0.01775698054791205,0.969226478584222,-0.9514694980363099,0.986983459132134,0.5073085230304777,0.24592245989303252,0.4762424590634875,uncertain,0.2744712275640151,1.0,9,-0.28056485181238505,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,3,matching,matching::matching_1,0.03523052564907962,0.8541265817353471,-0.8188960560862675,0.8893571073844266,0.5164506785779028,0.24592245989303252,0.8255530020109163,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,4,matching,matching::matching_1,0.00860704802170543,0.9868651558422449,-0.9782581078205395,0.9954722038639503,0.5034793728542847,0.24592245989303252,0.21404840563056593,uncertain,0.2744712275640151,1.0,9,-0.28056485181238505,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,5,matching,matching::matching_1,0.002969022578256334,0.9904292640402739,-0.9874602414620175,0.9933982866185302,0.5011959126279332,0.24592245989303252,0.1694225797184717,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,6,matching,matching::matching_2,0.005818000540438535,0.9745049186995255,-0.9686869181590869,0.9803229192399641,0.5023817556691345,0.24592245989303252,0.4215778511921861,uncertain,0.044558104417389735,1.0,5,-0.05065172866575968,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,7,matching,matching::matching_2,-0.001262158892831451,0.9975370715770064,-0.9987992304698379,0.996274912684175,0.49949522837102434,0.24592245989303252,1.111128985923585,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,8,matching,matching::matching_2,0.0,1.0,-1.0,1.0,0.5,0.24592245989303252,0.0,uncertain,0.2645256619782362,1.0,8,-0.27061928622660614,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,9,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.24592245989303252,0.0,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,10,random,random::struct_matched_random,0.00903746703129011,0.9745890669616845,-0.9655515999303943,0.9836265339929746,0.5036993807516684,0.24592245989303252,0.3519103705831657,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,11,random,random::struct_matched_random,0.0069881608933564255,0.9419901563354783,-0.9350019954421219,0.9489783172288347,0.5029595290913106,0.24592245989303252,0.993407066934789,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,12,random,random::struct_matched_random,0.0047769468593961955,0.9929659601092717,-0.9881890132498755,0.997742906968668,0.501919218582625,0.24592245989303252,0.09831944843435794,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,13,random,random::struct_matched_random,-0.015042395790248114,0.9256198879494891,-0.9406622837397373,0.910577492159241,0.493517011008977,0.24592245989303252,1.7923506176386095,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,14,random,random::struct_matched_random,0.008745870823850229,0.9818585572371782,-0.9731126864133279,0.9906044280610284,0.5035535174452442,0.24592245989303252,0.5248635449583453,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,15,random,random::struct_matched_random,0.006197120250027492,0.988133072620616,-0.9819359523705885,0.9943301928706435,0.5025019677473098,0.24592245989303252,0.1654696926170641,uncertain,-0.004613907464126658,0.0,1,-0.0014797167842432867,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,16,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.24592245989303252,0.0,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,17,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.24592245989303252,0.0,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,18,wrong,wrong::wrong_0,0.010205921249978185,0.9754252867217511,-0.9652193654717729,0.9856312079717293,0.504174075927914,0.24592245989303252,0.45091640333237576,uncertain,0.2645256619782362,1.0,8,-0.27061928622660614,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,19,wrong,wrong::wrong_0,0.0,1.0,-1.0,1.0,0.5,0.24592245989303252,0.0,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,20,wrong,wrong::wrong_0,0.004776946859396191,0.9929659601092719,-0.9881890132498756,0.9977429069686681,0.501919218582625,0.24592245989303252,0.09831944843435794,uncertain,0.044558104417389735,1.0,5,-0.05065172866575968,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,21,wrong,wrong::merged_2,0.0,1.0,-1.0,1.0,0.5,0.24592245989303252,0.0,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,22,wrong,wrong::wrong_1,0.013273095465301915,0.970328550757226,-0.9570554552919242,0.9836016462225279,0.5054569494414066,0.24592245989303252,0.44376615914966966,uncertain,0.2645256619782362,1.0,8,-0.27061928622660614,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,23,wrong,wrong::wrong_1,0.013771932753731113,0.9791168676558877,-0.9653449349021566,0.9928888004096188,0.505611204627475,0.24592245989303252,0.12615268600976728,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,24,wrong,wrong::wrong_2,0.010482341849805217,0.9812921846842337,-0.9708098428344285,0.991774526534039,0.5042614930568277,0.24592245989303252,0.34779445561620226,uncertain,0.2645256619782362,1.0,8,-0.27061928622660614,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,3,25,wrong,wrong::wrong_2,-0.023173307669532302,0.9684470036235231,-0.9916203112930554,0.9452736959539908,0.49045489320641955,0.24592245989303252,0.16204036196495258,uncertain,0.0,0.0,0,-0.006093624248369944,-0.006093624248369944,target,
GMM,2,42,mixed,target_only,4,0,matching,matching::matching_0,0.0028099139454306615,0.9744221358833869,-0.9716122219379563,0.9772320498288175,0.5011504171367083,0.2765592432258936,1.1448784831944845,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,1,matching,matching::matching_0,0.010940457469923155,0.9729163234023821,-0.961975865932459,0.9838567808723052,0.5044860168999384,0.2765592432258936,0.4492243608158574,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,2,matching,matching::matching_0,0.014191612259221477,0.9652835598518964,-0.9510919475926749,0.9794751721111179,0.5058650436407743,0.2765592432258936,0.46650675093363975,uncertain,0.08591743812144223,1.0,13,-0.3167710397781354,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,3,matching,matching::matching_1,0.030243507871480696,0.851442730070149,-0.8211992221986684,0.8816862379416297,0.5141675733572344,0.2765592432258936,0.7842753519103705,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,4,matching,matching::matching_1,0.007390601018286204,0.9865554765683118,-0.9791648755500255,0.993946077586598,0.5029885756214637,0.2765592432258936,0.22173150675093362,uncertain,0.01809594045008095,1.0,7,-0.24894954210677414,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,5,matching,matching::matching_1,-7.395212635396197e-05,0.9868495177205939,-0.9869234698469479,0.98677556559424,0.4999701042262566,0.2765592432258936,0.16095145073254813,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,6,matching,matching::matching_2,0.0077434229412091365,0.9729729299645273,-0.9652295070233182,0.9807163529057364,0.5031749559530833,0.2765592432258936,0.5524667839701235,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,7,matching,matching::matching_2,-0.012189864397992533,0.9417138528462856,-0.9539037172442781,0.9295239884482931,0.49483609964546665,0.2765592432258936,1.0555725366274058,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,8,matching,matching::matching_2,0.007369317723369262,0.9752226144348398,-0.9678532967114706,0.9825919321582091,0.5030145983032256,0.2765592432258936,0.17243608158575122,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,9,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2765592432258936,0.0,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,10,random,random::struct_matched_random,0.004924687899825808,0.9676415346644869,-0.9627168467646611,0.9725662225643127,0.5020303569754963,0.2765592432258936,0.3343148520540074,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,11,random,random::struct_matched_random,-0.0008821207630017036,0.9128330471951965,-0.9137151679581983,0.9119509264321948,0.4996144801997578,0.2765592432258936,0.9437367135880494,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,12,random,random::struct_matched_random,0.0026030493184793523,0.9910658003570576,-0.9884627510385783,0.9936688496755369,0.5010478267303218,0.2765592432258936,0.09340347601264004,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,13,random,random::struct_matched_random,-0.025370901839315334,0.8706438984748509,-0.8960148003141662,0.8452729966355356,0.4883763118696359,0.2765592432258936,1.702733086756679,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,14,random,random::struct_matched_random,0.0020840022157986807,0.9626251460443919,-0.9605411438285932,0.9647091482601905,0.5008636757000472,0.2765592432258936,0.498620367710428,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,15,random,random::struct_matched_random,0.019017929727847965,0.9088392494737929,-0.8898213197459449,0.9278571792016409,0.5083474636412117,0.2765592432258936,0.9339844872163172,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,16,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2765592432258936,0.0,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,17,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.2765592432258936,0.0,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,18,wrong,wrong::wrong_0,0.007135990544946352,0.971932600142451,-0.9647966095975046,0.9790685906873974,0.5029290331075741,0.2765592432258936,0.446756104567653,uncertain,0.08591743812144223,1.0,13,-0.3167710397781354,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,19,wrong,wrong::wrong_0,0.0,1.0,-1.0,1.0,0.5,0.2765592432258936,0.0,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,20,wrong,wrong::wrong_0,0.008468424649324296,0.9865550980465614,-0.9780866733972371,0.9950235226958857,0.5034244120374148,0.2765592432258936,0.20263932777937374,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,21,wrong,wrong::merged_2,0.0,1.0,-1.0,1.0,0.5,0.2765592432258936,0.0,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,22,wrong,wrong::wrong_1,0.010643227008628813,0.9681962030507624,-0.9575529760421335,0.9788394300593912,0.5043854207699903,0.2765592432258936,0.4399633725940822,uncertain,0.010900347714111025,1.0,1,-0.24175394937080422,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,23,wrong,wrong::wrong_1,0.011822462167942489,0.9787595996412434,-0.9669371374733009,0.9905820618091858,0.5048187168025315,0.2765592432258936,0.11984505170927892,uncertain,0.0,0.0,0,-0.2308536016566932,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,24,wrong,wrong::wrong_2,0.007996625269659267,0.9792137044920405,-0.9712170792223812,0.9872103297616998,0.5032578756276691,0.2765592432258936,0.3487902542372882,uncertain,0.08591743812144223,1.0,13,-0.3167710397781354,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,4,25,wrong,wrong::wrong_2,-0.025356990156137994,0.9655577581158707,-0.9909147482720088,0.9402007679597327,0.4895243834581462,0.2765592432258936,0.15393834386670494,uncertain,-0.05064027261321852,0.0,10,-0.18021332904347467,-0.2308536016566932,target,
GMM,2,42,mixed,target_only,5,0,matching,matching::matching_0,-0.27421728850360805,0.9384122390894764,-1.2126295275930845,0.6641949505858683,0.38506146556818327,0.30501735106996586,1.08763455903476,uncertain,-0.06419012639016583,0.0,12,-0.0961559044895928,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,1,matching,matching::matching_0,-0.12644030284205213,0.9644628735436648,-1.0909031763857169,0.8380225707016127,0.447848420412116,0.30501735106996586,0.4267631427750646,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,2,matching,matching::matching_0,0.09224415895039383,0.9630217583014844,-0.8707775993510906,1.0552659172518781,0.5381547963574522,0.30501735106996586,0.5468872450445275,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,3,matching,matching::matching_1,-0.04768078288182007,0.8528101646082279,-0.900490947490048,0.8051293817264078,0.47770667441900205,0.30501735106996586,0.7450615843148519,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,4,matching,matching::matching_1,0.33232014320267095,0.9369767466937188,-0.6046566034910479,1.2692968898963897,0.638582625603971,0.30501735106996586,0.6935521419850619,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,5,matching,matching::matching_1,-0.06705752837446029,0.9850169938903107,-1.052074522264771,0.9179594655158504,0.47286195686993265,0.30501735106996586,0.15290387819592072,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,6,matching,matching::matching_2,-0.16257619340367116,0.9597193266522157,-1.1222955200558868,0.7971431332485446,0.43274111850897823,0.30501735106996586,0.5248434447716173,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,7,matching,matching::matching_2,-0.2390473563289169,0.9177946620243163,-1.156842018353233,0.6787473056953993,0.39725508868404114,0.30501735106996586,1.0027939097960354,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,8,matching,matching::matching_2,-0.08455688054382661,0.9718141434041608,-1.0563710239479875,0.8872572628603342,0.46533205491939633,0.30501735106996586,0.16381427750646366,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,9,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.30501735106996586,0.0,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,10,random,random::struct_matched_random,-0.0574142779083161,0.9662876068521176,-1.0237018847604338,0.9088733289438015,0.47630983514579084,0.30501735106996586,0.3175991094513071,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,11,random,random::struct_matched_random,-0.1368651865354725,0.9050054514540076,-1.04187063798948,0.768140264918535,0.4398966146879692,0.30501735106996586,0.896549877908647,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,12,random,random::struct_matched_random,-0.030347546894395647,0.9906966597365583,-1.021044206630954,0.9603491128421626,0.4877812988619894,0.30501735106996586,0.08873330221200804,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,13,random,random::struct_matched_random,-0.2790782484855442,0.8385108474884491,-1.1175890959739934,0.5594325990029049,0.369632798727342,0.30501735106996586,1.617596432418845,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,14,random,random::struct_matched_random,-0.11600707686243564,0.9566755090731214,-1.072682585935557,0.8406684322106858,0.45174230048155967,0.30501735106996586,0.47368934932490653,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,15,random,random::struct_matched_random,-0.21883745539341606,0.8821654750541493,-1.1010029304475655,0.6633280196607333,0.40204070838302197,0.30501735106996586,0.8872852628555012,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
GMM,2,42,mixed,target_only,5,16,random,random::struct_matched_random,0.0,1.0,-1.0,1.0,0.5,0.30501735106996586,0.0,uncertain,0.0,0.0,0,-0.16034603087975863,-0.16034603087975863,target,
