problem,dim,seed,scenario,policy,step,best_y,normalized_regret,mode,selected_target_rank,selected_region_index,excess_improvement_residual,global_compatibility_trust,trusted_regions,rejected_regions,uncertain_regions
GMM,2,101,matching,fixed,5,-0.791640194543515,0.30477160511476736,fixed,11,6.0,-0.24678289021964486,0.40022981134089924,0,0,8
GMM,2,101,matching,fixed,6,-0.791640194543515,0.30477160511476736,fixed,0,2.0,-0.2819686426537559,0.370806824754173,0,0,8
GMM,2,101,matching,fixed,7,-0.791640194543515,0.30477160511476736,fixed,2,7.0,-0.10990907990849762,0.416945554445533,0,0,8
GMM,2,101,matching,fixed,8,-0.791640194543515,0.30477160511476736,fixed,8,2.0,-0.07371939930992093,0.4367117031997771,0,0,8
GMM,2,101,matching,global_adaptive,1,-0.31590510428679913,1.0,global,2,7.0,-0.21951785673851856,0.3362244897958917,0,0,8
GMM,2,101,matching,global_adaptive,2,-0.791640194543515,0.30477160511476736,global,1,2.0,8.122786728360497,0.34120370370367903,2,1,5
GMM,2,101,matching,global_adaptive,3,-0.791640194543515,0.30477160511476736,global,0,2.0,-0.2665078484497729,0.30309523809521766,2,0,6
GMM,2,101,matching,global_adaptive,4,-0.791640194543515,0.30477160511476736,global,1,6.0,-0.37328519317533443,0.3683489304812606,2,0,6
GMM,2,101,matching,global_adaptive,5,-0.791640194543515,0.30477160511476736,global,2,2.0,-0.22153138804530892,0.35186254075140916,2,0,6
GMM,2,101,matching,global_adaptive,6,-0.791640194543515,0.30477160511476736,global,0,6.0,-0.1971605209869756,0.38302486986695433,1,0,7
GMM,2,101,matching,global_adaptive,7,-0.791640194543515,0.30477160511476736,global,2,7.0,-0.08992083855325655,0.40855394605392503,1,0,7
GMM,2,101,matching,global_adaptive,8,-0.791640194543515,0.30477160511476736,global,1,2.0,-0.07300723404496502,0.42140558075079826,1,0,7
GMM,2,101,matching,posterior,1,-0.31590510428679913,1.0,target,0,,-0.21949109304826808,0.3362244897958917,0,0,8
GMM,2,101,matching,posterior,2,-0.4994685474438071,0.7317445768467744,target,0,,2.7608334215106507,0.39722222222219383,0,0,8
GMM,2,101,matching,posterior,3,-0.4994685474438071,0.7317445768467744,target,0,,-0.3029448411947863,0.3590476190475951,0,0,8
GMM,2,101,matching,posterior,4,-0.527977365195921,0.690082441738804,target,0,,0.12457275403201284,0.3639371657753785,1,0,7
GMM,2,101,matching,posterior,5,-0.5986247758126262,0.5868399294840407,target,0,,0.7245002809349124,0.3754315643204314,0,0,8
GMM,2,101,matching,posterior,6,-0.5986247758126262,0.5868399294840407,target,0,,-0.21710122782183458,0.4093406593406371,0,0,8
GMM,2,101,matching,posterior,7,-0.5986247758126262,0.5868399294840407,target,0,,-0.07939671814997416,0.3162462537462374,0,0,8
GMM,2,101,matching,posterior,8,-0.5986247758126262,0.5868399294840407,target,0,,-0.07487904731178265,0.39006109851346044,0,0,8
GMM,2,101,matching,arise,1,-0.31590510428679913,1.0,probe,2,7.0,-0.21951785673851856,0.3362244897958917,0,0,8
GMM,2,101,matching,arise,2,-0.31590510428679913,1.0,target,0,,-0.213539555211447,0.34120370370367903,0,0,8
GMM,2,101,matching,arise,3,-0.31590510428679913,1.0,target,0,,-0.17090939268076805,0.36023809523807127,0,0,8
GMM,2,101,matching,arise,4,-0.3608003961172864,0.9343910459487633,probe,3,0.0,0.4476595720137003,0.3716577540106722,0,0,8
GMM,2,101,matching,arise,5,-0.3608003961172864,0.9343910459487633,target,0,,-0.19396901805414116,0.3178718400940437,0,0,8
GMM,2,101,matching,arise,6,-0.3608003961172864,0.9343910459487633,target,0,,-0.2573359977820003,0.380393290919586,0,0,8
GMM,2,101,matching,arise,7,-0.4956419242658162,0.7373367165571952,probe,1,0.0,1.890688984277733,0.33460289710287977,0,0,8
GMM,2,101,matching,arise,8,-0.5696649798411457,0.6291611138612362,target,0,,0.8983434043983851,0.369731670445938,0,0,8
GMM,2,101,mixed,target_only,1,-0.31590510428679913,1.0,target,0,,-0.21949109304826808,0.24285714285712282,0,0,24
GMM,2,101,mixed,target_only,2,-0.4994685474438071,0.7317445768467744,target,0,,2.7608334215106507,0.33055555555553157,0,0,24
GMM,2,101,mixed,target_only,3,-0.4994685474438071,0.7317445768467744,target,0,,-0.3029448411947863,0.29833333333331324,0,0,24
