seed,dimension,relation,control,relation_or_control,shell,panel,method,model_seed,standardized_rmse,ndcg_at_top,spearman,pairwise_accuracy,precision_at_top,normalized_top1_regret,mean_negative_log_likelihood,interval_coverage_95,n_test,effective_mode,prior_names,prior_coefficients,source_data_hash,source_query_transform,source_context_query_hash,source_test_query_hash,target_context_design_hash,target_test_design_hash,target_test_truth_hash,srmse_delta_vs_target_only,negative_transfer
23,2,scale_0.7,none,scale_0.7,0.35,test,Geometry-Prior+Residual,275446385,0.26446553290673747,0.9305657120654172,0.9674452939022157,0.9238435039370079,0.5384615384615384,0.020252277069294042,-2.8798056226148208,0.75,128,calibrated,geometry,[0.12864222534444145],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,aa0beb5b66297067d957acbbef96d56d7ab3e480268d3610980c1aea964208a6,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8d26fa4a7177164632d52f120ef0056eb74fa50e2c4d18787bed66454e67b260,0.06373494650917533,True
23,2,scale_0.7,none,scale_0.7,0.35,test,Oracle-Rank+Residual,275446385,0.2822538426683187,0.9473623912231747,0.9573223768540561,0.9160925196850394,0.5384615384615384,0.001445711411384156,2.2154644625124997,0.3671875,128,calibrated,oracle_rank,[0.13760674304005158],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,aa0beb5b66297067d957acbbef96d56d7ab3e480268d3610980c1aea964208a6,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8d26fa4a7177164632d52f120ef0056eb74fa50e2c4d18787bed66454e67b260,0.08152325627075657,True
23,2,scale_0.7,none,scale_0.7,0.35,test,Oracle-Value+Residual,275446385,0.01901556563477914,0.9991531549072564,0.9996165995238967,0.9949557086614174,1.0,0.0,-5.540190508915898,1.0,128,calibrated,oracle_value,[0.1386400315056234],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,aa0beb5b66297067d957acbbef96d56d7ab3e480268d3610980c1aea964208a6,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8d26fa4a7177164632d52f120ef0056eb74fa50e2c4d18787bed66454e67b260,-0.181715020762783,False
23,2,scale_0.7,none,scale_0.7,0.35,test,Oracle-Rank+Value+Residual,275446385,0.13536570583825677,0.974053083449996,0.9894707928950741,0.9597687007874016,0.7692307692307693,0.0,1.589569559010978,0.3671875,128,calibrated,oracle_rank|oracle_value,"[0.06592893097629711, 0.07824319119022205]",7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,aa0beb5b66297067d957acbbef96d56d7ab3e480268d3610980c1aea964208a6,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8d26fa4a7177164632d52f120ef0056eb74fa50e2c4d18787bed66454e67b260,-0.06536488055930537,False
23,2,scale_0.7,none,scale_0.7,0.7,test,Target-Only,1247505409,0.4365744787706723,0.9582070155569109,0.682584462552646,0.7530757874015748,0.6923076923076923,0.003920148443684325,-2.2647426244486657,1.0,128,target_only,none,[],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,433d06b1444d8a5568e6046b92ccc51bfaa08f068250307890e9d5d95bfe3777,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,394e1bdf434ca254d43b571834f7e15492da8805a32e841cef5e5ae7852cc821,0.0,False
23,2,scale_0.7,none,scale_0.7,0.7,test,Geometry-Prior+Residual,1247505409,0.7253047722609363,0.9455049857423833,0.5878444881889764,0.6802411417322834,0.5384615384615384,0.003920148443684325,0.5237678064366733,0.328125,128,calibrated,geometry,[0.12864222534444145],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,433d06b1444d8a5568e6046b92ccc51bfaa08f068250307890e9d5d95bfe3777,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,394e1bdf434ca254d43b571834f7e15492da8805a32e841cef5e5ae7852cc821,0.28873029349026397,True
23,2,scale_0.7,none,scale_0.7,0.7,test,Oracle-Rank+Residual,1247505409,0.2296361321853954,0.9955522478301613,0.9618259018494779,0.9313484251968503,0.9230769230769231,0.003920148443684325,-2.2328184274108738,0.6875,128,calibrated,oracle_rank,[0.13760674304005158],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,433d06b1444d8a5568e6046b92ccc51bfaa08f068250307890e9d5d95bfe3777,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,394e1bdf434ca254d43b571834f7e15492da8805a32e841cef5e5ae7852cc821,-0.2069383465852769,False
23,2,scale_0.7,none,scale_0.7,0.7,test,Oracle-Value+Residual,1247505409,0.03542776326026636,0.9993726037412176,0.9977854330708662,0.9858513779527559,1.0,0.0,-4.788831168363943,1.0,128,calibrated,oracle_value,[0.1386400315056234],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,433d06b1444d8a5568e6046b92ccc51bfaa08f068250307890e9d5d95bfe3777,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,394e1bdf434ca254d43b571834f7e15492da8805a32e841cef5e5ae7852cc821,-0.4011467155104059,False
23,2,scale_0.7,none,scale_0.7,0.7,test,Oracle-Rank+Value+Residual,1247505409,0.1102589541524472,0.9980008616345121,0.986689708844534,0.9614911417322834,1.0,0.003920148443684325,-2.93691407102137,0.6875,128,calibrated,oracle_rank|oracle_value,"[0.06592893097629711, 0.07824319119022205]",7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,433d06b1444d8a5568e6046b92ccc51bfaa08f068250307890e9d5d95bfe3777,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,394e1bdf434ca254d43b571834f7e15492da8805a32e841cef5e5ae7852cc821,-0.3263155246182251,False
23,2,scale_0.7,none,scale_0.7,1.0,test,Target-Only,180903275,0.5801829613011067,0.9433091184695361,0.5574642922541659,0.6690452755905512,0.5384615384615384,0.006113419537653097,-1.6780086213030057,1.0,128,target_only,none,[],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,5ca0d1cec69d317e95a93dd183ac147a50c9afc20be87fb837f72fbac07fa4d2,0.0,False
23,2,scale_0.7,none,scale_0.7,1.0,test,Geometry-Prior+Residual,180903275,0.6868215410916799,0.9473623912231747,0.9548617469327961,0.9078494094488189,0.5384615384615384,0.006113419537653097,-0.6726431643587644,0.796875,128,calibrated,geometry,[0.12864222534444145],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,5ca0d1cec69d317e95a93dd183ac147a50c9afc20be87fb837f72fbac07fa4d2,0.10663857979057323,True
23,2,scale_0.7,none,scale_0.7,1.0,test,Oracle-Rank+Residual,180903275,0.3128745821519971,0.9941020156213592,0.912063953488372,0.8855807086614174,1.0,0.0076516362208489085,0.9180000339009796,0.546875,128,calibrated,oracle_rank,[0.13760674304005158],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,5ca0d1cec69d317e95a93dd183ac147a50c9afc20be87fb837f72fbac07fa4d2,-0.2673083791491096,False
23,2,scale_0.7,none,scale_0.7,1.0,test,Oracle-Value+Residual,180903275,0.043803207257017286,0.9984896777369984,0.9886181560153818,0.9634596456692913,1.0,0.0,-4.1826088891498285,0.9921875,128,calibrated,oracle_value,[0.1386400315056234],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,5ca0d1cec69d317e95a93dd183ac147a50c9afc20be87fb837f72fbac07fa4d2,-0.5363797540440894,False
23,2,scale_0.7,none,scale_0.7,1.0,test,Oracle-Rank+Value+Residual,180903275,0.15081419568839197,0.9947435240622298,0.9579804522981138,0.9212598425196851,1.0,0.0076516362208489085,0.16082252050238577,0.53125,128,calibrated,oracle_rank|oracle_value,"[0.06592893097629711, 0.07824319119022205]",7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_0.7,e50613a61af12c48783d078350a165f1eaa8f960c69b8f074b86fddca6562bd3,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,5ca0d1cec69d317e95a93dd183ac147a50c9afc20be87fb837f72fbac07fa4d2,-0.42936876561271475,False
23,2,scale_1.5,none,scale_1.5,0.35,test,Target-Only,1185733707,0.5786605826962133,0.968276882764966,0.6950192272477568,0.7573818897637795,0.6923076923076923,0.011454696931662057,-1.5928400603832955,1.0,128,target_only,none,[],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,8b73481fe325b1e68d8aa286f90d091d688f5b13eb4d021c4b9bd30c4e160ac3,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8ea5aa14c4814119e9bc76043786bb206906f4d9bd0ed327eb33f1325a93df95,0.0,False
23,2,scale_1.5,none,scale_1.5,0.35,test,Geometry-Prior+Residual,1185733707,0.7328063089863482,0.9188063399883212,0.5995582310932064,0.6994340551181102,0.5384615384615384,0.03333086612432139,-1.190514908770281,0.6640625,128,calibrated,geometry,[0.4780508993754228],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,8b73481fe325b1e68d8aa286f90d091d688f5b13eb4d021c4b9bd30c4e160ac3,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8ea5aa14c4814119e9bc76043786bb206906f4d9bd0ed327eb33f1325a93df95,0.1541457262901349,True
23,2,scale_1.5,none,scale_1.5,0.35,test,Oracle-Rank+Residual,1185733707,2.430925163380895,0.9217281425986225,0.7320316791796373,0.7822342519685039,0.5384615384615384,0.02790940724050942,2.2786315685563885,0.3828125,128,calibrated,oracle_rank,[0.39239843542671277],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,8b73481fe325b1e68d8aa286f90d091d688f5b13eb4d021c4b9bd30c4e160ac3,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8ea5aa14c4814119e9bc76043786bb206906f4d9bd0ed327eb33f1325a93df95,1.8522645806846816,True
23,2,scale_1.5,none,scale_1.5,0.35,test,Oracle-Value+Residual,1185733707,1.8355683033535528,0.9333000957189619,0.636547793444424,0.7389271653543307,0.6153846153846154,0.02790940724050942,-0.2610009120585134,0.3984375,128,calibrated,oracle_value,[0.4225422623688743],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,8b73481fe325b1e68d8aa286f90d091d688f5b13eb4d021c4b9bd30c4e160ac3,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8ea5aa14c4814119e9bc76043786bb206906f4d9bd0ed327eb33f1325a93df95,1.2569077206573396,True
23,2,scale_1.5,none,scale_1.5,0.35,test,Oracle-Rank+Value+Residual,1185733707,2.0663710271679525,0.9333000957189619,0.6554889214429591,0.7470472440944882,0.6153846153846154,0.02790940724050942,0.7338595879434691,0.2890625,128,calibrated,oracle_rank|oracle_value,"[0.10532322020663819, 0.331270317696095]",7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,8b73481fe325b1e68d8aa286f90d091d688f5b13eb4d021c4b9bd30c4e160ac3,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,8ea5aa14c4814119e9bc76043786bb206906f4d9bd0ed327eb33f1325a93df95,1.4877104444717393,True
23,2,scale_1.5,none,scale_1.5,0.7,test,Target-Only,2040630556,0.5193585067900454,0.9733698518633581,0.8031324391137153,0.8106545275590551,0.6923076923076923,0.0,-0.7095018364172794,1.0,128,target_only,none,[],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,c7a4811b2626b25ffde421bef6be79ee16f83a59365a31d21100114d543d7045,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,14e4a61a20a11d7e85b5254a3c742f0ba71f747267f128d79c8094e329136313,0.0,False
23,2,scale_1.5,none,scale_1.5,0.7,test,Geometry-Prior+Residual,2040630556,0.36644917889156964,0.9340777942137433,0.9149423182567296,0.8822588582677166,0.5384615384615384,0.011129114329111534,-0.8765827495019025,0.859375,128,calibrated,geometry,[0.4780508993754228],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,c7a4811b2626b25ffde421bef6be79ee16f83a59365a31d21100114d543d7045,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,14e4a61a20a11d7e85b5254a3c742f0ba71f747267f128d79c8094e329136313,-0.15290932789847572,False
23,2,scale_1.5,none,scale_1.5,0.7,test,Oracle-Rank+Residual,2040630556,1.2061047198625918,0.9892231500854886,0.6948818897637794,0.7641486220472441,0.8461538461538461,0.004905311222195659,2.216769518791102,0.5,128,calibrated,oracle_rank,[0.39239843542671277],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,c7a4811b2626b25ffde421bef6be79ee16f83a59365a31d21100114d543d7045,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,14e4a61a20a11d7e85b5254a3c742f0ba71f747267f128d79c8094e329136313,0.6867462130725465,True
23,2,scale_1.5,none,scale_1.5,0.7,test,Oracle-Value+Residual,2040630556,0.8887518595427749,0.9871007204404376,0.8567798937923456,0.8395669291338582,0.8461538461538461,0.011129114329111534,0.5320682226070035,0.671875,128,calibrated,oracle_value,[0.4225422623688743],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,c7a4811b2626b25ffde421bef6be79ee16f83a59365a31d21100114d543d7045,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,14e4a61a20a11d7e85b5254a3c742f0ba71f747267f128d79c8094e329136313,0.36939335275272955,True
23,2,scale_1.5,none,scale_1.5,0.7,test,Oracle-Rank+Value+Residual,2040630556,0.9916370058246192,0.9894540362204135,0.8319046420069585,0.828371062992126,0.8461538461538461,0.004905311222195659,1.0934537608886217,0.6171875,128,calibrated,oracle_rank|oracle_value,"[0.10532322020663819, 0.331270317696095]",7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,c7a4811b2626b25ffde421bef6be79ee16f83a59365a31d21100114d543d7045,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,ff6f4be9108f7149a05ffbb9a5e7f901eb5411cbec9665494b3d6351c45d3162,14e4a61a20a11d7e85b5254a3c742f0ba71f747267f128d79c8094e329136313,0.47227849903457386,True
23,2,scale_1.5,none,scale_1.5,1.0,test,Target-Only,21707041,0.8927255089911411,0.9466055927451299,0.6661955227980223,0.7321604330708661,0.5384615384615384,0.0,0.3992367446629205,0.7734375,128,target_only,none,[],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,2701a47384f6c605ca79dbce82c0fa2e53e79f2015c92c93cff2dfb9c87acc92,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,ded4d53ef998f3b046ba314445469b404d79dbc092cdec063319fc192703e6b1,0.0,False
23,2,scale_1.5,none,scale_1.5,1.0,test,Geometry-Prior+Residual,21707041,0.4974748364632496,0.9186066944009765,0.9166418696209484,0.874630905511811,0.5384615384615384,0.013187952104448505,0.33896861070775813,0.625,128,calibrated,geometry,[0.4780508993754228],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,2701a47384f6c605ca79dbce82c0fa2e53e79f2015c92c93cff2dfb9c87acc92,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,ded4d53ef998f3b046ba314445469b404d79dbc092cdec063319fc192703e6b1,-0.39525067252789153,False
23,2,scale_1.5,none,scale_1.5,1.0,test,Oracle-Rank+Residual,21707041,0.9635591896637822,0.9240289751651786,0.5717187786119757,0.6927903543307087,0.5384615384615384,0.036322846022394106,1.8522309764851814,0.5546875,128,calibrated,oracle_rank,[0.39239843542671277],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,2701a47384f6c605ca79dbce82c0fa2e53e79f2015c92c93cff2dfb9c87acc92,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,ded4d53ef998f3b046ba314445469b404d79dbc092cdec063319fc192703e6b1,0.07083368067264106,True
23,2,scale_1.5,none,scale_1.5,1.0,test,Oracle-Value+Residual,21707041,0.5255788250819787,0.9250216080532582,0.869466443874748,0.843626968503937,0.6153846153846154,0.036322846022394106,-0.10366548959052013,0.8046875,128,calibrated,oracle_value,[0.4225422623688743],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,2701a47384f6c605ca79dbce82c0fa2e53e79f2015c92c93cff2dfb9c87acc92,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,ded4d53ef998f3b046ba314445469b404d79dbc092cdec063319fc192703e6b1,-0.3671466839091624,False
23,2,scale_1.5,none,scale_1.5,1.0,test,Oracle-Rank+Value+Residual,21707041,0.6116604219385632,0.9292150772403749,0.8421420069584326,0.8271407480314961,0.6153846153846154,0.036322846022394106,0.24670768702073448,0.75,128,calibrated,oracle_rank|oracle_value,"[0.10532322020663819, 0.331270317696095]",7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,scale_1.5,4139f8cbfe72d2ea4521c94d30348a9dfc822b756a59006c5138a70c1dc7191a,2701a47384f6c605ca79dbce82c0fa2e53e79f2015c92c93cff2dfb9c87acc92,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,8b6a1b7b662866e6d0e202f28f7e665c5560a0a2c2ebffdb8896e870853ccc77,ded4d53ef998f3b046ba314445469b404d79dbc092cdec063319fc192703e6b1,-0.28106508705257793,False
23,2,rotate_45,none,rotate_45,0.35,test,Target-Only,1171963196,0.6370890959500234,0.940916985208084,0.9577973356528107,0.9106791338582677,0.5384615384615384,0.001335671088054944,-2.2396139607441414,1.0,128,target_only,none,[],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,rotate_45,3beeeb558c95c5344d529c62a4bf48c6bf1807ebd04b029769b87a8ed83a562a,77c1ffff3c42ac8e3280e776937d21a9d6db50f0d866951be00c047c4b0737a1,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,3b1cb18571f309c9a637677e67ae98eed6957246beed6b8dade2b2c98b830265,0.0,False
23,2,rotate_45,none,rotate_45,0.35,test,Geometry-Prior+Residual,1171963196,0.6415905108614985,0.9753164305428533,0.9708100622596594,0.9304872047244095,0.6923076923076923,0.05029519535802936,-2.490920097859839,1.0,128,calibrated,geometry,[0.2029738334444866],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,rotate_45,3beeeb558c95c5344d529c62a4bf48c6bf1807ebd04b029769b87a8ed83a562a,77c1ffff3c42ac8e3280e776937d21a9d6db50f0d866951be00c047c4b0737a1,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,3b1cb18571f309c9a637677e67ae98eed6957246beed6b8dade2b2c98b830265,0.0045014149114751545,False
23,2,rotate_45,none,rotate_45,0.35,test,Oracle-Rank+Residual,1171963196,0.3669519127579954,0.9935205498200973,0.9689102270646401,0.9308562992125984,0.9230769230769231,1.2257075277323676e-05,-2.3815917601749463,0.7421875,128,calibrated,oracle_rank,[0.27250229567650636],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,rotate_45,3beeeb558c95c5344d529c62a4bf48c6bf1807ebd04b029769b87a8ed83a562a,77c1ffff3c42ac8e3280e776937d21a9d6db50f0d866951be00c047c4b0737a1,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,3b1cb18571f309c9a637677e67ae98eed6957246beed6b8dade2b2c98b830265,-0.270137183192028,False
23,2,rotate_45,none,rotate_45,0.35,test,Oracle-Value+Residual,1171963196,0.05785209657467359,0.9996156525763917,0.9856138985533784,0.968996062992126,1.0,0.0,-4.762775157924712,1.0,128,calibrated,oracle_value,[0.28151260790521543],7a622cbb59873547e95cc8b6180b6d2bc16bef83355a5d8d89c7bc4fb25a4f7e,rotate_45,3beeeb558c95c5344d529c62a4bf48c6bf1807ebd04b029769b87a8ed83a562a,77c1ffff3c42ac8e3280e776937d21a9d6db50f0d866951be00c047c4b0737a1,7e7dcf0683f6d0e6de0ef02526bbe2555b491ccc34d680c19d571270d85ce637,e293cc3bcf48d031f8c097d9f13c69393a95109c0ba687a81b37e8d18f27e71e,3b1cb18571f309c9a637677e67ae98eed6957246beed6b8dade2b2c98b830265,-0.5792369993753498,False
