seed,relation,control,relation_or_control,condition,shell,method,n_rows,pairwise_accuracy,ndcg_at_top,normalized_top1_regret,standardized_rmse,spearman,precision_at_top,mean_negative_log_likelihood,interval_coverage_95
23,scale_1.5,none,scale_1.5,scale_1.5,1.0,value,1,0.8008120078740157,0.6278902319382292,0.3059423385494632,0.740649582248971,0.8033441677348471,0.0,2.6418166235235505,0.640625
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,dual,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,geometry,1,0.5083661417322834,0.6951292128729946,0.3216849579192233,1.4243485466458,0.0321541384361838,0.0769230769230769,-0.0754432712212709,0.515625
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,rank,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,target_only,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,value,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,dual,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,geometry,1,0.734251968503937,0.8159537368183637,0.5796082124580628,1.09908473282948,0.6475233473722761,0.3846153846153846,-0.445423734415276,0.6328125
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,rank,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,target_only,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,value,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,dual,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,geometry,1,0.796875,0.9514368501066368,0.0165486255159099,0.7502170603070744,0.7638481963010437,0.6923076923076923,0.5231814309532764,0.5234375
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,rank,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,target_only,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,value,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,identity,none,identity,identity,0.35,dual,1,0.8797982283464567,0.9684967849445678,0.011379645751775,0.2895779118856508,0.9042586064823293,0.8461538461538461,-1.5544822738651314,0.5703125
37,identity,none,identity,identity,0.35,geometry,1,0.5083661417322834,0.6951292128729946,0.3216849579192233,1.4243485466458,0.0321541384361838,0.0769230769230769,-0.0754432712212709,0.515625
37,identity,none,identity,identity,0.35,rank,1,0.750246062992126,0.8751703761436764,0.103218916632675,0.8497933735451125,0.6387680827687237,0.4615384615384615,-0.5254760023912228,0.5546875
37,identity,none,identity,identity,0.35,target_only,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,identity,none,identity,identity,0.35,value,1,0.9349163385826772,0.9845729757195416,0.011379645751775,0.1177611110005829,0.9654481779893792,0.9230769230769232,-3.97609328688264,0.7578125
37,identity,none,identity,identity,0.7,dual,1,0.891363188976378,0.9934977813046922,0.0244875799034287,0.158977095064003,0.9087163523164256,1.0,-2.9710698357456407,0.7890625
37,identity,none,identity,identity,0.7,geometry,1,0.734251968503937,0.8159537368183637,0.5796082124580628,1.09908473282948,0.6475233473722761,0.3846153846153846,-0.445423734415276,0.6328125
37,identity,none,identity,identity,0.7,rank,1,0.827263779527559,0.987087383500016,0.0301955637367052,0.4625092014080685,0.8149091283647683,0.9230769230769232,-1.9077257591121035,0.7890625
37,identity,none,identity,identity,0.7,target_only,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,identity,none,identity,identity,0.7,value,1,0.9447588582677166,0.9996687483285436,0.0,0.0746763485526295,0.9754337575535617,1.0,-3.865115512694173,0.953125
37,identity,none,identity,identity,1.0,dual,1,0.969734251968504,0.999086339219725,0.0,0.186943155280354,0.9912104010254532,0.9230769230769232,0.3661926322662979,0.5390625
37,identity,none,identity,identity,1.0,geometry,1,0.796875,0.9514368501066368,0.0165486255159099,0.7502170603070744,0.7638481963010437,0.6923076923076923,0.5231814309532764,0.5234375
37,identity,none,identity,identity,1.0,rank,1,0.9296259842519684,0.9979288438867392,0.0010608100973205,0.535491483466167,0.9617343435268266,0.9230769230769232,1.2905615069079388,0.578125
37,identity,none,identity,identity,1.0,target_only,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,identity,none,identity,identity,1.0,value,1,0.9789616141732284,0.999033499825813,0.0,0.0969384577575942,0.9948040651895258,0.9230769230769232,-1.811766747575678,0.6015625
37,independent_expert,none,independent_expert,independent_expert,0.35,dual,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,independent_expert,none,independent_expert,independent_expert,0.35,geometry,1,0.5083661417322834,0.6951292128729946,0.3216849579192233,1.4243485466458,0.0321541384361838,0.0769230769230769,-0.0754432712212709,0.515625
37,independent_expert,none,independent_expert,independent_expert,0.35,rank,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,independent_expert,none,independent_expert,independent_expert,0.35,target_only,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,independent_expert,none,independent_expert,independent_expert,0.35,value,1,0.5551181102362205,0.646255966977058,0.4940417116578769,1.427541883476618,0.1592313678813404,0.0,-1.5869861877527298,0.8203125
37,independent_expert,none,independent_expert,independent_expert,0.7,dual,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,independent_expert,none,independent_expert,independent_expert,0.7,geometry,1,0.734251968503937,0.8159537368183637,0.5796082124580628,1.09908473282948,0.6475233473722761,0.3846153846153846,-0.445423734415276,0.6328125
37,independent_expert,none,independent_expert,independent_expert,0.7,rank,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,independent_expert,none,independent_expert,independent_expert,0.7,target_only,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755108,0.6453488372093024,0.0,-1.3393222849763906,0.96875
37,independent_expert,none,independent_expert,independent_expert,0.7,value,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642400906,0.6453488372093024,0.0,-1.3393222850150897,0.96875
37,independent_expert,none,independent_expert,independent_expert,1.0,dual,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,independent_expert,none,independent_expert,independent_expert,1.0,geometry,1,0.796875,0.9514368501066368,0.0165486255159099,0.7502170603070744,0.7638481963010437,0.6923076923076923,0.5231814309532764,0.5234375
37,independent_expert,none,independent_expert,independent_expert,1.0,rank,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,independent_expert,none,independent_expert,independent_expert,1.0,target_only,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275678049734,0.35157251419154,0.3076923076923077,0.2669720502956299,0.6484375
37,independent_expert,none,independent_expert,independent_expert,1.0,value,1,0.6483759842519685,0.8041704013928673,0.2901674751691013,1.0937275677928742,0.35157251419154,0.3076923076923077,0.2669720502012668,0.6484375
37,output_affine,none,output_affine,output_affine,0.35,dual,1,0.8797982283464567,0.9684967849445678,0.0113796457517743,0.2895779118856499,0.9042586064823293,0.8461538461538461,-0.6381915419909729,0.5703125
37,output_affine,none,output_affine,output_affine,0.35,geometry,1,0.5083661417322834,0.6951292128729946,0.3216849579192236,1.4243485466458017,0.0321541384361838,0.0769230769230769,0.8408474606528904,0.515625
37,output_affine,none,output_affine,output_affine,0.35,rank,1,0.750246062992126,0.8751703761436764,0.1032189166326734,0.8497933735451156,0.6387680827687237,0.4615384615384615,0.3908147294829701,0.5546875
37,output_affine,none,output_affine,output_affine,0.35,target_only,1,0.5551181102362205,0.646255966977058,0.4940417116578765,1.4275418832709548,0.1592313678813404,0.0,-0.6706954559235346,0.8203125
37,output_affine,none,output_affine,output_affine,0.35,value,1,0.9349163385826772,0.9845729757195416,0.0113796457517743,0.1177611110005845,0.9654481779893792,0.9230769230769232,-3.059802555008469,0.7578125
37,output_affine,none,output_affine,output_affine,0.7,dual,1,0.891363188976378,0.9934977813046922,0.0244875799034287,0.1589770950640024,0.9087163523164256,1.0,-2.054779103871474,0.7890625
37,output_affine,none,output_affine,output_affine,0.7,geometry,1,0.734251968503937,0.8159537368183637,0.5796082124580635,1.099084732829481,0.6475233473722761,0.3846153846153846,0.470866997458879,0.6328125
37,output_affine,none,output_affine,output_affine,0.7,rank,1,0.827263779527559,0.987087383500016,0.0301955637367046,0.4625092014080693,0.8149091283647683,0.9230769230769232,-0.9914350272379502,0.7890625
37,output_affine,none,output_affine,output_affine,0.7,target_only,1,0.7235482283464567,0.6063022161233397,0.9306006106421636,0.9617770642755116,0.6453488372093024,0.0,-0.4230315531022361,0.96875
37,output_affine,none,output_affine,output_affine,0.7,value,1,0.9447588582677166,0.9996687483285436,0.0,0.0746763485526302,0.9754337575535617,1.0,-2.9488247808200048,0.953125
37,output_affine,none,output_affine,output_affine,1.0,dual,1,0.969734251968504,0.999086339219725,0.0,0.186943155280354,0.9912104010254532,0.9230769230769232,1.2824833641404574,0.5390625
37,output_affine,none,output_affine,output_affine,1.0,geometry,1,0.796875,0.9514368501066368,0.0165486255159097,0.7502170603070745,0.7638481963010437,0.6923076923076923,1.4394721628274327,0.5234375
37,output_affine,none,output_affine,output_affine,1.0,rank,1,0.9296259842519684,0.9979288438867392,0.0010608100973205,0.5354914834661673,0.9617343435268266,0.9230769230769232,2.20685223878209,0.578125
37,output_affine,none,output_affine,output_affine,1.0,target_only,1,0.6483759842519685,0.8041704013928673,0.2901674751691012,1.0937275678049736,0.35157251419154,0.3076923076923077,1.1832627821697854,0.6484375
37,output_affine,none,output_affine,output_affine,1.0,value,1,0.9789616141732284,0.999033499825813,0.0,0.0969384577575945,0.9948040651895258,0.9230769230769232,-0.8954760157015378,0.6015625
37,reversal,none,reversal,reversal,0.35,dual,1,0.5551181102362205,0.4590974426920682,0.1638683143241343,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,reversal,none,reversal,reversal,0.35,geometry,1,0.5551181102362205,0.4590974426920682,0.1638683143241343,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,reversal,none,reversal,reversal,0.35,rank,1,0.5551181102362205,0.4590974426920682,0.1638683143241343,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,reversal,none,reversal,reversal,0.35,target_only,1,0.5551181102362205,0.4590974426920682,0.1638683143241343,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,reversal,none,reversal,reversal,0.35,value,1,0.5551181102362205,0.4590974426920682,0.1638683143241343,1.4275418832709537,0.1592313678813404,0.0,-1.5869861877976907,0.8203125
37,reversal,none,reversal,reversal,0.7,dual,1,0.7235482283464567,0.936033789426111,0.0027583899491924,0.9617770642755108,0.6453488372093024,0.6153846153846154,-1.3393222849763906,0.96875
37,reversal,none,reversal,reversal,0.7,geometry,1,0.7235482283464567,0.936033789426111,0.0027583899491924,0.9617770642755108,0.6453488372093024,0.6153846153846154,-1.3393222849763906,0.96875
37,reversal,none,reversal,reversal,0.7,rank,1,0.7235482283464567,0.936033789426111,0.0027583899491924,0.9617770642755108,0.6453488372093024,0.6153846153846154,-1.3393222849763906,0.96875
37,reversal,none,reversal,reversal,0.7,target_only,1,0.7235482283464567,0.936033789426111,0.0027583899491924,0.9617770642755108,0.6453488372093024,0.6153846153846154,-1.3393222849763906,0.96875
37,reversal,none,reversal,reversal,0.7,value,1,0.7235482283464567,0.936033789426111,0.0027583899491924,0.9617770642755108,0.6453488372093024,0.6153846153846154,-1.3393222849763906,0.96875
37,reversal,none,reversal,reversal,1.0,dual,1,0.6483759842519685,0.948670033177997,4.975665567784561e-05,1.0937275678049734,0.35157251419154,0.6153846153846154,0.2669720502956299,0.6484375
37,reversal,none,reversal,reversal,1.0,geometry,1,0.6483759842519685,0.948670033177997,4.975665567784561e-05,1.0937275678049734,0.35157251419154,0.6153846153846154,0.2669720502956299,0.6484375
37,reversal,none,reversal,reversal,1.0,rank,1,0.6483759842519685,0.948670033177997,4.975665567784561e-05,1.0937275678049734,0.35157251419154,0.6153846153846154,0.2669720502956299,0.6484375
37,reversal,none,reversal,reversal,1.0,target_only,1,0.6483759842519685,0.948670033177997,4.975665567784561e-05,1.0937275678049734,0.35157251419154,0.6153846153846154,0.2669720502956299,0.6484375
37,reversal,none,reversal,reversal,1.0,value,1,0.6483759842519685,0.948670033177997,4.975665567784561e-05,1.0937275678049734,0.35157251419154,0.6153846153846154,0.2669720502956299,0.6484375
37,rotate_45,none,rotate_45,rotate_45,0.35,dual,1,0.8623277559055118,0.9796030617366314,0.0050039138223265,0.3299234855381296,0.8782732100347921,0.8461538461538461,-1.6970088727787769,0.6640625
37,rotate_45,none,rotate_45,rotate_45,0.35,geometry,1,0.7892470472440944,0.7941776527080643,0.210456982903963,0.7790629083026277,0.7745490752609412,0.3846153846153846,-2.1788692028171948,0.9140625
37,rotate_45,none,rotate_45,rotate_45,0.35,rank,1,0.7597194881889764,0.837977579220326,0.1279840729736368,0.8208678873726968,0.7037287126899835,0.4615384615384615,-0.6853393454974552,0.6640625
37,rotate_45,none,rotate_45,rotate_45,0.35,target_only,1,0.78248031496063,0.6638759912940188,0.4155466134312803,0.857388985121544,0.7477625434902032,0.1538461538461538,-2.0187742690134005,1.0
37,rotate_45,none,rotate_45,rotate_45,0.35,value,1,0.922613188976378,0.9987579486556144,0.0,0.0890581340824545,0.9489447903314412,0.9230769230769232,-4.405695590731437,1.0
37,rotate_45,none,rotate_45,rotate_45,0.7,dual,1,0.8158218503937008,0.9979651810869714,0.0,0.4150935776179375,0.7839853048892145,0.9230769230769232,0.3235354291060539,0.40625
37,rotate_45,none,rotate_45,rotate_45,0.7,geometry,1,0.8517470472440944,0.8910726898837945,0.1158575148870504,1.1618221360264498,0.8870399194286759,0.4615384615384615,-0.7533972209776282,0.765625
37,rotate_45,none,rotate_45,rotate_45,0.7,rank,1,0.7545521653543307,0.9907335096502478,0.0132888812367803,1.0502998178010925,0.6587964658487456,0.8461538461538461,1.544688961387228,0.3671875
37,rotate_45,none,rotate_45,rotate_45,0.7,target_only,1,0.8140994094488189,0.6598423528082997,0.7630216336706165,1.5590749604370306,0.8129635140084234,0.1538461538461538,-0.9349983536028176,0.9140625
37,rotate_45,none,rotate_45,rotate_45,0.7,value,1,0.9315944881889764,0.9990881975750656,0.0,0.129605620083086,0.9632736678264052,0.9230769230769232,-3.390070046682382,0.828125
37,rotate_45,none,rotate_45,rotate_45,1.0,dual,1,0.9479576771653544,0.992847062106858,0.0069501114076862,0.1301091788365907,0.9797885002746748,0.9230769230769232,-1.003291416402375,0.5546875
37,rotate_45,none,rotate_45,rotate_45,1.0,geometry,1,0.8970226377952756,0.8856307131603132,0.0838079560833322,0.4703668012944253,0.9354857169016664,0.4615384615384615,-0.6013972507412126,0.765625
37,rotate_45,none,rotate_45,rotate_45,1.0,rank,1,0.9046505905511812,0.9937578017199729,0.0069501114076862,0.3303331922747686,0.9403497527925287,0.9230769230769232,0.2007350766704794,0.515625
37,rotate_45,none,rotate_45,rotate_45,1.0,target_only,1,0.8483021653543307,0.76537672749699,0.244627284382931,0.5769444540207495,0.8829369620948544,0.3076923076923077,-0.6779507719399542,0.9375
37,rotate_45,none,rotate_45,rotate_45,1.0,value,1,0.9733021653543308,0.9937907463098468,0.0069501114076862,0.0495493631734205,0.9925379967039004,0.9230769230769232,-2.8612414828087456,0.8828125
37,roughness,none,roughness,roughness,0.35,dual,1,0.483882874015748,0.2328585867641572,0.9400124273479028,2.28329326745607,-0.0399766526277238,0.1538461538461538,43.06475387758044,0.2890625
37,roughness,none,roughness,roughness,0.35,geometry,1,0.5369094488188977,0.1738214130535683,1.0267460819812142,2.467307019458976,0.0785112616736861,0.0769230769230769,28.65600786518554,0.359375
37,roughness,none,roughness,roughness,0.35,rank,1,0.4964320866141732,0.1816074715838194,1.003152136188943,2.4267962501108067,-0.0084691448452664,0.0769230769230769,35.0830764749964,0.3125
37,roughness,none,roughness,roughness,0.35,target_only,1,0.5349409448818898,0.1737077951524851,1.0267460819812142,2.479800347659918,0.0763310291155466,0.0769230769230769,18.170640375104654,0.3984375
37,roughness,none,roughness,roughness,0.35,value,1,0.483267716535433,0.2339714219499432,0.9400124273479028,2.2818849792443348,-0.0402341604101812,0.1538461538461538,43.12548753360055,0.2890625
37,roughness,none,roughness,roughness,0.7,dual,1,0.5292814960629921,0.4035111317213343,0.2730900764580883,1.7086783109214008,0.0667803515839589,0.0,15.970730890621278,0.2109375
37,roughness,none,roughness,roughness,0.7,geometry,1,0.4984005905511811,0.2847720705239838,0.7016529599311944,1.749582731863943,-0.0081258011353232,0.0,9.741607125501584,0.234375
37,roughness,none,roughness,roughness,0.7,rank,1,0.5359251968503937,0.4503920857620656,0.2730900764580883,1.7442116821029372,0.0852179088079106,0.0,11.856295228904232,0.21875
37,roughness,none,roughness,roughness,0.7,target_only,1,0.499138779527559,0.0920966955437745,0.9172054446939972,1.7402902278220995,-0.008291750595129,0.0,5.663234875447018,0.328125
37,roughness,none,roughness,roughness,0.7,value,1,0.5287893700787402,0.402942379208442,0.2730900764580883,1.708237005887891,0.0655271470426661,0.0,16.007549113471555,0.2109375
37,roughness,none,roughness,roughness,1.0,dual,1,0.5724655511811023,0.4432353125382371,0.6353546365701602,1.5495632869294105,0.2224123329060611,0.1538461538461538,9.720523190348857,0.3203125
37,roughness,none,roughness,roughness,1.0,geometry,1,0.453494094488189,0.3028166924889618,0.5995041081490717,1.882333139786094,-0.1163076817432704,0.0,7.642792523670913,0.3671875
37,roughness,none,roughness,roughness,1.0,rank,1,0.4718257874015748,0.3353947344723002,0.4887022896513835,1.8482520465989023,-0.0712037630470609,0.0,8.927858716334706,0.28125
37,roughness,none,roughness,roughness,1.0,target_only,1,0.4512795275590551,0.211076904822314,0.913865493390237,2.194926738923748,-0.1287710584142098,0.0,5.98004726986631,0.375
37,roughness,none,roughness,roughness,1.0,value,1,0.5729576771653543,0.4394773560741397,0.6353546365701602,1.5472669570537172,0.2236254806811939,0.1538461538461538,9.729610925548862,0.3203125
37,scale_0.7,none,scale_0.7,scale_0.7,0.35,dual,1,0.9112942913385826,0.9466762150087876,0.0072566974209265,0.2995830903405824,0.953310977842886,0.6923076923076923,6.308130930567193,0.2734375
37,scale_0.7,none,scale_0.7,scale_0.7,0.35,geometry,1,0.7597194881889764,0.918043294871698,0.0205193621858133,0.7928432641434027,0.6739722578282366,0.6153846153846154,-0.1093438077886878,0.3671875
37,scale_0.7,none,scale_0.7,scale_0.7,0.35,rank,1,0.813361220472441,0.9455469109071184,0.0072566974209265,0.6202585802697925,0.8025201428309833,0.6923076923076923,6.998652637493981,0.296875
37,scale_0.7,none,scale_0.7,scale_0.7,0.35,target_only,1,0.7630413385826772,0.8766435418594668,0.0595523463069872,0.7821564580640631,0.6899835195019227,0.4615384615384615,-2.620561114445367,1.0
37,scale_0.7,none,scale_0.7,scale_0.7,0.35,value,1,0.9742864173228346,0.9848170834936828,0.0072566974209265,0.0710109554179606,0.9951302417139716,0.9230769230769232,-4.9335750632521655,1.0
37,scale_0.7,none,scale_0.7,scale_0.7,0.7,dual,1,0.937746062992126,0.982843964723618,0.0191752840480188,0.1790015404280649,0.9767956876030032,0.9230769230769232,-0.0426655208496953,0.46875
37,scale_0.7,none,scale_0.7,scale_0.7,0.7,geometry,1,0.6943897637795275,0.9346045263800776,0.0350714576053133,0.758390572939664,0.572840368064457,0.6923076923076923,1.530766281909361,0.3984375
37,scale_0.7,none,scale_0.7,scale_0.7,0.7,rank,1,0.889886811023622,0.959823472579027,0.0191752840480188,0.3769842480792075,0.9296832082036256,0.7692307692307693,0.8002398093522056,0.4609375
37,scale_0.7,none,scale_0.7,scale_0.7,0.7,target_only,1,0.7221948818897638,0.951861863240998,0.0612690838893886,0.6557189287150812,0.6260815326863212,0.6153846153846154,-1.995933518986525,1.0
37,scale_0.7,none,scale_0.7,scale_0.7,0.7,value,1,0.9731791338582676,0.9994446923201068,0.0,0.0538171236029791,0.993321964841604,0.9230769230769232,-4.452016211098711,0.9765625
37,scale_0.7,none,scale_0.7,scale_0.7,1.0,dual,1,0.8721702755905512,0.993756700115387,0.0244875799034285,0.1506121944937153,0.8792002380516389,1.0,-1.205512075355378,0.5
37,scale_0.7,none,scale_0.7,scale_0.7,1.0,geometry,1,0.7695620078740157,0.9456961928468316,0.0301955637367054,1.0347775744340502,0.7425265519135689,0.6923076923076923,1.4164657715700368,0.4765625
37,scale_0.7,none,scale_0.7,scale_0.7,1.0,rank,1,0.8065944881889764,0.991693198593344,0.0244875799034285,0.3156393959829375,0.7693245284746384,1.0,-0.4213059148860042,0.4609375
37,scale_0.7,none,scale_0.7,scale_0.7,1.0,target_only,1,0.656003937007874,0.8425858960570658,0.2384477392816917,0.8398667833056497,0.4404126991393517,0.3076923076923077,-1.592694394702741,0.96875
37,scale_0.7,none,scale_0.7,scale_0.7,1.0,value,1,0.9437746062992126,0.9993405388377866,0.0,0.0632570772505155,0.973688427028017,0.9230769230769232,-4.176840344037522,0.9609375
37,scale_1.5,none,scale_1.5,scale_1.5,0.35,dual,1,0.702755905511811,0.5515173825947389,0.831527401083662,1.323135233408628,0.5299910730635414,0.2307692307692307,-1.5351633879168791,0.8828125
37,scale_1.5,none,scale_1.5,scale_1.5,0.35,geometry,1,0.6336122047244095,0.80535280778841,0.4646158856406026,1.329985151734062,0.4169966581212232,0.3846153846153846,-1.0329905417640637,0.7890625
37,scale_1.5,none,scale_1.5,scale_1.5,0.35,rank,1,0.8362450787401575,0.9337259312717796,0.0112560866495262,1.0798255629294369,0.8681388481963008,0.3076923076923077,-1.798658854516343,1.0
37,scale_1.5,none,scale_1.5,scale_1.5,0.35,target_only,1,0.6427165354330708,0.7607837394105293,0.4646158856406026,1.398870450936152,0.4389992675334188,0.3076923076923077,-1.3009478098172038,1.0
37,scale_1.5,none,scale_1.5,scale_1.5,0.35,value,1,0.702755905511811,0.5515173825947389,0.831527401083662,1.3231352334086257,0.5299910730635414,0.2307692307692307,-1.535163387916882,0.8828125
37,scale_1.5,none,scale_1.5,scale_1.5,0.7,dual,1,0.8631889763779528,0.9021376033835788,0.0,0.4678752167276472,0.8941986357809923,0.3076923076923077,-0.4683834243071263,0.7890625
37,scale_1.5,none,scale_1.5,scale_1.5,0.7,geometry,1,0.8172982283464567,0.8566639973764323,0.1499701781097435,0.5733936598710697,0.8278245742537996,0.4615384615384615,-0.4904103824696896,0.75
37,scale_1.5,none,scale_1.5,scale_1.5,0.7,rank,1,0.8545767716535433,0.9251223118237054,0.0010723830395349,0.630250570106614,0.8912630470609777,0.3076923076923077,-0.271606196352355,0.796875
37,scale_1.5,none,scale_1.5,scale_1.5,0.7,target_only,1,0.780388779527559,0.9360350046535364,0.0,0.710054540611511,0.7379314685954954,0.3076923076923077,-0.4272242128595083,0.90625
37,scale_1.5,none,scale_1.5,scale_1.5,0.7,value,1,0.8631889763779528,0.9021376033835788,0.0,0.4678752167276473,0.8941986357809923,0.3076923076923077,-0.4683834243071254,0.7890625
37,scale_1.5,none,scale_1.5,scale_1.5,1.0,dual,1,0.8170521653543307,0.8562724743195219,0.1455387232418427,0.7987392051087558,0.8157560428492949,0.3076923076923077,0.7461898631891439,0.6328125
37,scale_1.5,none,scale_1.5,scale_1.5,1.0,geometry,1,0.8218503937007874,0.8726392468681268,0.1385958477203826,0.6559465739858182,0.8295584599890129,0.4615384615384615,0.4070401872581337,0.6328125
37,scale_1.5,none,scale_1.5,scale_1.5,1.0,rank,1,0.6833169291338582,0.8532041257187115,0.0694536014380604,1.1916931026529691,0.4788156930965025,0.3076923076923077,1.7955647878513252,0.4921875
37,scale_1.5,none,scale_1.5,scale_1.5,1.0,target_only,1,0.6657234251968503,0.860599082542263,0.1455387232418427,1.1038131527580188,0.4267590642739424,0.3076923076923077,0.5695455050944799,0.8125
37,scale_1.5,none,scale_1.5,scale_1.5,1.0,value,1,0.8170521653543307,0.8562724743195219,0.1455387232418427,0.7987392051087557,0.8157560428492949,0.3076923076923077,0.7461898631891453,0.6328125
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,dual,1,0.5948572834645669,0.7979287304969918,0.2938834239690353,1.2017598219460677,0.2511215894524812,0.3076923076923077,-1.7855597178147726,1.0
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,geometry,1,0.7294537401574803,0.8474227890516071,0.1578909218393515,0.9263722310338328,0.638533464566929,0.3846153846153846,-1.5271425699740124,0.6953125
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,rank,1,0.5948572834645669,0.7979287304969918,0.2938834239690353,1.2017598219460677,0.2511215894524812,0.3076923076923077,-1.7855597178147726,1.0
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,target_only,1,0.5948572834645669,0.7979287304969918,0.2938834239690353,1.2017598219460677,0.2511215894524812,0.3076923076923077,-1.7855597178147726,1.0
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,value,1,0.5948572834645669,0.7979287304969918,0.2938834239690353,1.2017598219460677,0.2511215894524812,0.3076923076923077,-1.7855597178147726,1.0
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,dual,1,0.6651082677165354,0.7368707470506365,0.72190838973063,1.415914071515613,0.46883011353232,0.1538461538461538,-1.0198104846238372,0.9140625
53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,geometry,1,0.796751968503937,0.794734013513653,0.6087306978753939,0.9525670930005038,0.7976274949642921,0.3076923076923077,-1.028658256555268,0.734375
