problem,dim,seed,method,selected_y,raw_regret,normalized_regret,true_rank,acquisition_rank,hit_top05,hit_top10,filter_active,retained_count,retained_fraction,target_top1_retained,compatibility_trust,compatibility_raw_evidence,compatibility_spearman,compatibility_elite_enrichment,source_regions
GMM,2,999,Matching-Adaptive-Filter,-0.07091584951973981,0.6027544171014518,0.9715158670080719,83,0,0.0,0.0,1.0,84,0.84,1.0,0.2142857142856779,0.5714285714285715,0.5428571428571429,0.6000000000000001,8
GMM,2,999,Random-Adaptive-Filter,-0.07091584951973981,0.6027544171014518,0.9715158670080719,83,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.2,0.0,8
GMM,2,999,Wrong-Adaptive-Filter,-0.07091584951973981,0.6027544171014518,0.9715158670080719,83,0,0.0,0.0,1.0,86,0.86,1.0,0.19928571428567937,0.49642857142857144,0.5428571428571429,0.45,8
GMM,2,999,Oracle-Fixed-Filter,-0.2192863031692262,0.45438396345196547,0.7323732811953823,41,3,0.0,0.0,1.0,25,0.25,0.0,1.0,0.19285714285714287,0.08571428571428573,0.3,1
GMM,2,999,Matching-Soft-Rerank,-0.2192863031692262,0.45438396345196547,0.7323732811953823,41,3,0.0,0.0,0.0,100,1.0,1.0,,,,,8
GMM,2,1234,Target-Only,-0.24149439647814744,0.16869212335478387,0.4469114724021903,40,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,2,1234,Matching-Fixed-Filter,-0.24149439647814744,0.16869212335478387,0.4469114724021903,40,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.5428571428571429,0.48571428571428577,0.6000000000000001,8
GMM,2,1234,Matching-Adaptive-Filter,-0.24149439647814744,0.16869212335478387,0.4469114724021903,40,0,0.0,0.0,1.0,85,0.85,1.0,0.20857142857139271,0.5428571428571429,0.48571428571428577,0.6000000000000001,8
GMM,2,1234,Random-Adaptive-Filter,-0.15462351624670817,0.25556300358622314,0.6770561419992125,62,1,0.0,0.0,1.0,93,0.93,0.0,0.099999999999975,0.0,-0.6571428571428573,-0.29999999999999993,8
GMM,2,1234,Wrong-Adaptive-Filter,-0.24149439647814744,0.16869212335478387,0.4469114724021903,40,0,0.0,0.0,1.0,89,0.89,1.0,0.15785714285711205,0.28928571428571426,0.4285714285714286,0.14999999999999997,7
GMM,2,1234,Oracle-Fixed-Filter,-0.3057572666269556,0.10442925320597568,0.27666159144839664,19,24,0.0,0.0,1.0,25,0.25,0.0,1.0,0.35357142857142865,0.2571428571428572,0.45000000000000007,1
GMM,2,1234,Matching-Soft-Rerank,-0.32474412921270446,0.08544239062022685,0.22636021076893864,13,4,0.0,0.0,0.0,100,1.0,1.0,,,,,8
GMM,2,5678,Target-Only,-0.1921817355327558,0.339765430478194,0.6999997820741459,34,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,2,5678,Matching-Fixed-Filter,-0.5127394801534239,0.01920768585752597,0.0395725247724393,6,13,0.0,1.0,1.0,25,0.25,0.0,1.0,0.6964285714285715,0.942857142857143,0.45,8
GMM,2,5678,Matching-Adaptive-Filter,-0.1921817355327558,0.339765430478194,0.6999997820741459,34,0,0.0,0.0,1.0,83,0.83,1.0,0.23928571428567538,0.6964285714285715,0.942857142857143,0.45,8
GMM,2,5678,Random-Adaptive-Filter,-0.1921817355327558,0.339765430478194,0.6999997820741459,34,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.6,-0.4499999999999999,8
GMM,2,5678,Wrong-Adaptive-Filter,-0.1921817355327558,0.339765430478194,0.6999997820741459,34,0,0.0,0.0,1.0,90,0.9,1.0,0.14285714285711357,0.2142857142857143,0.4285714285714286,0.0,7
GMM,2,5678,Oracle-Fixed-Filter,-0.07805753122446826,0.4538896347864816,0.9351235203330731,76,27,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6964285714285715,0.942857142857143,0.45,1
GMM,2,5678,Matching-Soft-Rerank,-0.3976764458235247,0.13427072018742514,0.2766304822060714,19,19,0.0,0.0,0.0,100,1.0,1.0,,,,,8
GMM,2,8888,Target-Only,-0.02603807149431978,0.5046693444937413,0.9629092709642386,80,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
GMM,2,8888,Matching-Fixed-Filter,-0.45933863030341565,0.0713687856846455,0.13617166594920296,3,7,1.0,1.0,1.0,25,0.25,0.0,1.0,0.37499999999999994,0.6,0.1499999999999999,7
GMM,2,8888,Matching-Adaptive-Filter,-0.08841596045166984,0.4422914555363913,0.8438922388509377,55,1,0.0,0.0,1.0,87,0.87,0.0,0.1749999999999675,0.37499999999999994,0.6,0.1499999999999999,7
GMM,2,8888,Random-Adaptive-Filter,-0.02603807149431978,0.5046693444937413,0.9629092709642386,80,0,0.0,0.0,1.0,93,0.93,1.0,0.10285714285711757,0.014285714285714287,0.028571428571428574,0.0,7
GMM,2,8888,Wrong-Adaptive-Filter,-0.02603807149431978,0.5046693444937413,0.9629092709642386,80,0,0.0,0.0,1.0,92,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,0.0,6
GMM,2,8888,Oracle-Fixed-Filter,-0.45933863030341565,0.0713687856846455,0.13617166594920296,3,7,1.0,1.0,1.0,25,0.25,0.0,1.0,0.5642857142857144,0.8285714285714287,0.3,1
GMM,2,8888,Matching-Soft-Rerank,-0.45933863030341565,0.0713687856846455,0.13617166594920296,3,7,1.0,1.0,0.0,100,1.0,1.0,,,,,7
Rastrigin,2,42,Target-Only,51.089295637338495,32.88089534193305,0.8860820247503756,81,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,42,Matching-Fixed-Filter,28.23420848742798,10.025808192022534,0.270177813899637,10,46,0.0,0.0,1.0,25,0.25,0.0,1.0,0.42142857142857143,0.5428571428571429,0.29999999999999993,4
Rastrigin,2,42,Matching-Adaptive-Filter,48.79097230414868,30.582572008743234,0.8241462723499017,73,5,0.0,0.0,1.0,87,0.87,0.0,0.18428571428568086,0.42142857142857143,0.5428571428571429,0.29999999999999993,4
Rastrigin,2,42,Random-Adaptive-Filter,51.089295637338495,32.88089534193305,0.8860820247503756,81,0,0.0,0.0,1.0,85,0.85,1.0,0.20142857142853626,0.5071428571428571,0.7142857142857143,0.29999999999999993,4
Rastrigin,2,42,Wrong-Adaptive-Filter,51.089295637338495,32.88089534193305,0.8860820247503756,81,0,0.0,0.0,1.0,91,0.91,1.0,0.12571428571425813,0.1285714285714286,0.2571428571428572,-0.15000000000000002,6
Rastrigin,2,42,Oracle-Fixed-Filter,51.089295637338495,32.88089534193305,0.8860820247503756,81,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,2,42,Matching-Soft-Rerank,43.54130157506076,25.33290127965531,0.682676923035354,62,27,0.0,0.0,0.0,100,1.0,1.0,,,,,4
Rastrigin,2,101,Target-Only,20.863731850410385,14.719435101052746,0.3667946859214218,21,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,101,Matching-Fixed-Filter,44.08128965839167,37.93699290903403,0.9453547166274828,85,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.30714285714285716,0.3142857142857143,0.3,5
Rastrigin,2,101,Matching-Adaptive-Filter,20.863731850410385,14.719435101052746,0.3667946859214218,21,0,0.0,0.0,1.0,88,0.88,1.0,0.16142857142854028,0.30714285714285716,0.3142857142857143,0.3,5
Rastrigin,2,101,Random-Adaptive-Filter,20.863731850410385,14.719435101052746,0.3667946859214218,21,0,0.0,0.0,1.0,91,0.91,1.0,0.129999999999972,0.15,-0.08571428571428573,0.3,5
Rastrigin,2,101,Wrong-Adaptive-Filter,20.863731850410385,14.719435101052746,0.3667946859214218,21,0,0.0,0.0,1.0,90,0.9,1.0,0.1385714285713997,0.19285714285714287,0.08571428571428573,0.3,5
Rastrigin,2,101,Oracle-Fixed-Filter,20.863731850410385,14.719435101052746,0.3667946859214218,21,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,2,101,Matching-Soft-Rerank,44.08128965839167,37.93699290903403,0.9453547166274828,85,1,0.0,0.0,0.0,100,1.0,1.0,,,,,5
Rastrigin,2,2026,Target-Only,51.04651893016643,31.13620892703301,0.9572528463209026,83,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,2026,Matching-Fixed-Filter,51.439276088758874,31.528966085625456,0.9693277880344747,84,13,0.0,0.0,1.0,25,0.25,0.0,1.0,0.31785714285714295,0.48571428571428577,0.15000000000000008,6
Rastrigin,2,2026,Matching-Adaptive-Filter,49.52133933968794,29.611029336554523,0.9103626642965748,77,3,0.0,0.0,1.0,88,0.88,0.0,0.16357142857139723,0.31785714285714295,0.48571428571428577,0.15000000000000008,6
Rastrigin,2,2026,Random-Adaptive-Filter,51.04651893016643,31.13620892703301,0.9572528463209026,83,0,0.0,0.0,1.0,88,0.88,1.0,0.17285714285711057,0.3642857142857143,0.4285714285714286,0.3,6
Rastrigin,2,2026,Wrong-Adaptive-Filter,51.04651893016643,31.13620892703301,0.9572528463209026,83,0,0.0,0.0,1.0,90,0.9,1.0,0.13499999999997148,0.17499999999999996,0.2,0.1499999999999999,6
Rastrigin,2,2026,Oracle-Fixed-Filter,51.04651893016643,31.13620892703301,0.9572528463209026,83,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,2,2026,Matching-Soft-Rerank,51.439276088758874,31.528966085625456,0.9693277880344747,84,13,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,2,777,Target-Only,34.594357395603225,29.04254178955061,0.7035227532211346,57,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,777,Matching-Fixed-Filter,22.120395744372292,16.56858013831968,0.401355129325133,23,6,0.0,0.0,1.0,25,0.25,0.0,1.0,0.4035714285714287,0.6571428571428573,0.15000000000000008,6
Rastrigin,2,777,Matching-Adaptive-Filter,34.594357395603225,29.04254178955061,0.7035227532211346,57,0,0.0,0.0,1.0,87,0.87,1.0,0.18071428571425266,0.4035714285714287,0.6571428571428573,0.15000000000000008,6
Rastrigin,2,777,Random-Adaptive-Filter,34.594357395603225,29.04254178955061,0.7035227532211346,57,0,0.0,0.0,1.0,84,0.84,1.0,0.22571428571424815,0.6285714285714287,0.6571428571428573,0.6000000000000001,6
Rastrigin,2,777,Wrong-Adaptive-Filter,34.594357395603225,29.04254178955061,0.7035227532211346,57,0,0.0,0.0,1.0,85,0.85,1.0,0.21285714285710655,0.5642857142857143,0.8285714285714287,0.29999999999999993,6
Rastrigin,2,777,Oracle-Fixed-Filter,33.92954398028217,28.377728374229555,0.6874183995555991,56,4,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6678571428571429,0.8857142857142858,0.45,1
Rastrigin,2,777,Matching-Soft-Rerank,16.994777993228467,11.442962387175854,0.27719283187976124,7,9,0.0,1.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,2,999,Target-Only,29.027984732804867,25.070730963907984,0.6496954400502885,53,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,999,Matching-Fixed-Filter,30.770251298526336,26.812997529629452,0.6948454057505653,61,20,0.0,0.0,1.0,25,0.25,0.0,1.0,0.6678571428571429,0.8857142857142858,0.45000000000000007,6
Rastrigin,2,999,Matching-Adaptive-Filter,29.027984732804867,25.070730963907984,0.6496954400502885,53,0,0.0,0.0,1.0,83,0.83,1.0,0.23357142857139024,0.6678571428571429,0.8857142857142858,0.45000000000000007,6
Rastrigin,2,999,Random-Adaptive-Filter,29.027984732804867,25.070730963907984,0.6496954400502885,53,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.48571428571428577,-0.45,6
Rastrigin,2,999,Wrong-Adaptive-Filter,29.027984732804867,25.070730963907984,0.6496954400502885,53,0,0.0,0.0,1.0,92,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,-0.1499999999999999,6
Rastrigin,2,999,Oracle-Fixed-Filter,29.027984732804867,25.070730963907984,0.6496954400502885,53,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,2,999,Matching-Soft-Rerank,34.153255040910075,30.19600127201319,0.7825142538692709,70,26,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,2,1234,Target-Only,24.350297341522985,5.629097926220641,0.14188286763592872,6,0,0.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,1234,Matching-Fixed-Filter,25.52523920371773,6.804039788415388,0.1714975808455128,8,28,0.0,1.0,1.0,25,0.25,0.0,1.0,0.24285714285714288,0.48571428571428577,0.0,6
Rastrigin,2,1234,Matching-Adaptive-Filter,24.350297341522985,5.629097926220641,0.14188286763592872,6,0,0.0,1.0,1.0,89,0.89,1.0,0.1485714285713987,0.24285714285714288,0.48571428571428577,0.0,6
Rastrigin,2,1234,Random-Adaptive-Filter,24.350297341522985,5.629097926220641,0.14188286763592872,6,0,0.0,1.0,1.0,85,0.85,1.0,0.2049999999999645,0.525,0.6,0.45,6
Rastrigin,2,1234,Wrong-Adaptive-Filter,24.350297341522985,5.629097926220641,0.14188286763592872,6,0,0.0,1.0,1.0,90,0.9,1.0,0.1349999999999715,0.17500000000000004,0.2,0.15000000000000008,6
Rastrigin,2,1234,Oracle-Fixed-Filter,24.350297341522985,5.629097926220641,0.14188286763592872,6,0,0.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,2,1234,Matching-Soft-Rerank,28.77992964708298,10.058730231780636,0.25353289439386933,12,29,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,2,5678,Target-Only,28.827260365762626,15.426607169559613,0.5025864877071757,42,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,5678,Matching-Fixed-Filter,45.15105756251769,31.75040436631468,1.0344027068528905,93,3,0.0,0.0,1.0,25,0.25,0.0,1.0,0.5535714285714286,0.6571428571428573,0.45,6
Rastrigin,2,5678,Matching-Adaptive-Filter,28.827260365762626,15.426607169559613,0.5025864877071757,42,0,0.0,0.0,1.0,85,0.85,1.0,0.21071428571424966,0.5535714285714286,0.6571428571428573,0.45,6
Rastrigin,2,5678,Random-Adaptive-Filter,28.827260365762626,15.426607169559613,0.5025864877071757,42,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.48571428571428577,-0.6,6
Rastrigin,2,5678,Wrong-Adaptive-Filter,28.827260365762626,15.426607169559613,0.5025864877071757,42,0,0.0,0.0,1.0,85,0.85,1.0,0.2049999999999645,0.525,0.6,0.45000000000000007,6
Rastrigin,2,5678,Oracle-Fixed-Filter,28.827260365762626,15.426607169559613,0.5025864877071757,42,0,0.0,0.0,0.0,100,1.0,1.0,1.0,0.6857142857142857,0.7714285714285715,0.6000000000000001,1
Rastrigin,2,5678,Matching-Soft-Rerank,45.15105756251769,31.75040436631468,1.0344027068528905,93,3,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Rastrigin,2,8888,Target-Only,47.84388250696725,25.519569247920142,0.7744994735674868,68,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Rastrigin,2,8888,Matching-Fixed-Filter,29.837255327775566,7.51294206872846,0.22801206480581368,7,9,0.0,1.0,1.0,25,0.25,0.0,1.0,0.5821428571428572,0.7142857142857143,0.45,6
Rastrigin,2,8888,Matching-Adaptive-Filter,47.84388250696725,25.519569247920142,0.7744994735674868,68,0,0.0,0.0,1.0,84,0.84,1.0,0.21642857142853478,0.5821428571428572,0.7142857142857143,0.45,6
Rastrigin,2,8888,Random-Adaptive-Filter,47.84388250696725,25.519569247920142,0.7744994735674868,68,0,0.0,0.0,1.0,89,0.89,1.0,0.1485714285713987,0.24285714285714288,0.48571428571428577,0.0,6
Rastrigin,2,8888,Wrong-Adaptive-Filter,47.84388250696725,25.519569247920142,0.7744994735674868,68,0,0.0,0.0,1.0,87,0.87,1.0,0.17499999999996751,0.375,0.6,0.15000000000000008,5
Rastrigin,2,8888,Oracle-Fixed-Filter,47.84388250696725,25.519569247920142,0.7744994735674868,68,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Rastrigin,2,8888,Matching-Soft-Rerank,29.837255327775566,7.51294206872846,0.22801206480581368,7,9,0.0,1.0,0.0,100,1.0,1.0,,,,,6
Lunacek,2,42,Target-Only,16.39276446982894,13.877323330721449,0.5084544021951676,35,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,42,Matching-Fixed-Filter,25.799478324680983,23.284037185573492,0.8531091281610534,77,7,0.0,0.0,1.0,25,0.25,0.0,1.0,0.0,-0.2,-0.1499999999999999,6
Lunacek,2,42,Matching-Adaptive-Filter,22.230770957965483,19.71532981885799,0.7223544482051684,57,1,0.0,0.0,1.0,93,0.93,0.0,0.099999999999975,0.0,-0.2,-0.1499999999999999,6
Lunacek,2,42,Random-Adaptive-Filter,16.39276446982894,13.877323330721449,0.5084544021951676,35,0,0.0,0.0,1.0,91,0.91,1.0,0.13142857142854328,0.15714285714285714,0.3142857142857143,-0.15000000000000002,6
Lunacek,2,42,Wrong-Adaptive-Filter,16.39276446982894,13.877323330721449,0.5084544021951676,35,0,0.0,0.0,1.0,91,0.91,1.0,0.12571428571425813,0.1285714285714286,0.2571428571428572,0.0,6
Lunacek,2,42,Oracle-Fixed-Filter,16.39276446982894,13.877323330721449,0.5084544021951676,35,0,0.0,0.0,0.0,100,1.0,1.0,1.0,0.1,0.2,0.0,1
Lunacek,2,42,Matching-Soft-Rerank,22.230770957965483,19.71532981885799,0.7223544482051684,57,1,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Lunacek,2,101,Target-Only,12.877684885093343,3.8868045781714127,0.15046605665927196,9,0,0.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,101,Matching-Fixed-Filter,15.68329162148878,6.692411314566849,0.2590767608178831,16,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.1464285714285714,0.14285714285714288,0.14999999999999997,5
Lunacek,2,101,Matching-Adaptive-Filter,12.877684885093343,3.8868045781714127,0.15046605665927196,9,0,0.0,1.0,1.0,91,0.91,1.0,0.12928571428568636,0.1464285714285714,0.14285714285714288,0.14999999999999997,5
Lunacek,2,101,Random-Adaptive-Filter,12.877684885093343,3.8868045781714127,0.15046605665927196,9,0,0.0,1.0,1.0,91,0.91,1.0,0.12928571428568636,0.14642857142857146,0.14285714285714288,0.15000000000000002,5
Lunacek,2,101,Wrong-Adaptive-Filter,12.877684885093343,3.8868045781714127,0.15046605665927196,9,0,0.0,1.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.4285714285714286,-0.15000000000000002,6
Lunacek,2,101,Oracle-Fixed-Filter,12.877684885093343,3.8868045781714127,0.15046605665927196,9,0,0.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Lunacek,2,101,Matching-Soft-Rerank,17.9708164866593,8.979936179737368,0.34763146920360055,26,3,0.0,0.0,0.0,100,1.0,1.0,,,,,5
Lunacek,2,2026,Target-Only,26.520366064431396,19.258151230496097,0.6056140175463066,51,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,2026,Matching-Fixed-Filter,32.28966066677004,25.02744583283474,0.7870419044037784,74,4,0.0,0.0,1.0,25,0.25,0.0,1.0,0.0,-0.14285714285714288,0.0,5
Lunacek,2,2026,Matching-Adaptive-Filter,26.520366064431396,19.258151230496097,0.6056140175463066,51,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.14285714285714288,0.0,5
Lunacek,2,2026,Random-Adaptive-Filter,26.520366064431396,19.258151230496097,0.6056140175463066,51,0,0.0,0.0,1.0,84,0.84,1.0,0.21642857142853478,0.5821428571428572,0.7142857142857143,0.45,5
Lunacek,2,2026,Wrong-Adaptive-Filter,26.520366064431396,19.258151230496097,0.6056140175463066,51,0,0.0,0.0,1.0,92,0.92,1.0,0.1149999999999735,0.07500000000000001,-0.14285714285714288,0.15000000000000002,6
Lunacek,2,2026,Oracle-Fixed-Filter,26.520366064431396,19.258151230496097,0.6056140175463066,51,0,0.0,0.0,0.0,100,1.0,1.0,1.0,0.33571428571428574,0.3714285714285715,0.29999999999999993,1
Lunacek,2,2026,Matching-Soft-Rerank,32.28966066677004,25.02744583283474,0.7870419044037784,74,4,0.0,0.0,0.0,100,1.0,1.0,,,,,5
Lunacek,2,777,Target-Only,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,777,Matching-Fixed-Filter,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,1.0,25,0.25,1.0,1.0,0.0,-0.2571428571428572,-0.15000000000000002,6
Lunacek,2,777,Matching-Adaptive-Filter,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.2571428571428572,-0.15000000000000002,6
Lunacek,2,777,Random-Adaptive-Filter,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,1.0,92,0.92,1.0,0.11499999999997351,0.07500000000000004,-0.08571428571428573,0.15000000000000008,6
Lunacek,2,777,Wrong-Adaptive-Filter,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,1.0,92,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,-1.1102230246251565e-16,6
Lunacek,2,777,Oracle-Fixed-Filter,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,1
Lunacek,2,777,Matching-Soft-Rerank,3.2884168132845915,0.09156542326652062,0.002494300166299302,1,0,1.0,1.0,0.0,100,1.0,1.0,,,,,6
Lunacek,2,999,Target-Only,31.43963321888075,16.15171833091897,0.5898423242500339,41,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,999,Matching-Fixed-Filter,18.366074929743373,3.0781600417815937,0.11241089252915014,1,1,1.0,1.0,1.0,25,0.25,0.0,1.0,0.0,-0.14285714285714288,0.0,5
Lunacek,2,999,Matching-Adaptive-Filter,31.43963321888075,16.15171833091897,0.5898423242500339,41,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.14285714285714288,0.0,5
Lunacek,2,999,Random-Adaptive-Filter,31.43963321888075,16.15171833091897,0.5898423242500339,41,0,0.0,0.0,1.0,92,0.92,1.0,0.1149999999999735,0.07499999999999998,-0.08571428571428573,0.14999999999999997,5
Lunacek,2,999,Wrong-Adaptive-Filter,31.43963321888075,16.15171833091897,0.5898423242500339,41,0,0.0,0.0,1.0,91,0.91,1.0,0.1235714285714012,0.11785714285714283,0.08571428571428573,0.1499999999999999,6
Lunacek,2,999,Oracle-Fixed-Filter,18.366074929743373,3.0781600417815937,0.11241089252915014,1,1,1.0,1.0,1.0,25,0.25,0.0,1.0,0.5142857142857143,0.4285714285714286,0.6000000000000001,1
Lunacek,2,999,Matching-Soft-Rerank,26.72935828439548,11.441443396433701,0.4178284580909779,31,2,0.0,0.0,0.0,100,1.0,1.0,,,,,5
Lunacek,2,1234,Target-Only,11.726332301425886,6.966294058905094,0.2813764456044409,24,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,1234,Matching-Fixed-Filter,15.338225564448518,10.578187321927725,0.4272648734626913,40,1,0.0,0.0,1.0,25,0.25,0.0,1.0,0.7428571428571429,0.8857142857142858,0.6000000000000001,6
Lunacek,2,1234,Matching-Adaptive-Filter,11.726332301425886,6.966294058905094,0.2813764456044409,24,0,0.0,0.0,1.0,82,0.82,1.0,0.24857142857138873,0.7428571428571429,0.8857142857142858,0.6000000000000001,6
Lunacek,2,1234,Random-Adaptive-Filter,11.726332301425886,6.966294058905094,0.2813764456044409,24,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.14285714285714288,-0.15000000000000002,6
Lunacek,2,1234,Wrong-Adaptive-Filter,11.726332301425886,6.966294058905094,0.2813764456044409,24,0,0.0,0.0,1.0,92,0.92,1.0,0.1149999999999735,0.07499999999999998,-0.14285714285714288,0.14999999999999997,6
Lunacek,2,1234,Oracle-Fixed-Filter,11.726332301425886,6.966294058905094,0.2813764456044409,24,0,0.0,0.0,0.0,100,1.0,1.0,1.0,0.0,-0.48571428571428577,-0.15000000000000002,1
Lunacek,2,1234,Matching-Soft-Rerank,10.460681339808847,5.700643097288054,0.2302553809545203,14,2,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Lunacek,2,5678,Target-Only,17.52322538883374,13.306455528856015,0.6067262191091363,55,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,5678,Matching-Fixed-Filter,17.52322538883374,13.306455528856015,0.6067262191091363,55,0,0.0,0.0,1.0,25,0.25,1.0,1.0,0.30714285714285716,0.3142857142857143,0.3,6
Lunacek,2,5678,Matching-Adaptive-Filter,17.52322538883374,13.306455528856015,0.6067262191091363,55,0,0.0,0.0,1.0,88,0.88,1.0,0.16142857142854028,0.30714285714285716,0.3142857142857143,0.3,6
Lunacek,2,5678,Random-Adaptive-Filter,17.52322538883374,13.306455528856015,0.6067262191091363,55,0,0.0,0.0,1.0,87,0.87,1.0,0.18214285714282394,0.41071428571428575,0.3714285714285715,0.45,6
Lunacek,2,5678,Wrong-Adaptive-Filter,17.52322538883374,13.306455528856015,0.6067262191091363,55,0,0.0,0.0,1.0,93,0.93,1.0,0.099999999999975,0.0,-0.6,-0.29999999999999993,6
Lunacek,2,5678,Oracle-Fixed-Filter,17.52322538883374,13.306455528856015,0.6067262191091363,55,0,0.0,0.0,0.0,100,1.0,1.0,1.0,0.0,-0.2,-0.15000000000000002,1
Lunacek,2,5678,Matching-Soft-Rerank,11.121042488588131,6.904272628610405,0.3148098468875751,29,7,0.0,0.0,0.0,100,1.0,1.0,,,,,6
Lunacek,2,8888,Target-Only,21.678042533342943,18.994708893273504,0.5572622688746256,41,0,0.0,0.0,0.0,100,1.0,1.0,0.0,0.0,0.0,0.0,0
Lunacek,2,8888,Matching-Fixed-Filter,16.70192848297645,14.01859484290701,0.41127421391327146,23,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.2892857142857143,0.4285714285714286,0.15000000000000002,6
Lunacek,2,8888,Matching-Adaptive-Filter,21.678042533342943,18.994708893273504,0.5572622688746256,41,0,0.0,0.0,1.0,89,0.89,1.0,0.15785714285711208,0.2892857142857143,0.4285714285714286,0.15000000000000002,6
Lunacek,2,8888,Random-Adaptive-Filter,21.678042533342943,18.994708893273504,0.5572622688746256,41,0,0.0,0.0,1.0,88,0.88,1.0,0.16714285714282545,0.33571428571428574,0.3714285714285715,0.29999999999999993,6
Lunacek,2,8888,Wrong-Adaptive-Filter,21.678042533342943,18.994708893273504,0.5572622688746256,41,0,0.0,0.0,1.0,92,0.92,1.0,0.11428571428568786,0.07142857142857144,0.14285714285714288,0.0,6
Lunacek,2,8888,Oracle-Fixed-Filter,16.70192848297645,14.01859484290701,0.41127421391327146,23,2,0.0,0.0,1.0,25,0.25,0.0,1.0,0.23214285714285712,0.3142857142857143,0.14999999999999997,1
