problem,dim,seed,relation,target_context_size,method,standardized_rmse,ndcg_at_top,spearman,pairwise_accuracy,precision_at_top,normalized_top1_regret,mean_negative_log_likelihood,interval_coverage_95,n_test,effective_mode,gate_accepted,calibration_slope,calibration_raw_slope,cv_target_rmse,cv_transfer_rmse,cv_relative_rmse_gain,context_pairwise_accuracy,gate_rejection_reason,source_fidelity_ndcg,source_fidelity_spearman,source_fidelity_pairwise,n_matching_structures,n_wrong_structures,source_membership_mean,source_membership_min,source_membership_below_0_05,matching_source_data_hash,wrong_source_data_hash,target_context_design_hash,target_test_design_hash,target_test_truth_hash,srmse_delta_vs_target_only,negative_transfer
GMM,2,42,reversed,6,Target-Only,0.6253503565618606,0.9933503906639436,0.8136830510414281,0.8216299019607843,0.8846153846153846,0.0033466673129076345,-2.3077471735063106,1.0,256,target_only,False,0.0,0.0,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.0,False
GMM,2,42,reversed,6,Source-Affine-Only,1.6083840529410622,0.19127641263794518,0.1850151636530098,0.5599264705882353,0.0,1.0449494688928986,-1.2623754031312773,0.90234375,256,calibrated_source_only,False,0.03679148301033582,0.03679148301033582,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.9830336963792017,True
GMM,2,42,reversed,6,Fixed-Source+Residual,1.9612745239269247,0.23360233671614994,0.3709623197528038,0.6394914215686275,0.0,1.0449494688928986,-0.665763730903723,0.73046875,256,fixed,False,0.06407307937654211,0.06407307937654211,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,1.3359241673650641,True
GMM,2,42,reversed,6,Calibrated-Source+Residual,1.239582226463924,0.2601689035723038,0.48726539253833817,0.6902267156862745,0.0,1.0449494688928986,-1.7753043498975223,0.8984375,256,calibrated,False,0.03679148301033582,0.03679148301033582,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.6142318699020635,True
GMM,2,42,reversed,6,Gated-Source+Residual,0.6253503565618606,0.9933503906639436,0.8136830510414281,0.8216299019607843,0.8846153846153846,0.0033466673129076345,-2.3077471735063106,1.0,256,target_only,False,0.03679148301033582,0.03679148301033582,0.055368682590722924,0.060375164841355,-0.09042083026679992,0.8,insufficient_cv_rmse_gain,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.0,False
GMM,2,42,reversed,12,Target-Only,0.32982337847103327,0.996012302036505,0.972763361181048,0.9373468137254902,0.8846153846153846,0.004725345872336989,-3.0449156282080585,0.99609375,256,target_only,False,0.0,0.0,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.0,False
GMM,2,42,reversed,12,Source-Affine-Only,1.1564784050546668,0.19127641263794518,0.1850151636530098,0.5599264705882353,0.0,1.0449494688928986,-1.676574485873505,0.96484375,256,calibrated_source_only,False,0.02139646460992157,0.02139646460992157,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.8266550265836335,True
GMM,2,42,reversed,12,Fixed-Source+Residual,0.7766211357602588,0.7696254577248336,0.7501451991302356,0.8152879901960784,0.8846153846153846,1.3648686759556934,-2.5734531584420144,0.94140625,256,fixed,False,0.05294038176962706,0.05294038176962706,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.44679775728922555,True
GMM,2,42,reversed,12,Calibrated-Source+Residual,0.4587904642058973,0.9947660522560039,0.9168688487067977,0.8982843137254902,0.8846153846153846,0.004725345872336989,-2.998904019640152,0.96484375,256,calibrated,False,0.02139646460992157,0.02139646460992157,,,,,not_applicable,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.12896708573486404,True
GMM,2,42,reversed,12,Gated-Source+Residual,0.32982337847103327,0.996012302036505,0.972763361181048,0.9373468137254902,0.8846153846153846,0.004725345872336989,-3.0449156282080585,0.99609375,256,target_only,False,0.02139646460992157,0.02139646460992157,0.05030119581713571,0.05042605906270171,-0.002482311673462399,0.6212121212121212,insufficient_cv_rmse_gain,0.05562641733121482,-0.779076304646372,0.19947916666666668,3,3,0.9136796673075795,0.7388604544139821,0.0,f53fa3b3177bd7a1794f7ba795b8f30e4adc7626060c6285b6c794a83877bd4e,9bbb6b78bd36c501474723ea267b7b3c91ad8a3b291c615555163ec2722cee41,a3cfde69c8d04c4363210a06c1c143f0f454fe8abda8162be796dbda0cb8e246,6d7b610c4991f6d294eaa880fdbb7136e38a7d84a6679d5347e3da2d626d262f,faa8c680ab8182914b4de235aa3025a2c0448adbbebcd3b6f16df1e8894be422,0.0,False
