problem,dim,seed,n_init,target_only_r2,match_partial_corr,match_delta_r2,rand_partial_corr,rand_delta_r2,wrong_partial_corr,wrong_delta_r2,method,top1_true_y,top1_regret_pool,top1_improvement,top1_hit_top05,top1_hit_top10,rank_of_pool_oracle,top3_mean_regret_pool
Rastrigin,2,777,6,0.004144609952434708,0.39075854802107424,0.152059393062156,0.06410014349375483,0.004091798904857447,0.14905071323571248,0.022124037984259992,Target-Only,26.242625264594587,22.60213458127786,0.0,0.0,0.0,657,27.809231042909136
Rastrigin,2,777,6,0.004144609952434708,0.39075854802107424,0.152059393062156,0.06410014349375483,0.004091798904857447,0.14905071323571248,0.022124037984259992,Source-Region,25.845270856927613,22.204780173610885,0.0,0.0,0.0,253,14.898243121223597
Rastrigin,2,777,6,0.004144609952434708,0.39075854802107424,0.152059393062156,0.06410014349375483,0.004091798904857447,0.14905071323571248,0.022124037984259992,Random-Region,16.80446685891209,13.163976175595362,1.7484411312000177,0.0,1.0,483,17.068807386166135
Rastrigin,2,777,6,0.004144609952434708,0.39075854802107424,0.152059393062156,0.06410014349375483,0.004091798904857447,0.14905071323571248,0.022124037984259992,Wrong-Source,15.096684017835777,11.45619333451905,3.45622397227633,1.0,1.0,443,15.246797838463888
Rastrigin,2,777,6,0.004144609952434708,0.39075854802107424,0.152059393062156,0.06410014349375483,0.004091798904857447,0.14905071323571248,0.022124037984259992,Oracle-Target-Region,26.242625264594587,22.60213458127786,0.0,0.0,0.0,274,11.045884052887587
Rastrigin,2,777,6,0.004144609952434708,0.39075854802107424,0.152059393062156,0.06410014349375483,0.004091798904857447,0.14905071323571248,0.022124037984259992,Hard-Filter,26.242625264594587,22.60213458127786,0.0,0.0,0.0,228,27.566893049542376
Rastrigin,2,999,6,0.10695850586620237,0.2988688829256063,0.07976879636310796,0.038299024204088206,0.0013099268869302128,-0.1399478660513266,0.017490579534025996,Target-Only,17.712549857113533,16.981064336034272,0.0,0.0,0.0,45,21.338690414430914
Rastrigin,2,999,6,0.10695850586620237,0.2988688829256063,0.07976879636310796,0.038299024204088206,0.0013099268869302128,-0.1399478660513266,0.017490579534025996,Source-Region,31.239605179322375,30.508119658243114,0.0,0.0,0.0,6,15.113691379206475
Rastrigin,2,999,6,0.10695850586620237,0.2988688829256063,0.07976879636310796,0.038299024204088206,0.0013099268869302128,-0.1399478660513266,0.017490579534025996,Random-Region,25.82946070987081,25.097975188791548,0.0,0.0,0.0,25,31.039267233547907
Rastrigin,2,999,6,0.10695850586620237,0.2988688829256063,0.07976879636310796,0.038299024204088206,0.0013099268869302128,-0.1399478660513266,0.017490579534025996,Wrong-Source,25.921838412608412,25.19035289152915,0.0,0.0,0.0,238,31.502490441615176
Rastrigin,2,999,6,0.10695850586620237,0.2988688829256063,0.07976879636310796,0.038299024204088206,0.0013099268869302128,-0.1399478660513266,0.017490579534025996,Oracle-Target-Region,17.712549857113533,16.981064336034272,0.0,0.0,0.0,13,14.66511521652684
Rastrigin,2,999,6,0.10695850586620237,0.2988688829256063,0.07976879636310796,0.038299024204088206,0.0013099268869302128,-0.1399478660513266,0.017490579534025996,Hard-Filter,17.712549857113533,16.981064336034272,0.0,0.0,0.0,25,23.465695282448337
Lunacek,2,42,6,0.013598292372705822,0.10781610327698968,0.011466241330915672,-0.04400994376258836,0.001910536955407216,0.13448731287627683,0.017840887222642765,Target-Only,20.94138227243729,18.226530364004542,0.0,0.0,0.0,834,23.75826461096401
Lunacek,2,42,6,0.013598292372705822,0.10781610327698968,0.011466241330915672,-0.04400994376258836,0.001910536955407216,0.13448731287627683,0.017840887222642765,Source-Region,12.845974641504826,10.131122733072079,0.0,0.0,0.0,534,22.645157737118186
Lunacek,2,42,6,0.013598292372705822,0.10781610327698968,0.011466241330915672,-0.04400994376258836,0.001910536955407216,0.13448731287627683,0.017840887222642765,Random-Region,27.028595650940773,24.313743742508024,0.0,0.0,0.0,940,18.36452736005644
Lunacek,2,42,6,0.013598292372705822,0.10781610327698968,0.011466241330915672,-0.04400994376258836,0.001910536955407216,0.13448731287627683,0.017840887222642765,Wrong-Source,39.030157433296935,36.315305524864186,0.0,0.0,0.0,455,31.538765638269915
Lunacek,2,42,6,0.013598292372705822,0.10781610327698968,0.011466241330915672,-0.04400994376258836,0.001910536955407216,0.13448731287627683,0.017840887222642765,Oracle-Target-Region,13.923599584720142,11.208747676287395,0.0,0.0,0.0,558,19.872766717500898
Lunacek,2,42,6,0.013598292372705822,0.10781610327698968,0.011466241330915672,-0.04400994376258836,0.001910536955407216,0.13448731287627683,0.017840887222642765,Hard-Filter,28.72417162175149,26.009319713318742,0.0,0.0,0.0,276,21.059795400653186
Lunacek,2,101,6,0.0008910643550282815,0.09935787710504662,0.00986319116643053,0.023203012555662917,0.0005379000606161588,0.052562061166950634,0.002760308468005901,Target-Only,31.535639481574307,28.963646846022115,0.0,0.0,0.0,851,16.47269132560372
