problem,dim,seed,method,step,best_y
Rastrigin,5,42,Target-Only,4,40.525440614329
Rastrigin,5,42,Target-Only,5,40.525440614329
Rastrigin,5,42,Target-Only,6,40.525440614329
Rastrigin,5,42,Target-Only,7,40.525440614329
Rastrigin,5,42,Target-Only,8,40.525440614329
Rastrigin,5,42,Target-Only,9,40.525440614329
Rastrigin,5,42,Target-Only,10,40.525440614329
Rastrigin,5,42,Source-Region,0,40.525440614329
Rastrigin,5,42,Source-Region,1,40.525440614329
Rastrigin,5,42,Source-Region,2,40.525440614329
Rastrigin,5,42,Source-Region,3,40.525440614329
Rastrigin,5,42,Source-Region,4,40.525440614329
Rastrigin,5,42,Source-Region,5,40.525440614329
Rastrigin,5,42,Source-Region,6,40.525440614329
Rastrigin,5,42,Source-Region,7,40.525440614329
Rastrigin,5,42,Source-Region,8,40.525440614329
Rastrigin,5,42,Source-Region,9,40.525440614329
Rastrigin,5,42,Source-Region,10,40.525440614329
Rastrigin,5,42,Random-Region,0,40.525440614329
Rastrigin,5,42,Random-Region,1,40.525440614329
Rastrigin,5,42,Random-Region,2,40.525440614329
Rastrigin,5,42,Random-Region,3,40.525440614329
Rastrigin,5,42,Random-Region,4,40.525440614329
Rastrigin,5,42,Random-Region,5,40.525440614329
Rastrigin,5,42,Random-Region,6,40.525440614329
Rastrigin,5,42,Random-Region,7,40.525440614329
Rastrigin,5,42,Random-Region,8,27.993217506617782
Rastrigin,5,42,Random-Region,9,27.993217506617782
Rastrigin,5,42,Random-Region,10,27.993217506617782
Rastrigin,5,42,Wrong-Source,0,40.525440614329
Rastrigin,5,42,Wrong-Source,1,40.525440614329
Rastrigin,5,42,Wrong-Source,2,40.525440614329
Rastrigin,5,42,Wrong-Source,3,40.525440614329
Rastrigin,5,42,Wrong-Source,4,40.525440614329
Rastrigin,5,42,Wrong-Source,5,40.525440614329
Rastrigin,5,42,Wrong-Source,6,40.525440614329
Rastrigin,5,42,Wrong-Source,7,40.525440614329
Rastrigin,5,42,Wrong-Source,8,40.525440614329
Rastrigin,5,42,Wrong-Source,9,40.525440614329
Rastrigin,5,42,Wrong-Source,10,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,0,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,1,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,2,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,3,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,4,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,5,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,6,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,7,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,8,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,9,40.525440614329
Rastrigin,5,42,Oracle-Target-Region,10,21.145938112337582
Rastrigin,5,42,Hard-Filter,0,40.525440614329
Rastrigin,5,42,Hard-Filter,1,40.525440614329
Rastrigin,5,42,Hard-Filter,2,40.525440614329
Rastrigin,5,42,Hard-Filter,3,40.525440614329
Rastrigin,5,42,Hard-Filter,4,40.525440614329
Rastrigin,5,42,Hard-Filter,5,40.525440614329
Rastrigin,5,42,Hard-Filter,6,40.525440614329
Rastrigin,5,42,Hard-Filter,7,40.525440614329
Rastrigin,5,42,Hard-Filter,8,40.525440614329
Rastrigin,5,42,Hard-Filter,9,40.525440614329
Rastrigin,5,42,Hard-Filter,10,40.525440614329
Rastrigin,5,101,Target-Only,0,54.510877442007015
Rastrigin,5,101,Target-Only,1,54.510877442007015
Rastrigin,5,101,Target-Only,2,54.510877442007015
Rastrigin,5,101,Target-Only,3,54.510877442007015
Rastrigin,5,101,Target-Only,4,54.510877442007015
Rastrigin,5,101,Target-Only,5,53.95927458543561
Rastrigin,5,101,Target-Only,6,53.95927458543561
Rastrigin,5,101,Target-Only,7,53.95927458543561
Rastrigin,5,101,Target-Only,8,53.95927458543561
Rastrigin,5,101,Target-Only,9,49.892979966305624
Rastrigin,5,101,Target-Only,10,39.07103803414992
Rastrigin,5,101,Source-Region,0,54.510877442007015
Rastrigin,5,101,Source-Region,1,54.510877442007015
Rastrigin,5,101,Source-Region,2,54.510877442007015
Rastrigin,5,101,Source-Region,3,54.510877442007015
Rastrigin,5,101,Source-Region,4,54.510877442007015
Rastrigin,5,101,Source-Region,5,53.95927458543561
Rastrigin,5,101,Source-Region,6,53.95927458543561
Rastrigin,5,101,Source-Region,7,52.61635781213148
Rastrigin,5,101,Source-Region,8,52.61635781213148
Rastrigin,5,101,Source-Region,9,52.61635781213148
Rastrigin,5,101,Source-Region,10,52.61635781213148
Rastrigin,5,101,Random-Region,0,54.510877442007015
Rastrigin,5,101,Random-Region,1,54.510877442007015
Rastrigin,5,101,Random-Region,2,54.510877442007015
Rastrigin,5,101,Random-Region,3,54.510877442007015
Rastrigin,5,101,Random-Region,4,54.510877442007015
Rastrigin,5,101,Random-Region,5,54.510877442007015
Rastrigin,5,101,Random-Region,6,44.02586112148104
Rastrigin,5,101,Random-Region,7,44.02586112148104
Rastrigin,5,101,Random-Region,8,44.02586112148104
Rastrigin,5,101,Random-Region,9,44.02586112148104
Rastrigin,5,101,Random-Region,10,44.02586112148104
Rastrigin,5,101,Wrong-Source,0,54.510877442007015
Rastrigin,5,101,Wrong-Source,1,54.510877442007015
Rastrigin,5,101,Wrong-Source,2,54.510877442007015
Rastrigin,5,101,Wrong-Source,3,54.510877442007015
Rastrigin,5,101,Wrong-Source,4,54.510877442007015
Rastrigin,5,101,Wrong-Source,5,53.95927458543561
Rastrigin,5,101,Wrong-Source,6,53.95927458543561
Rastrigin,5,101,Wrong-Source,7,53.95927458543561
Rastrigin,5,101,Wrong-Source,8,53.95927458543561
Rastrigin,5,101,Wrong-Source,9,49.892979966305624
Rastrigin,5,101,Wrong-Source,10,39.07103803414992
Rastrigin,5,101,Oracle-Target-Region,0,54.510877442007015
Rastrigin,5,101,Oracle-Target-Region,1,54.510877442007015
Rastrigin,5,101,Oracle-Target-Region,2,54.510877442007015
Rastrigin,5,101,Oracle-Target-Region,3,53.27207204611538
Rastrigin,5,101,Oracle-Target-Region,4,53.27207204611538
Rastrigin,5,101,Oracle-Target-Region,5,44.314301299804896
Rastrigin,5,101,Oracle-Target-Region,6,44.314301299804896
Rastrigin,5,101,Oracle-Target-Region,7,44.314301299804896
Rastrigin,5,101,Oracle-Target-Region,8,44.314301299804896
Rastrigin,5,101,Oracle-Target-Region,9,34.54531542678096
Rastrigin,5,101,Oracle-Target-Region,10,34.54531542678096
Rastrigin,5,101,Hard-Filter,0,54.510877442007015
Rastrigin,5,101,Hard-Filter,1,54.510877442007015
Rastrigin,5,101,Hard-Filter,2,54.510877442007015
Rastrigin,5,101,Hard-Filter,3,54.510877442007015
Rastrigin,5,101,Hard-Filter,4,54.510877442007015
Rastrigin,5,101,Hard-Filter,5,53.95927458543561
Rastrigin,5,101,Hard-Filter,6,53.95927458543561
Rastrigin,5,101,Hard-Filter,7,52.61635781213148
Rastrigin,5,101,Hard-Filter,8,52.61635781213148
Rastrigin,5,101,Hard-Filter,9,52.61635781213148
Rastrigin,5,101,Hard-Filter,10,52.61635781213148
Rastrigin,5,2026,Target-Only,0,44.25387121670958
Rastrigin,5,2026,Target-Only,1,44.25387121670958
Rastrigin,5,2026,Target-Only,2,44.25387121670958
Rastrigin,5,2026,Target-Only,3,44.25387121670958
Rastrigin,5,2026,Target-Only,4,44.25387121670958
Rastrigin,5,2026,Target-Only,5,44.25387121670958
Rastrigin,5,2026,Target-Only,6,44.25387121670958
Rastrigin,5,2026,Target-Only,7,44.25387121670958
Rastrigin,5,2026,Target-Only,8,44.25387121670958
Rastrigin,5,2026,Target-Only,9,44.25387121670958
Rastrigin,5,2026,Target-Only,10,44.25387121670958
Rastrigin,5,2026,Source-Region,0,44.25387121670958
Rastrigin,5,2026,Source-Region,1,43.70117733951303
Rastrigin,5,2026,Source-Region,2,43.70117733951303
Rastrigin,5,2026,Source-Region,3,43.70117733951303
Rastrigin,5,2026,Source-Region,4,43.70117733951303
Rastrigin,5,2026,Source-Region,5,40.07100254535378
Rastrigin,5,2026,Source-Region,6,40.07100254535378
Rastrigin,5,2026,Source-Region,7,40.07100254535378
Rastrigin,5,2026,Source-Region,8,40.07100254535378
Rastrigin,5,2026,Source-Region,9,40.07100254535378
Rastrigin,5,2026,Source-Region,10,40.07100254535378
Rastrigin,5,2026,Random-Region,0,44.25387121670958
Rastrigin,5,2026,Random-Region,1,44.25387121670958
Rastrigin,5,2026,Random-Region,2,44.25387121670958
Rastrigin,5,2026,Random-Region,3,44.25387121670958
Rastrigin,5,2026,Random-Region,4,44.25387121670958
Rastrigin,5,2026,Random-Region,5,44.25387121670958
Rastrigin,5,2026,Random-Region,6,44.25387121670958
Rastrigin,5,2026,Random-Region,7,44.25387121670958
Rastrigin,5,2026,Random-Region,8,44.25387121670958
Rastrigin,5,2026,Random-Region,9,44.25387121670958
Rastrigin,5,2026,Random-Region,10,44.25387121670958
Rastrigin,5,2026,Wrong-Source,0,44.25387121670958
Rastrigin,5,2026,Wrong-Source,1,44.25387121670958
Rastrigin,5,2026,Wrong-Source,2,44.25387121670958
Rastrigin,5,2026,Wrong-Source,3,44.25387121670958
Rastrigin,5,2026,Wrong-Source,4,44.25387121670958
Rastrigin,5,2026,Wrong-Source,5,44.25387121670958
Rastrigin,5,2026,Wrong-Source,6,44.25387121670958
Rastrigin,5,2026,Wrong-Source,7,44.25387121670958
Rastrigin,5,2026,Wrong-Source,8,44.25387121670958
Rastrigin,5,2026,Wrong-Source,9,44.25387121670958
Rastrigin,5,2026,Wrong-Source,10,44.25387121670958
Rastrigin,5,2026,Oracle-Target-Region,0,44.25387121670958
Rastrigin,5,2026,Oracle-Target-Region,1,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,2,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,3,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,4,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,5,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,6,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,7,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,8,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,9,32.006438282367185
Rastrigin,5,2026,Oracle-Target-Region,10,32.006438282367185
Rastrigin,5,2026,Hard-Filter,0,44.25387121670958
Rastrigin,5,2026,Hard-Filter,1,44.25387121670958
Rastrigin,5,2026,Hard-Filter,2,44.25387121670958
Rastrigin,5,2026,Hard-Filter,3,44.25387121670958
Rastrigin,5,2026,Hard-Filter,4,44.25387121670958
Rastrigin,5,2026,Hard-Filter,5,44.25387121670958
Rastrigin,5,2026,Hard-Filter,6,44.25387121670958
Rastrigin,5,2026,Hard-Filter,7,44.25387121670958
Rastrigin,5,2026,Hard-Filter,8,44.25387121670958
Rastrigin,5,2026,Hard-Filter,9,44.25387121670958
Rastrigin,5,2026,Hard-Filter,10,44.25387121670958
Lunacek,5,42,Target-Only,0,64.46751195432923
Lunacek,5,42,Target-Only,1,50.32783002010661
Lunacek,5,42,Target-Only,2,50.32783002010661
Lunacek,5,42,Target-Only,3,50.32783002010661
Lunacek,5,42,Target-Only,4,50.32783002010661
Lunacek,5,42,Target-Only,5,50.32783002010661
Lunacek,5,42,Target-Only,6,50.32783002010661
Lunacek,5,42,Target-Only,7,50.32783002010661
Lunacek,5,42,Target-Only,8,50.32783002010661
Lunacek,5,42,Target-Only,9,50.32783002010661
Lunacek,5,42,Target-Only,10,50.32783002010661
Lunacek,5,42,Source-Region,0,64.46751195432923
Lunacek,5,42,Source-Region,1,50.32783002010661
Lunacek,5,42,Source-Region,2,50.32783002010661
Lunacek,5,42,Source-Region,3,50.32783002010661
Lunacek,5,42,Source-Region,4,50.32783002010661
Lunacek,5,42,Source-Region,5,50.32783002010661
Lunacek,5,42,Source-Region,6,50.32783002010661
Lunacek,5,42,Source-Region,7,50.32783002010661
Lunacek,5,42,Source-Region,8,50.32783002010661
Lunacek,5,42,Source-Region,9,50.32783002010661
Lunacek,5,42,Source-Region,10,37.47508123843835
Lunacek,5,42,Random-Region,0,64.46751195432923
Lunacek,5,42,Random-Region,1,50.32783002010661
Lunacek,5,42,Random-Region,2,50.32783002010661
Lunacek,5,42,Random-Region,3,50.32783002010661
Lunacek,5,42,Random-Region,4,50.32783002010661
Lunacek,5,42,Random-Region,5,46.846671280603
Lunacek,5,42,Random-Region,6,46.846671280603
Lunacek,5,42,Random-Region,7,46.846671280603
Lunacek,5,42,Random-Region,8,46.846671280603
Lunacek,5,42,Random-Region,9,46.846671280603
Lunacek,5,42,Random-Region,10,46.846671280603
Lunacek,5,42,Wrong-Source,0,64.46751195432923
Lunacek,5,42,Wrong-Source,1,50.32783002010661
Lunacek,5,42,Wrong-Source,2,50.32783002010661
Lunacek,5,42,Wrong-Source,3,50.32783002010661
Lunacek,5,42,Wrong-Source,4,50.32783002010661
Lunacek,5,42,Wrong-Source,5,50.32783002010661
Lunacek,5,42,Wrong-Source,6,50.32783002010661
Lunacek,5,42,Wrong-Source,7,50.32783002010661
Lunacek,5,42,Wrong-Source,8,50.32783002010661
Lunacek,5,42,Wrong-Source,9,50.32783002010661
Lunacek,5,42,Wrong-Source,10,50.32783002010661
Lunacek,5,42,Oracle-Target-Region,0,64.46751195432923
Lunacek,5,42,Oracle-Target-Region,1,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,2,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,3,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,4,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,5,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,6,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,7,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,8,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,9,46.439012191950084
Lunacek,5,42,Oracle-Target-Region,10,46.439012191950084
Lunacek,5,42,Hard-Filter,0,64.46751195432923
Lunacek,5,42,Hard-Filter,1,51.21892398980869
Lunacek,5,42,Hard-Filter,2,51.21892398980869
Lunacek,5,42,Hard-Filter,3,51.21892398980869
Lunacek,5,42,Hard-Filter,4,51.21892398980869
Lunacek,5,42,Hard-Filter,5,51.21892398980869
Lunacek,5,42,Hard-Filter,6,51.21892398980869
Lunacek,5,42,Hard-Filter,7,42.04084187666085
Lunacek,5,42,Hard-Filter,8,42.04084187666085
Lunacek,5,42,Hard-Filter,9,39.09066611830833
Lunacek,5,42,Hard-Filter,10,39.09066611830833
Lunacek,5,101,Target-Only,0,47.37686606820269
Lunacek,5,101,Target-Only,1,47.37686606820269
Lunacek,5,101,Target-Only,2,47.37686606820269
Lunacek,5,101,Target-Only,3,47.37686606820269
Lunacek,5,101,Target-Only,4,36.23850782942391
Lunacek,5,101,Target-Only,5,36.23850782942391
Lunacek,5,101,Target-Only,6,36.23850782942391
Lunacek,5,101,Target-Only,7,36.23850782942391
Lunacek,5,101,Target-Only,8,36.23850782942391
Lunacek,5,101,Target-Only,9,33.271904542477586
Lunacek,5,101,Target-Only,10,33.271904542477586
Lunacek,5,101,Source-Region,0,47.37686606820269
Lunacek,5,101,Source-Region,1,47.37686606820269
Lunacek,5,101,Source-Region,2,47.37686606820269
Lunacek,5,101,Source-Region,3,47.37686606820269
Lunacek,5,101,Source-Region,4,47.37686606820269
Lunacek,5,101,Source-Region,5,47.37686606820269
Lunacek,5,101,Source-Region,6,47.37686606820269
Lunacek,5,101,Source-Region,7,47.37686606820269
Lunacek,5,101,Source-Region,8,47.37686606820269
Lunacek,5,101,Source-Region,9,47.37686606820269
Lunacek,5,101,Source-Region,10,47.37686606820269
Lunacek,5,101,Random-Region,0,47.37686606820269
Lunacek,5,101,Random-Region,1,47.37686606820269
Lunacek,5,101,Random-Region,2,47.37686606820269
Lunacek,5,101,Random-Region,3,47.37686606820269
Lunacek,5,101,Random-Region,4,36.23850782942391
Lunacek,5,101,Random-Region,5,33.80368622523695
Lunacek,5,101,Random-Region,6,33.80368622523695
Lunacek,5,101,Random-Region,7,33.80368622523695
Lunacek,5,101,Random-Region,8,16.79282073427806
Lunacek,5,101,Random-Region,9,16.79282073427806
Lunacek,5,101,Random-Region,10,16.79282073427806
Lunacek,5,101,Wrong-Source,0,47.37686606820269
Lunacek,5,101,Wrong-Source,1,47.37686606820269
Lunacek,5,101,Wrong-Source,2,47.37686606820269
Lunacek,5,101,Wrong-Source,3,47.37686606820269
Lunacek,5,101,Wrong-Source,4,36.23850782942391
Lunacek,5,101,Wrong-Source,5,36.23850782942391
Lunacek,5,101,Wrong-Source,6,36.23850782942391
Lunacek,5,101,Wrong-Source,7,36.23850782942391
Lunacek,5,101,Wrong-Source,8,36.23850782942391
Lunacek,5,101,Wrong-Source,9,33.271904542477586
Lunacek,5,101,Wrong-Source,10,33.271904542477586
Lunacek,5,101,Oracle-Target-Region,0,47.37686606820269
Lunacek,5,101,Oracle-Target-Region,1,47.37686606820269
Lunacek,5,101,Oracle-Target-Region,2,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,3,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,4,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,5,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,6,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,7,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,8,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,9,41.790030747955626
Lunacek,5,101,Oracle-Target-Region,10,41.790030747955626
Lunacek,5,101,Hard-Filter,0,47.37686606820269
Lunacek,5,101,Hard-Filter,1,47.37686606820269
Lunacek,5,101,Hard-Filter,2,47.37686606820269
Lunacek,5,101,Hard-Filter,3,47.37686606820269
Lunacek,5,101,Hard-Filter,4,36.23850782942391
Lunacek,5,101,Hard-Filter,5,36.23850782942391
Lunacek,5,101,Hard-Filter,6,36.23850782942391
Lunacek,5,101,Hard-Filter,7,36.23850782942391
Lunacek,5,101,Hard-Filter,8,36.23850782942391
Lunacek,5,101,Hard-Filter,9,36.23850782942391
Lunacek,5,101,Hard-Filter,10,36.23850782942391
Lunacek,5,2026,Target-Only,0,31.49953664087294
Lunacek,5,2026,Target-Only,1,31.49953664087294
Lunacek,5,2026,Target-Only,2,31.49953664087294
Lunacek,5,2026,Target-Only,3,31.49953664087294
Lunacek,5,2026,Target-Only,4,31.49953664087294
Lunacek,5,2026,Target-Only,5,31.49953664087294
Lunacek,5,2026,Target-Only,6,31.49953664087294
Lunacek,5,2026,Target-Only,7,31.49953664087294
Lunacek,5,2026,Target-Only,8,31.49953664087294
Lunacek,5,2026,Target-Only,9,31.49953664087294
Lunacek,5,2026,Target-Only,10,31.49953664087294
Lunacek,5,2026,Source-Region,0,31.49953664087294
Lunacek,5,2026,Source-Region,1,31.49953664087294
Lunacek,5,2026,Source-Region,2,31.49953664087294
Lunacek,5,2026,Source-Region,3,31.49953664087294
Lunacek,5,2026,Source-Region,4,31.49953664087294
Lunacek,5,2026,Source-Region,5,31.49953664087294
Lunacek,5,2026,Source-Region,6,31.49953664087294
Lunacek,5,2026,Source-Region,7,31.49953664087294
Lunacek,5,2026,Source-Region,8,31.49953664087294
Lunacek,5,2026,Source-Region,9,31.49953664087294
Lunacek,5,2026,Source-Region,10,31.49953664087294
Lunacek,5,2026,Random-Region,0,31.49953664087294
Lunacek,5,2026,Random-Region,1,31.49953664087294
Lunacek,5,2026,Random-Region,2,31.49953664087294
Lunacek,5,2026,Random-Region,3,26.38777373324136
Lunacek,5,2026,Random-Region,4,26.38777373324136
Lunacek,5,2026,Random-Region,5,26.38777373324136
Lunacek,5,2026,Random-Region,6,26.38777373324136
Lunacek,5,2026,Random-Region,7,26.38777373324136
Lunacek,5,2026,Random-Region,8,26.38777373324136
Lunacek,5,2026,Random-Region,9,26.38777373324136
Lunacek,5,2026,Random-Region,10,26.38777373324136
Lunacek,5,2026,Wrong-Source,0,31.49953664087294
Lunacek,5,2026,Wrong-Source,1,31.49953664087294
Lunacek,5,2026,Wrong-Source,2,31.49953664087294
Lunacek,5,2026,Wrong-Source,3,31.49953664087294
Lunacek,5,2026,Wrong-Source,4,31.49953664087294
Lunacek,5,2026,Wrong-Source,5,31.49953664087294
Lunacek,5,2026,Wrong-Source,6,31.49953664087294
Lunacek,5,2026,Wrong-Source,7,31.49953664087294
Lunacek,5,2026,Wrong-Source,8,31.49953664087294
Lunacek,5,2026,Wrong-Source,9,31.49953664087294
Lunacek,5,2026,Wrong-Source,10,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,0,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,1,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,2,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,3,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,4,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,5,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,6,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,7,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,8,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,9,31.49953664087294
Lunacek,5,2026,Oracle-Target-Region,10,31.49953664087294
Lunacek,5,2026,Hard-Filter,0,31.49953664087294
Lunacek,5,2026,Hard-Filter,1,31.49953664087294
Lunacek,5,2026,Hard-Filter,2,31.49953664087294
Lunacek,5,2026,Hard-Filter,3,31.49953664087294
Lunacek,5,2026,Hard-Filter,4,31.49953664087294
Lunacek,5,2026,Hard-Filter,5,31.49953664087294
Lunacek,5,2026,Hard-Filter,6,31.49953664087294
Lunacek,5,2026,Hard-Filter,7,31.49953664087294
Lunacek,5,2026,Hard-Filter,8,31.49953664087294
Lunacek,5,2026,Hard-Filter,9,31.49953664087294
Lunacek,5,2026,Hard-Filter,10,31.49953664087294
Ackley,5,42,Target-Only,0,6.2479727309226725
Ackley,5,42,Target-Only,1,6.2479727309226725
Ackley,5,42,Target-Only,2,6.2479727309226725
Ackley,5,42,Target-Only,3,6.2479727309226725
Ackley,5,42,Target-Only,4,5.968053097238094
Ackley,5,42,Target-Only,5,4.951664654388789
Ackley,5,42,Target-Only,6,4.951664654388789
Ackley,5,42,Target-Only,7,4.951664654388789
Ackley,5,42,Target-Only,8,4.0547724109732215
Ackley,5,42,Target-Only,9,4.0547724109732215
Ackley,5,42,Target-Only,10,4.0547724109732215
Ackley,5,42,Source-Region,0,6.2479727309226725
Ackley,5,42,Source-Region,1,6.2479727309226725
Ackley,5,42,Source-Region,2,6.2479727309226725
Ackley,5,42,Source-Region,3,6.2479727309226725
Ackley,5,42,Source-Region,4,6.2479727309226725
Ackley,5,42,Source-Region,5,6.2479727309226725
Ackley,5,42,Source-Region,6,5.253095343145105
Ackley,5,42,Source-Region,7,5.207609529986751
Ackley,5,42,Source-Region,8,5.207609529986751
Ackley,5,42,Source-Region,9,4.550060538405166
Ackley,5,42,Source-Region,10,4.550060538405166
Ackley,5,42,Random-Region,0,6.2479727309226725
Ackley,5,42,Random-Region,1,6.2479727309226725
Ackley,5,42,Random-Region,2,6.2479727309226725
Ackley,5,42,Random-Region,3,6.2479727309226725
Ackley,5,42,Random-Region,4,5.968053097238094
Ackley,5,42,Random-Region,5,4.951664654388789
Ackley,5,42,Random-Region,6,4.951664654388789
Ackley,5,42,Random-Region,7,4.951664654388789
Ackley,5,42,Random-Region,8,4.0547724109732215
Ackley,5,42,Random-Region,9,4.0547724109732215
Ackley,5,42,Random-Region,10,4.0547724109732215
Ackley,5,42,Wrong-Source,0,6.2479727309226725
Ackley,5,42,Wrong-Source,1,6.2479727309226725
Ackley,5,42,Wrong-Source,2,6.2479727309226725
Ackley,5,42,Wrong-Source,3,6.2479727309226725
Ackley,5,42,Wrong-Source,4,5.968053097238094
Ackley,5,42,Wrong-Source,5,4.951664654388789
Ackley,5,42,Wrong-Source,6,4.951664654388789
Ackley,5,42,Wrong-Source,7,4.951664654388789
Ackley,5,42,Wrong-Source,8,4.0547724109732215
Ackley,5,42,Wrong-Source,9,4.0547724109732215
Ackley,5,42,Wrong-Source,10,4.0547724109732215
Ackley,5,42,Oracle-Target-Region,0,6.2479727309226725
Ackley,5,42,Oracle-Target-Region,1,6.2479727309226725
Ackley,5,42,Oracle-Target-Region,2,6.202395164530593
Ackley,5,42,Oracle-Target-Region,3,5.426663632862692
Ackley,5,42,Oracle-Target-Region,4,5.426663632862692
Ackley,5,42,Oracle-Target-Region,5,5.426663632862692
Ackley,5,42,Oracle-Target-Region,6,5.426663632862692
Ackley,5,42,Oracle-Target-Region,7,5.207609529986751
Ackley,5,42,Oracle-Target-Region,8,5.207609529986751
Ackley,5,42,Oracle-Target-Region,9,5.207609529986751
Ackley,5,42,Oracle-Target-Region,10,5.207609529986751
Ackley,5,42,Hard-Filter,0,6.2479727309226725
Ackley,5,42,Hard-Filter,1,6.2479727309226725
Ackley,5,42,Hard-Filter,2,6.2479727309226725
Ackley,5,42,Hard-Filter,3,6.2479727309226725
Ackley,5,42,Hard-Filter,4,6.2479727309226725
Ackley,5,42,Hard-Filter,5,6.2479727309226725
Ackley,5,42,Hard-Filter,6,6.2479727309226725
Ackley,5,42,Hard-Filter,7,6.2479727309226725
Ackley,5,42,Hard-Filter,8,6.2479727309226725
Ackley,5,42,Hard-Filter,9,6.2479727309226725
Ackley,5,42,Hard-Filter,10,5.802467830573907
Ackley,5,101,Target-Only,0,8.802745166919763
Ackley,5,101,Target-Only,1,8.802745166919763
Ackley,5,101,Target-Only,2,8.802745166919763
Ackley,5,101,Target-Only,3,8.802745166919763
Ackley,5,101,Target-Only,4,8.802745166919763
Ackley,5,101,Target-Only,5,8.802745166919763
Ackley,5,101,Target-Only,6,8.802745166919763
Ackley,5,101,Target-Only,7,8.802745166919763
Ackley,5,101,Target-Only,8,8.802745166919763
Ackley,5,101,Target-Only,9,8.802745166919763
Ackley,5,101,Target-Only,10,8.802745166919763
Ackley,5,101,Source-Region,0,8.802745166919763
Ackley,5,101,Source-Region,1,8.802745166919763
Ackley,5,101,Source-Region,2,8.802745166919763
Ackley,5,101,Source-Region,3,8.802745166919763
Ackley,5,101,Source-Region,4,8.802745166919763
Ackley,5,101,Source-Region,5,8.802745166919763
Ackley,5,101,Source-Region,6,8.802745166919763
Ackley,5,101,Source-Region,7,8.802745166919763
Ackley,5,101,Source-Region,8,8.541233048023848
Ackley,5,101,Source-Region,9,8.541233048023848
Ackley,5,101,Source-Region,10,7.534781385448548
Ackley,5,101,Random-Region,0,8.802745166919763
Ackley,5,101,Random-Region,1,8.802745166919763
Ackley,5,101,Random-Region,2,8.802745166919763
Ackley,5,101,Random-Region,3,8.802745166919763
Ackley,5,101,Random-Region,4,8.802745166919763
Ackley,5,101,Random-Region,5,8.802745166919763
Ackley,5,101,Random-Region,6,8.802745166919763
Ackley,5,101,Random-Region,7,8.802745166919763
Ackley,5,101,Random-Region,8,8.802745166919763
Ackley,5,101,Random-Region,9,8.802745166919763
Ackley,5,101,Random-Region,10,8.802745166919763
Ackley,5,101,Wrong-Source,0,8.802745166919763
Ackley,5,101,Wrong-Source,1,8.802745166919763
Ackley,5,101,Wrong-Source,2,8.802745166919763
Ackley,5,101,Wrong-Source,3,8.802745166919763
Ackley,5,101,Wrong-Source,4,8.802745166919763
Ackley,5,101,Wrong-Source,5,8.802745166919763
Ackley,5,101,Wrong-Source,6,8.802745166919763
Ackley,5,101,Wrong-Source,7,8.802745166919763
Ackley,5,101,Wrong-Source,8,8.802745166919763
Ackley,5,101,Wrong-Source,9,8.802745166919763
Ackley,5,101,Wrong-Source,10,8.802745166919763
