problem,dim,seed,method,step,best_y
Lunacek,2,101,Wrong-Source,1,4.908392923013633
Lunacek,2,101,Wrong-Source,2,4.908392923013633
Lunacek,2,101,Wrong-Source,3,4.908392923013633
Lunacek,2,101,Wrong-Source,4,4.908392923013633
Lunacek,2,101,Wrong-Source,5,4.908392923013633
Lunacek,2,101,Wrong-Source,6,4.908392923013633
Lunacek,2,101,Wrong-Source,7,4.908392923013633
Lunacek,2,101,Wrong-Source,8,4.908392923013633
Lunacek,2,101,Wrong-Source,9,4.908392923013633
Lunacek,2,101,Wrong-Source,10,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,0,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,1,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,2,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,3,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,4,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,5,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,6,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,7,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,8,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,9,4.908392923013633
Lunacek,2,101,Oracle-Target-Region,10,4.908392923013633
Lunacek,2,101,Hard-Filter,0,4.908392923013633
Lunacek,2,101,Hard-Filter,1,4.908392923013633
Lunacek,2,101,Hard-Filter,2,4.908392923013633
Lunacek,2,101,Hard-Filter,3,4.908392923013633
Lunacek,2,101,Hard-Filter,4,4.908392923013633
Lunacek,2,101,Hard-Filter,5,4.908392923013633
Lunacek,2,101,Hard-Filter,6,4.908392923013633
Lunacek,2,101,Hard-Filter,7,4.908392923013633
Lunacek,2,101,Hard-Filter,8,4.908392923013633
Lunacek,2,101,Hard-Filter,9,4.908392923013633
Lunacek,2,101,Hard-Filter,10,4.908392923013633
Lunacek,2,2026,Target-Only,0,15.641986650404164
Lunacek,2,2026,Target-Only,1,15.641986650404164
Lunacek,2,2026,Target-Only,2,15.641986650404164
Lunacek,2,2026,Target-Only,3,10.852746712551802
Lunacek,2,2026,Target-Only,4,7.009904996557947
Lunacek,2,2026,Target-Only,5,3.351159243907682
Lunacek,2,2026,Target-Only,6,3.351159243907682
Lunacek,2,2026,Target-Only,7,3.351159243907682
Lunacek,2,2026,Target-Only,8,3.351159243907682
Lunacek,2,2026,Target-Only,9,3.351159243907682
Lunacek,2,2026,Target-Only,10,3.351159243907682
Lunacek,2,2026,Source-Region,0,15.641986650404164
Lunacek,2,2026,Source-Region,1,15.641986650404164
Lunacek,2,2026,Source-Region,2,15.641986650404164
Lunacek,2,2026,Source-Region,3,5.515637444956113
Lunacek,2,2026,Source-Region,4,4.611216163522736
Lunacek,2,2026,Source-Region,5,4.611216163522736
Lunacek,2,2026,Source-Region,6,4.611216163522736
Lunacek,2,2026,Source-Region,7,4.611216163522736
Lunacek,2,2026,Source-Region,8,4.611216163522736
Lunacek,2,2026,Source-Region,9,4.611216163522736
Lunacek,2,2026,Source-Region,10,4.611216163522736
Lunacek,2,2026,Random-Region,0,15.641986650404164
Lunacek,2,2026,Random-Region,1,8.568309199921245
Lunacek,2,2026,Random-Region,2,2.5182727782169336
Lunacek,2,2026,Random-Region,3,2.5182727782169336
Lunacek,2,2026,Random-Region,4,2.5182727782169336
Lunacek,2,2026,Random-Region,5,2.5182727782169336
Lunacek,2,2026,Random-Region,6,2.5182727782169336
Lunacek,2,2026,Random-Region,7,2.5182727782169336
Lunacek,2,2026,Random-Region,8,2.5182727782169336
Lunacek,2,2026,Random-Region,9,2.5182727782169336
Lunacek,2,2026,Random-Region,10,2.5182727782169336
Lunacek,2,2026,Wrong-Source,0,15.641986650404164
Lunacek,2,2026,Wrong-Source,1,15.641986650404164
Lunacek,2,2026,Wrong-Source,2,15.641986650404164
Lunacek,2,2026,Wrong-Source,3,10.852746712551802
Lunacek,2,2026,Wrong-Source,4,7.009904996557947
Lunacek,2,2026,Wrong-Source,5,3.351159243907682
Lunacek,2,2026,Wrong-Source,6,3.351159243907682
Lunacek,2,2026,Wrong-Source,7,3.351159243907682
Lunacek,2,2026,Wrong-Source,8,3.351159243907682
Lunacek,2,2026,Wrong-Source,9,3.351159243907682
Lunacek,2,2026,Wrong-Source,10,3.351159243907682
Lunacek,2,2026,Oracle-Target-Region,0,15.641986650404164
Lunacek,2,2026,Oracle-Target-Region,1,15.641986650404164
Lunacek,2,2026,Oracle-Target-Region,2,15.641986650404164
Lunacek,2,2026,Oracle-Target-Region,3,15.641986650404164
Lunacek,2,2026,Oracle-Target-Region,4,0.3601676624578776
Lunacek,2,2026,Oracle-Target-Region,5,0.3601676624578776
Lunacek,2,2026,Oracle-Target-Region,6,0.3601676624578776
Lunacek,2,2026,Oracle-Target-Region,7,0.3601676624578776
Lunacek,2,2026,Oracle-Target-Region,8,0.3601676624578776
Lunacek,2,2026,Oracle-Target-Region,9,0.3601676624578776
Lunacek,2,2026,Oracle-Target-Region,10,0.3601676624578776
Lunacek,2,2026,Hard-Filter,0,15.641986650404164
Lunacek,2,2026,Hard-Filter,1,15.641986650404164
Lunacek,2,2026,Hard-Filter,2,15.641986650404164
Lunacek,2,2026,Hard-Filter,3,15.641986650404164
Lunacek,2,2026,Hard-Filter,4,15.641986650404164
Lunacek,2,2026,Hard-Filter,5,15.641986650404164
Lunacek,2,2026,Hard-Filter,6,9.891368604223118
Lunacek,2,2026,Hard-Filter,7,9.891368604223118
Lunacek,2,2026,Hard-Filter,8,9.891368604223118
Lunacek,2,2026,Hard-Filter,9,9.891368604223118
Lunacek,2,2026,Hard-Filter,10,9.891368604223118
Ackley,2,42,Target-Only,0,5.983087475308746
Ackley,2,42,Target-Only,1,5.983087475308746
Ackley,2,42,Target-Only,2,4.628410419475987
Ackley,2,42,Target-Only,3,3.3832402881429933
Ackley,2,42,Target-Only,4,2.5971770573684734
Ackley,2,42,Target-Only,5,2.5971770573684734
Ackley,2,42,Target-Only,6,2.5971770573684734
Ackley,2,42,Target-Only,7,2.5971770573684734
Ackley,2,42,Target-Only,8,0.7005780927347094
Ackley,2,42,Target-Only,9,0.7005780927347094
Ackley,2,42,Target-Only,10,0.7005780927347094
Ackley,2,42,Source-Region,0,5.983087475308746
Ackley,2,42,Source-Region,1,5.983087475308746
Ackley,2,42,Source-Region,2,5.983087475308746
Ackley,2,42,Source-Region,3,2.052257602792292
Ackley,2,42,Source-Region,4,2.052257602792292
Ackley,2,42,Source-Region,5,1.996381086168388
Ackley,2,42,Source-Region,6,1.996381086168388
Ackley,2,42,Source-Region,7,1.996381086168388
Ackley,2,42,Source-Region,8,0.7005780927347094
Ackley,2,42,Source-Region,9,0.7005780927347094
Ackley,2,42,Source-Region,10,0.6037139042444868
Ackley,2,42,Random-Region,0,5.983087475308746
Ackley,2,42,Random-Region,1,5.983087475308746
Ackley,2,42,Random-Region,2,5.983087475308746
Ackley,2,42,Random-Region,3,3.1951212742068305
Ackley,2,42,Random-Region,4,3.1951212742068305
Ackley,2,42,Random-Region,5,3.1951212742068305
Ackley,2,42,Random-Region,6,3.1951212742068305
Ackley,2,42,Random-Region,7,3.1951212742068305
Ackley,2,42,Random-Region,8,0.7005780927347094
Ackley,2,42,Random-Region,9,0.7005780927347094
Ackley,2,42,Random-Region,10,0.7005780927347094
Ackley,2,42,Wrong-Source,0,5.983087475308746
Ackley,2,42,Wrong-Source,1,5.983087475308746
Ackley,2,42,Wrong-Source,2,4.628410419475987
Ackley,2,42,Wrong-Source,3,3.3832402881429933
Ackley,2,42,Wrong-Source,4,2.5971770573684734
Ackley,2,42,Wrong-Source,5,2.5971770573684734
Ackley,2,42,Wrong-Source,6,2.5971770573684734
Ackley,2,42,Wrong-Source,7,2.5971770573684734
Ackley,2,42,Wrong-Source,8,0.7005780927347094
Ackley,2,42,Wrong-Source,9,0.7005780927347094
Ackley,2,42,Wrong-Source,10,0.7005780927347094
Ackley,2,42,Oracle-Target-Region,0,5.983087475308746
Ackley,2,42,Oracle-Target-Region,1,4.019559342378031
Ackley,2,42,Oracle-Target-Region,2,4.019559342378031
Ackley,2,42,Oracle-Target-Region,3,4.019559342378031
Ackley,2,42,Oracle-Target-Region,4,4.019559342378031
Ackley,2,42,Oracle-Target-Region,5,4.019559342378031
Ackley,2,42,Oracle-Target-Region,6,4.019559342378031
Ackley,2,42,Oracle-Target-Region,7,1.8361820525814
Ackley,2,42,Oracle-Target-Region,8,1.8361820525814
Ackley,2,42,Oracle-Target-Region,9,1.8361820525814
Ackley,2,42,Oracle-Target-Region,10,1.8361820525814
Ackley,2,42,Hard-Filter,0,5.983087475308746
Ackley,2,42,Hard-Filter,1,5.983087475308746
Ackley,2,42,Hard-Filter,2,4.628410419475987
Ackley,2,42,Hard-Filter,3,3.3832402881429933
Ackley,2,42,Hard-Filter,4,2.0729638463296145
Ackley,2,42,Hard-Filter,5,2.0729638463296145
Ackley,2,42,Hard-Filter,6,2.0729638463296145
Ackley,2,42,Hard-Filter,7,2.0158236394745086
Ackley,2,42,Hard-Filter,8,2.0158236394745086
Ackley,2,42,Hard-Filter,9,1.2367131548446655
Ackley,2,42,Hard-Filter,10,1.2367131548446655
Ackley,2,101,Target-Only,0,1.1150843179808985
Ackley,2,101,Target-Only,1,1.1150843179808985
Ackley,2,101,Target-Only,2,1.1150843179808985
Ackley,2,101,Target-Only,3,1.1150843179808985
Ackley,2,101,Target-Only,4,1.1150843179808985
Ackley,2,101,Target-Only,5,1.1150843179808985
Ackley,2,101,Target-Only,6,1.1150843179808985
Ackley,2,101,Target-Only,7,1.1150843179808985
Ackley,2,101,Target-Only,8,1.1150843179808985
Ackley,2,101,Target-Only,9,1.1150843179808985
Ackley,2,101,Target-Only,10,1.1150843179808985
Ackley,2,101,Source-Region,0,1.1150843179808985
Ackley,2,101,Source-Region,1,1.1150843179808985
Ackley,2,101,Source-Region,2,1.1150843179808985
Ackley,2,101,Source-Region,3,1.1150843179808985
Ackley,2,101,Source-Region,4,1.1150843179808985
Ackley,2,101,Source-Region,5,1.1150843179808985
Ackley,2,101,Source-Region,6,1.1150843179808985
Ackley,2,101,Source-Region,7,1.1150843179808985
Ackley,2,101,Source-Region,8,1.1150843179808985
Ackley,2,101,Source-Region,9,1.1150843179808985
Ackley,2,101,Source-Region,10,1.1150843179808985
Ackley,2,101,Random-Region,0,1.1150843179808985
Ackley,2,101,Random-Region,1,1.1150843179808985
Ackley,2,101,Random-Region,2,1.1150843179808985
Ackley,2,101,Random-Region,3,1.1150843179808985
Ackley,2,101,Random-Region,4,1.1150843179808985
Ackley,2,101,Random-Region,5,1.1150843179808985
Ackley,2,101,Random-Region,6,1.1150843179808985
Ackley,2,101,Random-Region,7,1.1150843179808985
Ackley,2,101,Random-Region,8,0.9842770750752732
Ackley,2,101,Random-Region,9,0.9842770750752732
Ackley,2,101,Random-Region,10,0.9842770750752732
Ackley,2,101,Wrong-Source,0,1.1150843179808985
Ackley,2,101,Wrong-Source,1,1.1150843179808985
Ackley,2,101,Wrong-Source,2,1.1150843179808985
Ackley,2,101,Wrong-Source,3,1.1150843179808985
Ackley,2,101,Wrong-Source,4,1.1150843179808985
Ackley,2,101,Wrong-Source,5,1.1150843179808985
Ackley,2,101,Wrong-Source,6,1.1150843179808985
Ackley,2,101,Wrong-Source,7,1.1150843179808985
Ackley,2,101,Wrong-Source,8,1.1150843179808985
Ackley,2,101,Wrong-Source,9,1.1150843179808985
Ackley,2,101,Wrong-Source,10,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,0,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,1,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,2,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,3,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,4,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,5,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,6,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,7,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,8,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,9,1.1150843179808985
Ackley,2,101,Oracle-Target-Region,10,1.1150843179808985
Ackley,2,101,Hard-Filter,0,1.1150843179808985
Ackley,2,101,Hard-Filter,1,1.1150843179808985
Ackley,2,101,Hard-Filter,2,1.1150843179808985
Ackley,2,101,Hard-Filter,3,1.1150843179808985
Ackley,2,101,Hard-Filter,4,1.1150843179808985
Ackley,2,101,Hard-Filter,5,1.1150843179808985
Ackley,2,101,Hard-Filter,6,1.1150843179808985
Ackley,2,101,Hard-Filter,7,1.1150843179808985
Ackley,2,101,Hard-Filter,8,1.1150843179808985
Ackley,2,101,Hard-Filter,9,1.1150843179808985
Ackley,2,101,Hard-Filter,10,1.1150843179808985
Ackley,2,2026,Target-Only,0,4.230320088761388
Ackley,2,2026,Target-Only,1,4.230320088761388
Ackley,2,2026,Target-Only,2,4.0939201044767195
Ackley,2,2026,Target-Only,3,4.0939201044767195
Ackley,2,2026,Target-Only,4,1.6532991004749928
Ackley,2,2026,Target-Only,5,1.6532991004749928
Ackley,2,2026,Target-Only,6,1.6532991004749928
Ackley,2,2026,Target-Only,7,1.6532991004749928
Ackley,2,2026,Target-Only,8,0.28084208535670685
Ackley,2,2026,Target-Only,9,0.28084208535670685
Ackley,2,2026,Target-Only,10,0.28084208535670685
Ackley,2,2026,Source-Region,0,4.230320088761388
Ackley,2,2026,Source-Region,1,4.230320088761388
Ackley,2,2026,Source-Region,2,4.149312993555778
Ackley,2,2026,Source-Region,3,1.8958981215067152
Ackley,2,2026,Source-Region,4,1.8958981215067152
Ackley,2,2026,Source-Region,5,1.8958981215067152
Ackley,2,2026,Source-Region,6,1.8958981215067152
Ackley,2,2026,Source-Region,7,1.8958981215067152
Ackley,2,2026,Source-Region,8,1.3533398951311928
Ackley,2,2026,Source-Region,9,1.3533398951311928
Ackley,2,2026,Source-Region,10,1.3533398951311928
Ackley,2,2026,Random-Region,0,4.230320088761388
Ackley,2,2026,Random-Region,1,4.230320088761388
Ackley,2,2026,Random-Region,2,4.230320088761388
Ackley,2,2026,Random-Region,3,4.230320088761388
Ackley,2,2026,Random-Region,4,4.230320088761388
Ackley,2,2026,Random-Region,5,3.0998023936856964
Ackley,2,2026,Random-Region,6,0.9107626653124226
Ackley,2,2026,Random-Region,7,0.6709352416575354
Ackley,2,2026,Random-Region,8,0.6709352416575354
Ackley,2,2026,Random-Region,9,0.6709352416575354
Ackley,2,2026,Random-Region,10,0.6709352416575354
Ackley,2,2026,Wrong-Source,0,4.230320088761388
Ackley,2,2026,Wrong-Source,1,4.230320088761388
Ackley,2,2026,Wrong-Source,2,4.0939201044767195
Ackley,2,2026,Wrong-Source,3,4.0939201044767195
Ackley,2,2026,Wrong-Source,4,1.6532991004749928
Ackley,2,2026,Wrong-Source,5,1.6532991004749928
Ackley,2,2026,Wrong-Source,6,1.6532991004749928
Ackley,2,2026,Wrong-Source,7,1.6532991004749928
Ackley,2,2026,Wrong-Source,8,0.28084208535670685
Ackley,2,2026,Wrong-Source,9,0.28084208535670685
Ackley,2,2026,Wrong-Source,10,0.28084208535670685
Ackley,2,2026,Oracle-Target-Region,0,4.230320088761388
Ackley,2,2026,Oracle-Target-Region,1,4.230320088761388
Ackley,2,2026,Oracle-Target-Region,2,2.8922469824350547
Ackley,2,2026,Oracle-Target-Region,3,2.8922469824350547
Ackley,2,2026,Oracle-Target-Region,4,2.8922469824350547
Ackley,2,2026,Oracle-Target-Region,5,2.2114333145735086
Ackley,2,2026,Oracle-Target-Region,6,2.2114333145735086
Ackley,2,2026,Oracle-Target-Region,7,2.2114333145735086
Ackley,2,2026,Oracle-Target-Region,8,2.2114333145735086
Ackley,2,2026,Oracle-Target-Region,9,2.2114333145735086
Ackley,2,2026,Oracle-Target-Region,10,1.563441337093288
Ackley,2,2026,Hard-Filter,0,4.230320088761388
Ackley,2,2026,Hard-Filter,1,4.230320088761388
Ackley,2,2026,Hard-Filter,2,4.0939201044767195
Ackley,2,2026,Hard-Filter,3,4.0939201044767195
Ackley,2,2026,Hard-Filter,4,1.6532991004749928
Ackley,2,2026,Hard-Filter,5,1.6532991004749928
Ackley,2,2026,Hard-Filter,6,1.6532991004749928
Ackley,2,2026,Hard-Filter,7,1.6532991004749928
Ackley,2,2026,Hard-Filter,8,1.6532991004749928
Ackley,2,2026,Hard-Filter,9,1.6532991004749928
Ackley,2,2026,Hard-Filter,10,1.6532991004749928
GMM,5,42,Target-Only,0,-0.0002819665480578318
GMM,5,42,Target-Only,1,-0.0002819665480578318
GMM,5,42,Target-Only,2,-0.0002819665480578318
GMM,5,42,Target-Only,3,-0.0002819665480578318
GMM,5,42,Target-Only,4,-0.0008518874839064454
GMM,5,42,Target-Only,5,-0.0008518874839064454
GMM,5,42,Target-Only,6,-0.0008518874839064454
GMM,5,42,Target-Only,7,-0.0008518874839064454
GMM,5,42,Target-Only,8,-0.0008518874839064454
GMM,5,42,Target-Only,9,-0.0008518874839064454
GMM,5,42,Target-Only,10,-0.033104807469468936
GMM,5,42,Source-Region,0,-0.0002819665480578318
GMM,5,42,Source-Region,1,-0.10541370897533246
GMM,5,42,Source-Region,2,-0.10541370897533246
GMM,5,42,Source-Region,3,-0.10541370897533246
GMM,5,42,Source-Region,4,-0.10541370897533246
GMM,5,42,Source-Region,5,-0.10541370897533246
GMM,5,42,Source-Region,6,-0.10541370897533246
GMM,5,42,Source-Region,7,-0.10541370897533246
GMM,5,42,Source-Region,8,-0.10541370897533246
GMM,5,42,Source-Region,9,-0.2544325983256883
GMM,5,42,Source-Region,10,-0.2544325983256883
GMM,5,42,Random-Region,0,-0.0002819665480578318
GMM,5,42,Random-Region,1,-0.0002819665480578318
GMM,5,42,Random-Region,2,-0.0002819665480578318
GMM,5,42,Random-Region,3,-0.0002819665480578318
GMM,5,42,Random-Region,4,-0.0002819665480578318
GMM,5,42,Random-Region,5,-0.0002819665480578318
GMM,5,42,Random-Region,6,-0.0002819665480578318
GMM,5,42,Random-Region,7,-0.0002819665480578318
GMM,5,42,Random-Region,8,-0.0002819665480578318
GMM,5,42,Random-Region,9,-0.0002819665480578318
GMM,5,42,Random-Region,10,-0.0002819665480578318
GMM,5,42,Wrong-Source,0,-0.0002819665480578318
GMM,5,42,Wrong-Source,1,-0.0002819665480578318
GMM,5,42,Wrong-Source,2,-0.0002819665480578318
GMM,5,42,Wrong-Source,3,-0.0002819665480578318
GMM,5,42,Wrong-Source,4,-0.0008518874839064454
GMM,5,42,Wrong-Source,5,-0.0008518874839064454
GMM,5,42,Wrong-Source,6,-0.0008518874839064454
GMM,5,42,Wrong-Source,7,-0.0008518874839064454
GMM,5,42,Wrong-Source,8,-0.0008518874839064454
GMM,5,42,Wrong-Source,9,-0.0008518874839064454
GMM,5,42,Wrong-Source,10,-0.033104807469468936
GMM,5,42,Oracle-Target-Region,0,-0.0002819665480578318
GMM,5,42,Oracle-Target-Region,1,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,2,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,3,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,4,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,5,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,6,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,7,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,8,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,9,-0.04873554537713492
GMM,5,42,Oracle-Target-Region,10,-0.04873554537713492
GMM,5,42,Hard-Filter,0,-0.0002819665480578318
GMM,5,42,Hard-Filter,1,-0.0002819665480578318
GMM,5,42,Hard-Filter,2,-0.0002819665480578318
GMM,5,42,Hard-Filter,3,-0.000500160695296116
GMM,5,42,Hard-Filter,4,-0.0008518874839064454
GMM,5,42,Hard-Filter,5,-0.0008518874839064454
GMM,5,42,Hard-Filter,6,-0.0008518874839064454
GMM,5,42,Hard-Filter,7,-0.0021368417590238373
GMM,5,42,Hard-Filter,8,-0.0021368417590238373
GMM,5,42,Hard-Filter,9,-0.0021368417590238373
GMM,5,42,Hard-Filter,10,-0.033104807469468936
GMM,5,101,Target-Only,0,-0.013270621140863552
GMM,5,101,Target-Only,1,-0.013270621140863552
GMM,5,101,Target-Only,2,-0.013270621140863552
GMM,5,101,Target-Only,3,-0.013270621140863552
GMM,5,101,Target-Only,4,-0.013270621140863552
GMM,5,101,Target-Only,5,-0.013270621140863552
GMM,5,101,Target-Only,6,-0.013270621140863552
GMM,5,101,Target-Only,7,-0.013270621140863552
GMM,5,101,Target-Only,8,-0.013270621140863552
GMM,5,101,Target-Only,9,-0.013270621140863552
GMM,5,101,Target-Only,10,-0.013270621140863552
GMM,5,101,Source-Region,0,-0.013270621140863552
GMM,5,101,Source-Region,1,-0.013270621140863552
GMM,5,101,Source-Region,2,-0.013270621140863552
GMM,5,101,Source-Region,3,-0.013270621140863552
GMM,5,101,Source-Region,4,-0.013270621140863552
GMM,5,101,Source-Region,5,-0.4612642344708448
GMM,5,101,Source-Region,6,-0.4612642344708448
GMM,5,101,Source-Region,7,-0.4612642344708448
GMM,5,101,Source-Region,8,-0.4612642344708448
GMM,5,101,Source-Region,9,-0.4612642344708448
GMM,5,101,Source-Region,10,-0.4612642344708448
GMM,5,101,Random-Region,0,-0.013270621140863552
GMM,5,101,Random-Region,1,-0.013270621140863552
GMM,5,101,Random-Region,2,-0.013270621140863552
GMM,5,101,Random-Region,3,-0.013270621140863552
GMM,5,101,Random-Region,4,-0.013270621140863552
GMM,5,101,Random-Region,5,-0.013270621140863552
GMM,5,101,Random-Region,6,-0.013270621140863552
GMM,5,101,Random-Region,7,-0.013270621140863552
GMM,5,101,Random-Region,8,-0.013270621140863552
GMM,5,101,Random-Region,9,-0.013270621140863552
GMM,5,101,Random-Region,10,-0.013270621140863552
GMM,5,101,Wrong-Source,0,-0.013270621140863552
GMM,5,101,Wrong-Source,1,-0.013270621140863552
GMM,5,101,Wrong-Source,2,-0.013270621140863552
GMM,5,101,Wrong-Source,3,-0.013270621140863552
GMM,5,101,Wrong-Source,4,-0.013270621140863552
GMM,5,101,Wrong-Source,5,-0.013270621140863552
GMM,5,101,Wrong-Source,6,-0.013270621140863552
GMM,5,101,Wrong-Source,7,-0.013270621140863552
GMM,5,101,Wrong-Source,8,-0.013270621140863552
GMM,5,101,Wrong-Source,9,-0.013270621140863552
GMM,5,101,Wrong-Source,10,-0.013270621140863552
GMM,5,101,Oracle-Target-Region,0,-0.013270621140863552
GMM,5,101,Oracle-Target-Region,1,-0.038354466597730265
GMM,5,101,Oracle-Target-Region,2,-0.038354466597730265
GMM,5,101,Oracle-Target-Region,3,-0.10680342675213698
GMM,5,101,Oracle-Target-Region,4,-0.10680342675213698
GMM,5,101,Oracle-Target-Region,5,-0.10680342675213698
GMM,5,101,Oracle-Target-Region,6,-0.10680342675213698
GMM,5,101,Oracle-Target-Region,7,-0.20041648210540355
GMM,5,101,Oracle-Target-Region,8,-0.20041648210540355
GMM,5,101,Oracle-Target-Region,9,-0.20041648210540355
GMM,5,101,Oracle-Target-Region,10,-0.20041648210540355
GMM,5,101,Hard-Filter,0,-0.013270621140863552
GMM,5,101,Hard-Filter,1,-0.013270621140863552
GMM,5,101,Hard-Filter,2,-0.013270621140863552
GMM,5,101,Hard-Filter,3,-0.022418905433143812
GMM,5,101,Hard-Filter,4,-0.022418905433143812
GMM,5,101,Hard-Filter,5,-0.022418905433143812
GMM,5,101,Hard-Filter,6,-0.022418905433143812
GMM,5,101,Hard-Filter,7,-0.03265973431100783
GMM,5,101,Hard-Filter,8,-0.03265973431100783
GMM,5,101,Hard-Filter,9,-0.03265973431100783
GMM,5,101,Hard-Filter,10,-0.03265973431100783
GMM,5,2026,Target-Only,0,-0.0023525589202552906
GMM,5,2026,Target-Only,1,-0.0023525589202552906
GMM,5,2026,Target-Only,2,-0.0023525589202552906
GMM,5,2026,Target-Only,3,-0.0023525589202552906
GMM,5,2026,Target-Only,4,-0.0023525589202552906
GMM,5,2026,Target-Only,5,-0.0023525589202552906
GMM,5,2026,Target-Only,6,-0.1330399214278495
GMM,5,2026,Target-Only,7,-0.1330399214278495
GMM,5,2026,Target-Only,8,-0.1330399214278495
GMM,5,2026,Target-Only,9,-0.1330399214278495
GMM,5,2026,Target-Only,10,-0.1330399214278495
GMM,5,2026,Source-Region,0,-0.0023525589202552906
GMM,5,2026,Source-Region,1,-0.0023525589202552906
GMM,5,2026,Source-Region,2,-0.0023525589202552906
GMM,5,2026,Source-Region,3,-0.0023525589202552906
GMM,5,2026,Source-Region,4,-0.0023525589202552906
GMM,5,2026,Source-Region,5,-0.0023525589202552906
GMM,5,2026,Source-Region,6,-0.1330399214278495
GMM,5,2026,Source-Region,7,-0.1330399214278495
GMM,5,2026,Source-Region,8,-0.1330399214278495
GMM,5,2026,Source-Region,9,-0.1330399214278495
GMM,5,2026,Source-Region,10,-0.1330399214278495
GMM,5,2026,Random-Region,0,-0.0023525589202552906
GMM,5,2026,Random-Region,1,-0.0023525589202552906
GMM,5,2026,Random-Region,2,-0.0023525589202552906
GMM,5,2026,Random-Region,3,-0.0023525589202552906
GMM,5,2026,Random-Region,4,-0.0023525589202552906
GMM,5,2026,Random-Region,5,-0.0023525589202552906
GMM,5,2026,Random-Region,6,-0.1330399214278495
GMM,5,2026,Random-Region,7,-0.1330399214278495
GMM,5,2026,Random-Region,8,-0.1330399214278495
GMM,5,2026,Random-Region,9,-0.1330399214278495
GMM,5,2026,Random-Region,10,-0.1330399214278495
GMM,5,2026,Wrong-Source,0,-0.0023525589202552906
GMM,5,2026,Wrong-Source,1,-0.0023525589202552906
GMM,5,2026,Wrong-Source,2,-0.0023525589202552906
GMM,5,2026,Wrong-Source,3,-0.0023525589202552906
GMM,5,2026,Wrong-Source,4,-0.0023525589202552906
GMM,5,2026,Wrong-Source,5,-0.0023525589202552906
GMM,5,2026,Wrong-Source,6,-0.1330399214278495
GMM,5,2026,Wrong-Source,7,-0.1330399214278495
GMM,5,2026,Wrong-Source,8,-0.1330399214278495
GMM,5,2026,Wrong-Source,9,-0.1330399214278495
GMM,5,2026,Wrong-Source,10,-0.1330399214278495
GMM,5,2026,Oracle-Target-Region,0,-0.0023525589202552906
GMM,5,2026,Oracle-Target-Region,1,-0.0122612502198946
GMM,5,2026,Oracle-Target-Region,2,-0.0122612502198946
GMM,5,2026,Oracle-Target-Region,3,-0.0122612502198946
GMM,5,2026,Oracle-Target-Region,4,-0.0122612502198946
GMM,5,2026,Oracle-Target-Region,5,-0.06328215619250545
GMM,5,2026,Oracle-Target-Region,6,-0.06328215619250545
GMM,5,2026,Oracle-Target-Region,7,-0.06328215619250545
GMM,5,2026,Oracle-Target-Region,8,-0.06328215619250545
GMM,5,2026,Oracle-Target-Region,9,-0.07634305347300188
GMM,5,2026,Oracle-Target-Region,10,-0.07634305347300188
GMM,5,2026,Hard-Filter,0,-0.0023525589202552906
GMM,5,2026,Hard-Filter,1,-0.0023525589202552906
GMM,5,2026,Hard-Filter,2,-0.0023525589202552906
GMM,5,2026,Hard-Filter,3,-0.0023525589202552906
GMM,5,2026,Hard-Filter,4,-0.0023525589202552906
GMM,5,2026,Hard-Filter,5,-0.0023525589202552906
GMM,5,2026,Hard-Filter,6,-0.1330399214278495
GMM,5,2026,Hard-Filter,7,-0.1330399214278495
GMM,5,2026,Hard-Filter,8,-0.1330399214278495
GMM,5,2026,Hard-Filter,9,-0.1330399214278495
GMM,5,2026,Hard-Filter,10,-0.1330399214278495
Rastrigin,5,42,Target-Only,0,40.525440614329
Rastrigin,5,42,Target-Only,1,40.525440614329
Rastrigin,5,42,Target-Only,2,40.525440614329
Rastrigin,5,42,Target-Only,3,40.525440614329
