seed,relation,method,standardized_rmse,ndcg_at_top,spearman,pairwise_accuracy,precision_at_top,normalized_top1_regret,mean_negative_log_likelihood,interval_coverage_95,n_test,oracle_order_agreement,fitted_expert_order_agreement,gate_accepted,gate_cv_gain,gate_context_pairwise,effective_mode,srmse_delta_vs_target_only,negative_transfer
131,output_affine,Gated-Transfer,0.33896901724884015,0.9932443795816143,0.9844672951069818,0.945985639686684,0.8974358974358975,0.030058467279261408,2.369825097331926,0.6536458333333334,384,1.0,0.9859926835570424,True,0.5892770787786311,0.9642857142857143,calibrated,-0.3523743147923459,False
131,scale_0.7,Target-Only,0.6722641104037012,0.9120967339507884,0.7967547302566885,0.7941552436901653,0.5128205128205128,0.16892884894238455,-0.7292919115022561,0.7447916666666666,384,0.9318429068755439,0.9265227856880585,False,,,target_only,0.0,False
131,scale_0.7,Fixed-Transfer,0.35782997100201785,0.9934216748014331,0.9529951934488488,0.905542863359443,0.8974358974358975,0.02078498240509223,1.6881480111052578,0.4322916666666667,384,0.9318429068755439,0.9265227856880585,False,,,fixed,-0.3144341394016833,False
131,scale_0.7,Calibrated-Transfer,0.38474797824635487,0.9848204245126587,0.9490410209894544,0.9003073324630113,0.8205128205128205,0.02078498240509223,1.5057300253987957,0.4036458333333333,384,0.9318429068755439,0.9265227856880585,False,,,calibrated,-0.2875161321573463,False
131,scale_0.7,Gated-Transfer,0.38474797824635487,0.9848204245126587,0.9490410209894544,0.9003073324630113,0.8205128205128205,0.02078498240509223,1.5057300253987957,0.4036458333333333,384,0.9318429068755439,0.9265227856880585,True,0.5905695242552222,0.9642857142857143,calibrated,-0.2875161321573463,False
131,scale_1.5,Target-Only,0.6375681360207061,0.9087860843079133,0.859969143128412,0.8307223672758921,0.5384615384615384,0.10646159532979663,0.4116063666626107,0.890625,384,0.9465839860748477,0.9422300191750642,False,,,target_only,0.0,False
131,scale_1.5,Fixed-Transfer,0.3522191371541775,0.9418387779045327,0.9613295157844766,0.9155787641427328,0.6923076923076923,0.0829879954956608,4.906528755892938,0.4791666666666667,384,0.9465839860748477,0.9422300191750642,False,,,fixed,-0.28534899886652854,False
131,scale_1.5,Calibrated-Transfer,0.3530621150862744,0.9491945798867778,0.9637745413855074,0.9178361618798956,0.717948717948718,0.0829879954956608,3.233673688984698,0.5260416666666666,384,0.9465839860748477,0.9422300191750642,False,,,calibrated,-0.28450602093443167,False
131,scale_1.5,Gated-Transfer,0.3530621150862744,0.9491945798867778,0.9637745413855074,0.9178361618798956,0.717948717948718,0.0829879954956608,3.233673688984698,0.5260416666666666,384,0.9465839860748477,0.9422300191750642,True,0.7640303611182646,0.9285714285714286,calibrated,-0.28450602093443167,False
131,rotate_45,Target-Only,0.6918915317117613,0.8517360213666825,0.8039647689125495,0.8025592906875544,0.38461538461538464,0.2157343041011703,0.45348142371758104,0.7317708333333334,384,0.7801348999129678,0.7803027212272041,False,,,target_only,0.0,False
131,rotate_45,Fixed-Transfer,0.5122853421359123,0.9221714886327487,0.8806127293072463,0.8506309834638817,0.5897435897435898,0.05482402705549586,-0.2803475937837758,0.8177083333333334,384,0.7801348999129678,0.7803027212272041,False,,,fixed,-0.17960618957584906,False
131,rotate_45,Calibrated-Transfer,0.6107191278167731,0.9603374596821361,0.8795257451425859,0.851528503046127,0.6153846153846154,0.05482402705549586,0.23256133803239706,0.734375,384,0.7801348999129678,0.7803027212272041,False,,,calibrated,-0.08117240389498825,False
131,rotate_45,Gated-Transfer,0.6107191278167731,0.9603374596821361,0.8795257451425859,0.851528503046127,0.6153846153846154,0.05482402705549586,0.23256133803239706,0.734375,384,0.7801348999129678,0.7803027212272041,True,0.06194529485713406,0.6785714285714286,calibrated,-0.08117240389498825,False
131,anisotropy_swap,Target-Only,0.7255109987812158,0.8642216636676096,0.7598987826794615,0.7717580504786771,0.3333333333333333,0.15545131250140556,0.2400939060462622,0.671875,384,0.7221360966057441,0.7216351842030109,False,,,target_only,0.0,False
131,anisotropy_swap,Fixed-Transfer,0.47428992042248336,0.9571973864598264,0.9402425740056288,0.8917129025239339,0.7692307692307693,0.15545131250140556,-0.7774698250504345,0.9427083333333334,384,0.7221360966057441,0.7216351842030109,False,,,fixed,-0.2512210783587325,False
131,anisotropy_swap,Calibrated-Transfer,0.6712257304586516,0.8801020176810174,0.8262342748635177,0.8051838555265448,0.38461538461538464,0.15545131250140556,-0.006418551875868268,0.7239583333333334,384,0.7221360966057441,0.7216351842030109,False,,,calibrated,-0.054285268322564195,False
131,anisotropy_swap,Gated-Transfer,0.6712257304586516,0.8801020176810174,0.8262342748635177,0.8051838555265448,0.38461538461538464,0.15545131250140556,-0.006418551875868268,0.7239583333333334,384,0.7221360966057441,0.7216351842030109,True,0.062384331242172665,0.5714285714285714,calibrated,-0.054285268322564195,False
131,roughness,Target-Only,0.9728082114938671,0.6232380682117928,0.39456889389983385,0.6285084856396866,0.10256410256410256,0.4312738319189509,2.9031582811069505,0.5651041666666666,384,0.7942232375979112,0.7932220907619708,False,,,target_only,0.0,False
131,roughness,Fixed-Transfer,0.8251489018115701,0.6964945529863676,0.6717668102132853,0.7344157963446475,0.1282051282051282,0.34026967321237733,5.078089557882331,0.515625,384,0.7942232375979112,0.7932220907619708,False,,,fixed,-0.147659309682297,False
131,roughness,Calibrated-Transfer,0.836325943261055,0.6616717554295081,0.6302134549523584,0.714901544821584,0.1282051282051282,0.3987765329700204,5.734268412261482,0.484375,384,0.7942232375979112,0.7932220907619708,False,,,calibrated,-0.13648226823281207,False
131,roughness,Gated-Transfer,0.9728082114938671,0.6232380682117928,0.39456889389983385,0.6285084856396866,0.10256410256410256,0.4312738319189509,2.9031582811069505,0.5651041666666666,384,0.7942232375979112,0.7932220907619708,False,-0.7115488228746053,0.75,target_only,0.0,False
131,reversal,Target-Only,0.6913433320411859,0.8662295816825704,0.8230871282764234,0.812187228024369,0.3333333333333333,0.33290257393411327,-0.13537970177153733,0.8177083333333334,384,0.0,0.014007316442957584,False,,,target_only,0.0,False
131,reversal,Fixed-Transfer,1.2431925283703855,0.667974026899549,-0.0013010325183954426,0.4978105961705831,0.15384615384615385,0.7654093001615209,0.43120067109820054,0.8255208333333334,384,0.0,0.014007316442957584,False,,,fixed,0.5518491963291996,True
