dimension,panel,seed,relation,control,relation_or_control,condition,shell,method,n_rows,pairwise_accuracy,ndcg_at_top,normalized_top1_regret,standardized_rmse,spearman,precision_at_top,mean_negative_log_likelihood,interval_coverage_95
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,rank,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.153119726739534,0.6798377128731001,0.8461538461538461,-0.9964462343893477,0.8984375
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,target_only,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.153119726884128,0.6798377128731001,0.8461538461538461,-0.9964462341607294,0.8984375
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,value,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.1531197267697413,0.6798377128731001,0.8461538461538461,-0.9964462343220084,0.8984375
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,dual,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792453,0.5879761032777879,0.8461538461538461,0.0625242173243418,0.71875
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,geometry,1,0.6820866141732284,0.6999377743789894,0.2837389662847326,0.89861488834842,0.5074620032960996,0.0769230769230769,4.019822518930635,0.1171875
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,rank,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651906211,0.5879761032777879,0.8461538461538461,0.0625242173452228,0.71875
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,target_only,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792453,0.5879761032777879,0.8461538461538461,0.0625242173243418,0.71875
2,test,71,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,value,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651855076,0.5879761032777879,0.8461538461538461,0.0625242173717629,0.71875
2,test,71,identity,none,identity,identity,0.35,dual,1,0.8725393700787402,0.9404143140634342,0.0026026870792556,0.2149167264893569,0.8938610144662149,0.5384615384615384,-2.175927042851664,0.5078125
2,test,71,identity,none,identity,identity,0.35,geometry,1,0.7848179133858267,0.8715916573706451,0.0601069755408287,0.8139858612130147,0.7359972990294817,0.4615384615384615,-1.7000523713573474,0.7109375
2,test,71,identity,none,identity,identity,0.35,rank,1,0.765132874015748,0.9281401012840824,0.0026026870792556,0.5561548791393128,0.7322090734297747,0.4615384615384615,-1.178568465999752,0.5078125
2,test,71,identity,none,identity,identity,0.35,target_only,1,0.8464566929133859,0.9116622813805572,0.0359285781201225,0.6100955918915596,0.8670573155099798,0.4615384615384615,-2.1981889713185505,1.0
2,test,71,identity,none,identity,identity,0.35,value,1,0.9605068897637796,0.9862398048687724,0.0026026870792556,0.0434501503788414,0.9805724684123786,0.9230769230769232,-4.770409592314364,1.0
2,test,71,identity,none,identity,identity,0.7,dual,1,0.7955216535433071,0.9900841045401296,0.0069360654837087,0.3143694909955204,0.7489642464750047,1.0,0.2075308125038437,0.4921875
2,test,71,identity,none,identity,identity,0.7,geometry,1,0.7635334645669292,0.8234225172232592,0.501897793502764,0.9499216125557116,0.7209245101629739,0.3846153846153846,-0.3168559523155306,0.6328125
2,test,71,identity,none,identity,identity,0.7,rank,1,0.7317913385826772,0.9791168869748416,0.0069360654837087,0.8007396926026467,0.6236094579747299,0.8461538461538461,1.0604147945642803,0.5
2,test,71,identity,none,identity,identity,0.7,target_only,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.153119726884128,0.6798377128731001,0.8461538461538461,-0.9964462341607294,0.8984375
2,test,71,identity,none,identity,identity,0.7,value,1,0.905388779527559,0.9999794094346692,0.0,0.0883645656997296,0.9251796832082037,1.0,-3.5555648404053373,0.8671875
2,test,71,identity,none,identity,identity,1.0,dual,1,0.924089566929134,0.9932216998957952,0.0047132298686903,0.2245092122144623,0.9605555301226882,0.9230769230769232,5.819297978220337,0.28125
2,test,71,identity,none,identity,identity,1.0,geometry,1,0.6820866141732284,0.6999377743789894,0.2837389662847326,0.89861488834842,0.5074620032960996,0.0769230769230769,4.019822518930635,0.1171875
2,test,71,identity,none,identity,identity,1.0,rank,1,0.8329232283464567,0.9922222134078644,0.0047132298686903,0.5532898382909734,0.842193508514924,0.9230769230769232,5.794770334570764,0.265625
2,test,71,identity,none,identity,identity,1.0,target_only,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792453,0.5879761032777879,0.8461538461538461,0.0625242173243418,0.71875
2,test,71,identity,none,identity,identity,1.0,value,1,0.96751968503937,0.994221267241462,0.0047132298686903,0.0801967425638862,0.989310565830434,1.0,-1.4969236778506048,0.609375
2,test,71,independent_expert,none,independent_expert,independent_expert,0.35,dual,1,0.8464566929133859,0.9116622813805572,0.0359285781201225,0.6100955918915596,0.8670573155099798,0.4615384615384615,-2.1981889713185505,1.0
2,test,71,independent_expert,none,independent_expert,independent_expert,0.35,geometry,1,0.7848179133858267,0.8715916573706451,0.0601069755408287,0.8139858612130147,0.7359972990294817,0.4615384615384615,-1.7000523713573474,0.7109375
2,test,71,independent_expert,none,independent_expert,independent_expert,0.35,rank,1,0.8464566929133859,0.9116622813805572,0.0359285781201225,0.6100955918915596,0.8670573155099798,0.4615384615384615,-2.1981889713185505,1.0
2,test,71,independent_expert,none,independent_expert,independent_expert,0.35,target_only,1,0.8464566929133859,0.9116622813805572,0.0359285781201225,0.6100955918915596,0.8670573155099798,0.4615384615384615,-2.1981889713185505,1.0
2,test,71,independent_expert,none,independent_expert,independent_expert,0.35,value,1,0.8464566929133859,0.9116622813805572,0.0359285781201225,0.6100955916984405,0.8670573155099798,0.4615384615384615,-2.198188971484047,1.0
2,test,71,independent_expert,none,independent_expert,independent_expert,0.7,dual,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.153119726884128,0.6798377128731001,0.8461538461538461,-0.9964462341607294,0.8984375
2,test,71,independent_expert,none,independent_expert,independent_expert,0.7,geometry,1,0.7635334645669292,0.8234225172232592,0.501897793502764,0.9499216125557116,0.7209245101629739,0.3846153846153846,-0.3168559523155306,0.6328125
2,test,71,independent_expert,none,independent_expert,independent_expert,0.7,rank,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.153119726884128,0.6798377128731001,0.8461538461538461,-0.9964462341607294,0.8984375
2,test,71,independent_expert,none,independent_expert,independent_expert,0.7,target_only,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.153119726884128,0.6798377128731001,0.8461538461538461,-0.9964462341607294,0.8984375
2,test,71,independent_expert,none,independent_expert,independent_expert,0.7,value,1,0.7603346456692913,0.9645432025398516,0.1734860715511329,1.1531197270485931,0.6798377128731001,0.8461538461538461,-0.9964462340141286,0.8984375
2,test,71,independent_expert,none,independent_expert,independent_expert,1.0,dual,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792453,0.5879761032777879,0.8461538461538461,0.0625242173243418,0.71875
2,test,71,independent_expert,none,independent_expert,independent_expert,1.0,geometry,1,0.6820866141732284,0.6999377743789894,0.2837389662847326,0.89861488834842,0.5074620032960996,0.0769230769230769,4.019822518930635,0.1171875
2,test,71,independent_expert,none,independent_expert,independent_expert,1.0,rank,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792453,0.5879761032777879,0.8461538461538461,0.0625242173243418,0.71875
2,test,71,independent_expert,none,independent_expert,independent_expert,1.0,target_only,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792453,0.5879761032777879,0.8461538461538461,0.0625242173243418,0.71875
2,test,71,independent_expert,none,independent_expert,independent_expert,1.0,value,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651765142,0.5879761032777879,0.8461538461538461,0.0625242173304264,0.71875
2,test,71,output_affine,none,output_affine,output_affine,0.35,dual,1,0.8725393700787402,0.9404143140634342,0.0026026870792549,0.2149167264893566,0.8938610144662149,0.5384615384615384,-1.2596363109775215,0.5078125
2,test,71,output_affine,none,output_affine,output_affine,0.35,geometry,1,0.7848179133858267,0.8715916573706451,0.0601069755408284,0.8139858612130149,0.7359972990294817,0.4615384615384615,-0.7837616394831931,0.7109375
2,test,71,output_affine,none,output_affine,output_affine,0.35,rank,1,0.765132874015748,0.9281401012840824,0.0026026870792549,0.5561548791393132,0.7322090734297747,0.4615384615384615,-0.2622777341256061,0.5078125
2,test,71,output_affine,none,output_affine,output_affine,0.35,target_only,1,0.8464566929133859,0.9116622813805572,0.035928578120122,0.6100955918915598,0.8670573155099798,0.4615384615384615,-1.2818982394443952,1.0
2,test,71,output_affine,none,output_affine,output_affine,0.35,value,1,0.9605068897637796,0.9862398048687724,0.0026026870792549,0.043450150378842,0.9805724684123786,0.9230769230769232,-3.854118860440207,1.0
2,test,71,output_affine,none,output_affine,output_affine,0.7,dual,1,0.7955216535433071,0.9900841045401296,0.0069360654837094,0.31436949099552,0.7489642464750047,1.0,1.123821544378019,0.4921875
2,test,71,output_affine,none,output_affine,output_affine,0.7,geometry,1,0.7635334645669292,0.8234225172232592,0.5018977935027641,0.949921612555713,0.7209245101629739,0.3846153846153846,0.5994347795586263,0.6328125
2,test,71,output_affine,none,output_affine,output_affine,0.7,rank,1,0.7317913385826772,0.9791168869748416,0.0069360654837094,0.8007396926026472,0.6236094579747299,0.8461538461538461,1.9767055264384363,0.5
2,test,71,output_affine,none,output_affine,output_affine,0.7,target_only,1,0.7603346456692913,0.9645432025398516,0.1734860715511334,1.1531197268841284,0.6798377128731001,0.8461538461538461,-0.0801555022865739,0.8984375
2,test,71,output_affine,none,output_affine,output_affine,0.7,value,1,0.905388779527559,0.9999794094346692,0.0,0.0883645656997299,0.9251796832082037,1.0,-2.6392741085311786,0.8671875
2,test,71,output_affine,none,output_affine,output_affine,1.0,dual,1,0.924089566929134,0.9932216998957952,0.0047132298686903,0.2245092122144626,0.9605555301226882,0.9230769230769232,6.735588710094518,0.28125
2,test,71,output_affine,none,output_affine,output_affine,1.0,geometry,1,0.6820866141732284,0.6999377743789894,0.2837389662847329,0.8986148883484202,0.5074620032960996,0.0769230769230769,4.936113250804786,0.1171875
2,test,71,output_affine,none,output_affine,output_affine,1.0,rank,1,0.8329232283464567,0.9922222134078644,0.0047132298686903,0.5532898382909737,0.842193508514924,0.9230769230769232,6.711061066444906,0.265625
2,test,71,output_affine,none,output_affine,output_affine,1.0,target_only,1,0.7292076771653543,0.9790570244872404,0.0047132298686903,0.8958212651792457,0.5879761032777879,0.8461538461538461,0.9788149491984978,0.71875
2,test,71,output_affine,none,output_affine,output_affine,1.0,value,1,0.96751968503937,0.994221267241462,0.0047132298686903,0.0801967425638866,0.989310565830434,1.0,-0.5806329459764369,0.609375
2,test,71,reversal,none,reversal,reversal,0.35,dual,1,0.8464566929133859,0.884669100522818,0.0017320287344707,0.6100955918915596,0.8670573155099798,0.3846153846153846,-2.1981889713185505,1.0
2,test,71,reversal,none,reversal,reversal,0.35,geometry,1,0.8464566929133859,0.884669100522818,0.0017320287344707,0.6100955918915596,0.8670573155099798,0.3846153846153846,-2.1981889713185505,1.0
2,test,71,reversal,none,reversal,reversal,0.35,rank,1,0.8464566929133859,0.884669100522818,0.0017320287344707,0.6100955918915596,0.8670573155099798,0.3846153846153846,-2.1981889713185505,1.0
2,test,71,reversal,none,reversal,reversal,0.35,target_only,1,0.8464566929133859,0.884669100522818,0.0017320287344707,0.6100955918915596,0.8670573155099798,0.3846153846153846,-2.1981889713185505,1.0
2,test,71,reversal,none,reversal,reversal,0.35,value,1,0.8464566929133859,0.884669100522818,0.0017320287344707,0.6100955918915596,0.8670573155099798,0.3846153846153846,-2.1981889713185505,1.0
2,test,71,reversal,none,reversal,reversal,0.7,dual,1,0.7603346456692913,0.6619044609996962,0.0655057264542379,1.153119726884128,0.6798377128731001,0.0,-0.9964462341607294,0.8984375
2,test,71,reversal,none,reversal,reversal,0.7,geometry,1,0.7603346456692913,0.6619044609996962,0.0655057264542379,1.153119726884128,0.6798377128731001,0.0,-0.9964462341607294,0.8984375
2,test,71,reversal,none,reversal,reversal,0.7,rank,1,0.7603346456692913,0.6619044609996962,0.0655057264542379,1.153119726884128,0.6798377128731001,0.0,-0.9964462341607294,0.8984375
2,test,71,reversal,none,reversal,reversal,0.7,target_only,1,0.7603346456692913,0.6619044609996962,0.0655057264542379,1.153119726884128,0.6798377128731001,0.0,-0.9964462341607294,0.8984375
2,test,71,reversal,none,reversal,reversal,0.7,value,1,0.7603346456692913,0.6619044609996962,0.0655057264542379,1.153119726884128,0.6798377128731001,0.0,-0.9964462341607294,0.8984375
2,test,71,reversal,none,reversal,reversal,1.0,dual,1,0.7292076771653543,0.6897643185706553,0.1192590137443219,0.8958212651792453,0.5879761032777879,0.0,0.0625242173243418,0.71875
2,test,71,reversal,none,reversal,reversal,1.0,geometry,1,0.7292076771653543,0.6897643185706553,0.1192590137443219,0.8958212651792453,0.5879761032777879,0.0,0.0625242173243418,0.71875
2,test,71,reversal,none,reversal,reversal,1.0,rank,1,0.7292076771653543,0.6897643185706553,0.1192590137443219,0.8958212651792453,0.5879761032777879,0.0,0.0625242173243418,0.71875
2,test,71,reversal,none,reversal,reversal,1.0,target_only,1,0.7292076771653543,0.6897643185706553,0.1192590137443219,0.8958212651792453,0.5879761032777879,0.0,0.0625242173243418,0.71875
2,test,71,reversal,none,reversal,reversal,1.0,value,1,0.7292076771653543,0.6897643185706553,0.1192590137443219,0.8958212651792453,0.5879761032777879,0.0,0.0625242173243418,0.71875
2,test,71,rotate_45,none,rotate_45,rotate_45,0.35,dual,1,0.9121555118110236,0.9919495198308796,0.0021627109942779,0.1122311342149909,0.9368190349752792,0.8461538461538461,-3.502533009810512,0.8203125
2,test,71,rotate_45,none,rotate_45,rotate_45,0.35,geometry,1,0.8025344488188977,0.7804336037391392,0.2004876268182382,0.6156174694756573,0.8133068577183665,0.1538461538461538,-1.7144547420615286,0.6875
2,test,71,rotate_45,none,rotate_45,rotate_45,0.35,rank,1,0.8448572834645669,0.9506325216652184,0.0916895297380411,0.3178055146127828,0.8617927119575169,0.6923076923076923,-2.453744215276345,0.8203125
2,test,71,rotate_45,none,rotate_45,rotate_45,0.35,target_only,1,0.8313238188976378,0.7564329420680582,0.2004876268182382,0.6092199323260706,0.8544508789598975,0.0769230769230769,-2.0285965258455696,1.0
2,test,71,rotate_45,none,rotate_45,rotate_45,0.35,value,1,0.95435531496063,0.9985660805588276,0.0010103309774806,0.0510830059313882,0.9778142739425012,1.0,-4.523137176747513,1.0
2,test,71,rotate_45,none,rotate_45,rotate_45,0.7,dual,1,0.9163385826771654,0.9942259373639868,0.0170526470100062,0.3838776328678407,0.9439949185130928,1.0,0.1838475851206265,0.3515625
2,test,71,rotate_45,none,rotate_45,rotate_45,0.7,geometry,1,0.8583907480314961,0.8470935982684735,0.2968064751964327,1.1947324458647053,0.8934318348287857,0.3076923076923077,-0.1718447783874018,0.5703125
2,test,71,rotate_45,none,rotate_45,rotate_45,0.7,rank,1,0.8982529527559056,0.9843505198466,0.0170526470100062,1.0798712713175966,0.9269479033144112,0.8461538461538461,1.1730296018280293,0.3515625
2,test,71,rotate_45,none,rotate_45,rotate_45,0.7,target_only,1,0.859498031496063,0.8260502962263784,0.4366376528845776,1.54834522104326,0.8968194927668924,0.3076923076923077,-0.6755735674875128,0.8359375
2,test,71,rotate_45,none,rotate_45,rotate_45,0.7,value,1,0.9427903543307088,0.9999630507997244,0.0,0.1353894793319995,0.973419474455228,1.0,-2.8893289812342395,0.7421875
2,test,71,rotate_45,none,rotate_45,rotate_45,1.0,dual,1,0.971456692913386,0.9948028861466304,0.0018316893072063,0.1068430752633068,0.9926982237685406,0.8461538461538461,-1.5615173019628763,0.6640625
2,test,71,rotate_45,none,rotate_45,rotate_45,1.0,geometry,1,0.8797982283464567,0.9085501923588972,0.1394677384470596,0.4771218618759631,0.9196747390587804,0.4615384615384615,-0.7554242051242543,0.8046875
2,test,71,rotate_45,none,rotate_45,rotate_45,1.0,rank,1,0.938976377952756,0.993115800505404,0.00391187670506,0.2856000536999499,0.9724180553012268,0.8461538461538461,-0.8563577586567065,0.734375
2,test,71,rotate_45,none,rotate_45,rotate_45,1.0,target_only,1,0.8125,0.6312169534579023,0.3091644520643519,0.7070036857882797,0.8056159586156381,0.0,-0.5483003541086016,0.8828125
2,test,71,rotate_45,none,rotate_45,rotate_45,1.0,value,1,0.9755167322834646,1.0,0.0,0.0713023584796737,0.9948956235121772,1.0,-2.492643439357721,0.75
2,test,71,roughness,none,roughness,roughness,0.35,dual,1,0.4750246062992126,0.7665651923179756,0.0144037544432506,1.4611259901676132,-0.0578934718915949,0.4615384615384615,29.07476836196624,0.34375
2,test,71,roughness,none,roughness,roughness,0.35,geometry,1,0.453494094488189,0.5110778288108064,0.5878296146299425,1.5752988676322868,-0.1166968046145394,0.4615384615384615,30.90171452908702,0.28125
2,test,71,roughness,none,roughness,roughness,0.35,rank,1,0.4735482283464567,0.7665651923179756,0.0144037544432506,1.4618008847274249,-0.057767579197949,0.4615384615384615,29.65906413904253,0.34375
2,test,71,roughness,none,roughness,roughness,0.35,target_only,1,0.4436515748031496,0.7234620564703139,0.1891823724333343,1.5130008426489838,-0.1428882072880425,0.4615384615384615,6.43662992344232,0.5
2,test,71,roughness,none,roughness,roughness,0.35,value,1,0.4546013779527559,0.7604136062779248,0.0144037544432506,1.4737297606362394,-0.1404447445522798,0.4615384615384615,19.767771474168818,0.359375
2,test,71,roughness,none,roughness,roughness,0.7,dual,1,0.6296751968503937,0.6653773374089976,0.0412595455283087,1.1628153032121575,0.3887451931880608,0.2307692307692307,13.976754364078367,0.328125
2,test,71,roughness,none,roughness,roughness,0.7,geometry,1,0.6158956692913385,0.6002208123451527,0.6200419033107656,1.0815932392322225,0.3569916224134773,0.2307692307692307,12.24948997779477,0.2734375
2,test,71,roughness,none,roughness,roughness,0.7,rank,1,0.6302903543307087,0.6653773374089976,0.0412595455283087,1.164786248650426,0.3898953946163706,0.2307692307692307,14.30962986256549,0.328125
2,test,71,roughness,none,roughness,roughness,0.7,target_only,1,0.657111220472441,0.6562195376411769,0.0412595455283087,1.106697691583129,0.4696255264603551,0.2307692307692307,2.321818890066905,0.5703125
2,test,71,roughness,none,roughness,roughness,0.7,value,1,0.6184793307086615,0.6562195376411769,0.0412595455283087,1.1437269235399272,0.3509888298846365,0.2307692307692307,8.817845652503955,0.390625
2,test,71,roughness,none,roughness,roughness,1.0,dual,1,0.687746062992126,0.6536708180502576,0.1288952807537457,0.908231319671614,0.5379165903680644,0.1538461538461538,7.214900238833065,0.4140625
2,test,71,roughness,none,roughness,roughness,1.0,geometry,1,0.65625,0.5337164602133749,0.7786619576375464,0.9250221258659632,0.448515610694012,0.2307692307692307,7.446995517215669,0.390625
2,test,71,roughness,none,roughness,roughness,1.0,rank,1,0.6865157480314961,0.6553180730553246,0.1288952807537457,0.9079800227934915,0.5347177714704265,0.1538461538461538,7.424916989180743,0.40625
2,test,71,roughness,none,roughness,roughness,1.0,target_only,1,0.6587106299212598,0.6504954434716075,0.1288952807537457,0.929651526893568,0.4880745284746383,0.1538461538461538,1.5664992666690918,0.6484375
2,test,71,roughness,none,roughness,roughness,1.0,value,1,0.7014025590551181,0.6678062952918316,0.1288952807537457,0.962337258182915,0.5666659036806445,0.2307692307692307,4.7142787372637205,0.484375
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.35,dual,1,0.9435285433070866,0.9279982295889476,0.0016461022540703,0.1739297604053533,0.9788557498626624,0.4615384615384615,-1.4017281560299946,0.5234375
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.35,geometry,1,0.8363681102362205,0.9004930129244239,0.0228417887915443,0.5382660352650301,0.8589601263504852,0.4615384615384615,-0.6452258122990203,0.40625
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.35,rank,1,0.8841043307086615,0.9279982295889476,0.0016461022540703,0.3902301709624,0.9217748580845996,0.4615384615384615,-0.8883599617505171,0.546875
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.35,target_only,1,0.8879183070866141,0.9257860543627124,0.0016461022540703,0.3921336130378144,0.9288649056949276,0.4615384615384615,-2.9622186290445067,1.0
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.35,value,1,0.9869586614173228,0.9818780846379525,0.0016461022540703,0.0387106207794256,0.998174555942135,0.8461538461538461,-5.400286074132038,1.0
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.7,dual,1,0.9336860236220472,0.989492902227912,0.004441236858227,0.1344586209931578,0.9671648965390952,0.8461538461538461,-3.011533611846401,0.6875
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.7,geometry,1,0.6802411417322834,0.9588709664431444,0.0009812153450054,0.7298208628488682,0.5566917689067936,0.5384615384615384,3.456435561778377,0.3359375
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.7,rank,1,0.8726624015748031,0.9721636142749828,0.0175889503980231,0.3039404400669931,0.8910799304156747,0.7692307692307693,-2.241255315059155,0.6953125
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.7,target_only,1,0.7641486220472441,0.983498445859834,0.0,0.5154384252073171,0.7026414576084966,0.6923076923076923,-2.105334411814331,1.0
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,0.7,value,1,0.9728100393700788,0.9996687483285436,0.0,0.0488538075408741,0.993939983519502,1.0,-4.612465931408051,1.0
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,1.0,dual,1,0.9175688976377953,0.9984271156517336,0.0,0.1237367072636645,0.9477659769273026,0.9230769230769232,-3.221488614331511,0.8046875
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,1.0,geometry,1,0.7522145669291339,0.9591841565366004,0.0,0.8948866627430853,0.6441585790148325,0.5384615384615384,1.6448074261766616,0.71875
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,1.0,rank,1,0.8767224409448819,0.993179247585508,0.0,0.2719969474901624,0.8910856528108404,0.8461538461538461,-2.4588091044593483,0.8359375
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,1.0,target_only,1,0.73314468503937,0.9194074875424116,0.1813466885819774,0.7421196789129716,0.6386250228895807,0.6153846153846154,-1.6448832909098603,1.0
2,test,71,scale_0.7,none,scale_0.7,scale_0.7,1.0,value,1,0.9571850393700788,1.0,0.0,0.0630406327218872,0.984166132576451,1.0,-4.160953716660259,1.0
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.35,dual,1,0.812253937007874,0.9321522033494078,0.0010853477798019,1.012845845253185,0.8057475737044497,0.5384615384615384,-1.3228401515830628,0.796875
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.35,geometry,1,0.6114665354330708,0.8725095555348249,0.111253376904479,1.1375587214476186,0.3956578465482512,0.4615384615384615,-1.0707464703499958,0.6875
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.35,rank,1,0.7645177165354331,0.93058789991195,0.0010853477798019,2.0581627876769977,0.7112250503570774,0.5384615384615384,-0.0059052525953258,0.6484375
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.35,target_only,1,0.6434547244094488,0.927263608225718,0.0049118310993806,1.0470353956757583,0.4660490294817798,0.4615384615384615,-1.3613935517834943,1.0
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.35,value,1,0.8447342519685039,0.9938545429235563,0.0010853477798019,0.6883029100203355,0.8570774583409632,0.8461538461538461,-1.8196820212899416,0.875
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.7,dual,1,0.8401820866141733,0.987219377026253,0.0047806298863601,0.6875062113860491,0.8621703900384544,0.9230769230769232,0.3930298689330728,0.6484375
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.7,geometry,1,0.8526082677165354,0.7769463910332838,0.2641017659659024,0.4682063130116345,0.8894948269547701,0.1538461538461538,-0.7189121746905722,0.8984375
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.7,rank,1,0.7791584645669292,0.9957866726110328,0.0047806298863601,1.0585785799689251,0.7462804431422816,1.0,1.5196936771471496,0.484375
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.7,target_only,1,0.8394438976377953,0.9219874101370952,0.0611390947411424,0.6020559181979491,0.8613749771104192,0.4615384615384615,-0.4579538534605639,1.0
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,0.7,value,1,0.8558070866141733,0.9804006119532684,0.0047806298863601,0.5815037754332456,0.8869598058963559,0.8461538461538461,-0.0888635633074433,0.7109375
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,1.0,dual,1,0.766117125984252,0.9192304504633644,0.0219957394449515,0.7476578682560269,0.7227041750595129,0.4615384615384615,2.3928779292056865,0.6640625
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,1.0,geometry,1,0.8287401574803149,0.6986958776658369,0.1643856416927489,0.6061927708672,0.848133354696942,0.0769230769230769,0.3898484342448662,0.671875
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,1.0,rank,1,0.7065698818897638,0.9242484522542324,0.0057607845480411,0.9737025316781716,0.5845598333638528,0.4615384615384615,2.448330427533129,0.640625
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,1.0,target_only,1,0.8225885826771654,0.9132384302102756,0.0672234717251366,0.7501473310180501,0.8277044039553195,0.4615384615384615,0.1507323094458288,0.9140625
2,test,71,scale_1.5,none,scale_1.5,scale_1.5,1.0,value,1,0.7845718503937008,0.906137741504667,0.0219957394449515,0.6933420515811478,0.7682372733931514,0.4615384615384615,2.0603648701036583,0.703125
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,dual,1,0.874507874015748,0.9045688282902062,0.041404688558741,0.6925481950116847,0.9215059055118108,0.4615384615384615,-2.041880602944446,1.0
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,geometry,1,0.7958907480314961,0.8590289631172574,0.0945329445639482,0.6461557842256322,0.8033956692913384,0.4615384615384615,-2.1831519618771824,0.8984375
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,rank,1,0.874507874015748,0.9045688282902062,0.041404688558741,0.6925481950193815,0.9215059055118108,0.4615384615384615,-2.041880602950465,1.0
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,target_only,1,0.874507874015748,0.9045688282902062,0.041404688558741,0.6925481950193815,0.9215059055118108,0.4615384615384615,-2.041880602950465,1.0
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,value,1,0.874507874015748,0.9045688282902062,0.041404688558741,0.6925481950193815,0.9215059055118108,0.4615384615384615,-2.041880602950465,1.0
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,dual,1,0.8396899606299213,0.8610269233651637,0.187908345906025,1.210335552330421,0.8606997344808642,0.3846153846153846,-0.8670541024643474,0.8828125
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,geometry,1,0.8576525590551181,0.9471386171775198,0.0790931304286514,1.0486099899370327,0.8759899743636697,0.7692307692307693,-0.801263715383275,0.7265625
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,rank,1,0.8396899606299213,0.8610269233651637,0.187908345906025,1.2103355522891046,0.8606997344808642,0.3846153846153846,-0.8670541026105211,0.8828125
2,test,89,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,target_only,1,0.8396899606299213,0.8610269233651637,0.187908345906025,1.2103355522891046,0.8606997344808642,0.3846153846153846,-0.8670541026105211,0.8828125
