dimension,panel,seed,relation,control,relation_or_control,condition,shell,method,n_rows,pairwise_accuracy,ndcg_at_top,normalized_top1_regret,standardized_rmse,spearman,precision_at_top,mean_negative_log_likelihood,interval_coverage_95
2,test,37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,target_only,1,0.749138779527559,0.7389795613957778,0.2595709599552064,1.0094728525148515,0.662086843069035,0.0769230769230769,-0.1113982842578087,0.8359375
2,test,37,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,value,1,0.656373031496063,0.8240761576115802,0.0815838477455557,1.0787486178221046,0.463096273576268,0.3846153846153846,0.5188514187185378,0.59375
2,test,37,identity,none,identity,identity,0.35,dual,1,0.9329478346456692,0.983172792864873,0.0001370752590485,0.1297747980066758,0.9649159952389672,0.8461538461538461,-3.062804967816083,0.671875
2,test,37,identity,none,identity,identity,0.35,geometry,1,0.7408956692913385,0.906826121358289,0.0543980725261562,0.7604245231910212,0.6801982237685406,0.5384615384615384,-1.9507111453199804,0.875
2,test,37,identity,none,identity,identity,0.35,rank,1,0.8932086614173228,0.9291690653777396,0.0355909355426314,0.3178072190583287,0.9356402215711408,0.6153846153846154,-2.309333992414435,0.703125
2,test,37,identity,none,identity,identity,0.35,target_only,1,0.7015255905511811,0.9227437391905372,0.0543980725261562,0.8848760811450938,0.5521024079838857,0.6153846153846154,-1.971462220879383,1.0
2,test,37,identity,none,identity,identity,0.35,value,1,0.9517716535433072,0.9966086240357314,0.0,0.0680000135512608,0.9769788042483062,1.0,-4.492838510070334,1.0
2,test,37,identity,none,identity,identity,0.7,dual,1,0.8212352362204725,0.997880142371206,0.0003645778629625,0.4151557116718565,0.8029436000732466,1.0,2.061724914275209,0.3828125
2,test,37,identity,none,identity,identity,0.7,geometry,1,0.749876968503937,0.93101189440516,0.0006651770147577,1.2592109822624766,0.6734686870536531,0.3846153846153846,-0.926373113916306,0.84375
2,test,37,identity,none,identity,identity,0.7,rank,1,0.7710383858267716,0.9867324476505076,0.0003645778629625,1.0360423581598828,0.7088617011536349,0.8461538461538461,2.57075473091166,0.359375
2,test,37,identity,none,identity,identity,0.7,target_only,1,0.7129675196850394,0.5576718829988849,0.8521078441012692,1.6976794162699784,0.5740020142830984,0.0,-0.6926527509033885,0.8828125
2,test,37,identity,none,identity,identity,0.7,value,1,0.8882874015748031,1.0,0.0,0.1321656280409594,0.9110110327778792,1.0,-3.2210693965326467,0.828125
2,test,37,identity,none,identity,identity,1.0,dual,1,0.937253937007874,0.9975732315860508,0.0,0.1913316739142457,0.973705594213514,0.9230769230769232,2.023351259638022,0.2890625
2,test,37,identity,none,identity,identity,1.0,geometry,1,0.7540600393700787,0.93101189440516,0.0004540840138006,0.747297403836089,0.6841352316425563,0.3846153846153846,-0.086996400347292,0.71875
2,test,37,identity,none,identity,identity,1.0,rank,1,0.8645423228346457,0.9927522665321816,0.0,0.4573065206710997,0.8956063449917596,0.8461538461538461,1.696840680773673,0.2421875
2,test,37,identity,none,identity,identity,1.0,target_only,1,0.749138779527559,0.7389795613957778,0.2595709599552064,1.0094728525148515,0.662086843069035,0.0769230769230769,-0.1113982842578087,0.8359375
2,test,37,identity,none,identity,identity,1.0,value,1,0.9656742125984252,0.9979868237855452,0.0004540840138006,0.0974607727095825,0.9913877952755904,1.0,-1.3368546300084805,0.671875
2,test,37,independent_expert,none,independent_expert,independent_expert,0.35,dual,1,0.7015255905511811,0.9227437391905372,0.0543980725261562,0.8848760810306263,0.5521024079838857,0.6153846153846154,-1.9714622209992916,1.0
2,test,37,independent_expert,none,independent_expert,independent_expert,0.35,geometry,1,0.7408956692913385,0.906826121358289,0.0543980725261562,0.7604245231910212,0.6801982237685406,0.5384615384615384,-1.9507111453199804,0.875
2,test,37,independent_expert,none,independent_expert,independent_expert,0.35,rank,1,0.7015255905511811,0.9227437391905372,0.0543980725261562,0.8848760811450938,0.5521024079838857,0.6153846153846154,-1.971462220879383,1.0
2,test,37,independent_expert,none,independent_expert,independent_expert,0.35,target_only,1,0.7015255905511811,0.9227437391905372,0.0543980725261562,0.8848760811450938,0.5521024079838857,0.6153846153846154,-1.971462220879383,1.0
2,test,37,independent_expert,none,independent_expert,independent_expert,0.35,value,1,0.7015255905511811,0.9227437391905372,0.0543980725261562,0.8848760811450938,0.5521024079838857,0.6153846153846154,-1.971462220879383,1.0
2,test,37,independent_expert,none,independent_expert,independent_expert,0.7,dual,1,0.7129675196850394,0.5576718829988849,0.8521078441012692,1.6976794162867557,0.5740020142830984,0.0,-0.6926527509785232,0.8828125
2,test,37,independent_expert,none,independent_expert,independent_expert,0.7,geometry,1,0.749876968503937,0.93101189440516,0.0006651770147577,1.2592109822624766,0.6734686870536531,0.3846153846153846,-0.926373113916306,0.84375
2,test,37,independent_expert,none,independent_expert,independent_expert,0.7,rank,1,0.7129675196850394,0.5576718829988849,0.8521078441012692,1.6976794162699784,0.5740020142830984,0.0,-0.6926527509033885,0.8828125
2,test,37,independent_expert,none,independent_expert,independent_expert,0.7,target_only,1,0.7129675196850394,0.5576718829988849,0.8521078441012692,1.6976794162699784,0.5740020142830984,0.0,-0.6926527509033885,0.8828125
2,test,37,independent_expert,none,independent_expert,independent_expert,0.7,value,1,0.7129675196850394,0.5576718829988849,0.8521078441012692,1.6976794162699784,0.5740020142830984,0.0,-0.6926527509033885,0.8828125
2,test,37,independent_expert,none,independent_expert,independent_expert,1.0,dual,1,0.749138779527559,0.7389795613957778,0.2595709599552064,1.009472852531188,0.662086843069035,0.0769230769230769,-0.1113982842305515,0.8359375
2,test,37,independent_expert,none,independent_expert,independent_expert,1.0,geometry,1,0.7540600393700787,0.93101189440516,0.0004540840138006,0.747297403836089,0.6841352316425563,0.3846153846153846,-0.086996400347292,0.71875
2,test,37,independent_expert,none,independent_expert,independent_expert,1.0,rank,1,0.749138779527559,0.7389795613957778,0.2595709599552064,1.0094728525148515,0.662086843069035,0.0769230769230769,-0.1113982842578087,0.8359375
2,test,37,independent_expert,none,independent_expert,independent_expert,1.0,target_only,1,0.749138779527559,0.7389795613957778,0.2595709599552064,1.0094728525148515,0.662086843069035,0.0769230769230769,-0.1113982842578087,0.8359375
2,test,37,independent_expert,none,independent_expert,independent_expert,1.0,value,1,0.749138779527559,0.7389795613957778,0.2595709599552064,1.0094728525148515,0.662086843069035,0.0769230769230769,-0.1113982842578087,0.8359375
2,test,37,output_affine,none,output_affine,output_affine,0.35,dual,1,0.9329478346456692,0.983172792864873,0.0001370752590487,0.1297747980066748,0.9649159952389672,0.8461538461538461,-2.146514235941944,0.671875
2,test,37,output_affine,none,output_affine,output_affine,0.35,geometry,1,0.7408956692913385,0.906826121358289,0.0543980725261566,0.7604245231910212,0.6801982237685406,0.5384615384615384,-1.0344204134458213,0.875
2,test,37,output_affine,none,output_affine,output_affine,0.35,rank,1,0.8932086614173228,0.9291690653777396,0.035590935542632,0.3178072190583286,0.9356402215711408,0.6153846153846154,-1.393043260540272,0.703125
2,test,37,output_affine,none,output_affine,output_affine,0.35,target_only,1,0.7015255905511811,0.9227437391905372,0.0543980725261566,0.884876081145094,0.5521024079838857,0.6153846153846154,-1.0551714890052293,1.0
2,test,37,output_affine,none,output_affine,output_affine,0.35,value,1,0.9517716535433072,0.9966086240357314,0.0,0.0680000135512602,0.9769788042483062,1.0,-3.576547778196176,1.0
2,test,37,output_affine,none,output_affine,output_affine,0.7,dual,1,0.8212352362204725,0.997880142371206,0.000364577862963,0.4151557116718579,0.8029436000732466,1.0,2.9780156461494136,0.3828125
2,test,37,output_affine,none,output_affine,output_affine,0.7,geometry,1,0.749876968503937,0.93101189440516,0.0006651770147578,1.2592109822624755,0.6734686870536531,0.3846153846153846,-0.0100823820421539,0.84375
2,test,37,output_affine,none,output_affine,output_affine,0.7,rank,1,0.7710383858267716,0.9867324476505076,0.000364577862963,1.0360423581598832,0.7088617011536349,0.8461538461538461,3.487045462785816,0.359375
2,test,37,output_affine,none,output_affine,output_affine,0.7,target_only,1,0.7129675196850394,0.5576718829988849,0.8521078441012688,1.6976794162699778,0.5740020142830984,0.0,0.2236379809707664,0.8828125
2,test,37,output_affine,none,output_affine,output_affine,0.7,value,1,0.8882874015748031,1.0,0.0,0.1321656280409606,0.9110110327778792,1.0,-2.3047786646584845,0.828125
2,test,37,output_affine,none,output_affine,output_affine,1.0,dual,1,0.937253937007874,0.9975732315860508,0.0,0.1913316739142455,0.973705594213514,0.9230769230769232,2.9396419915121523,0.2890625
2,test,37,output_affine,none,output_affine,output_affine,1.0,geometry,1,0.7540600393700787,0.93101189440516,0.0004540840138005,0.7472974038360887,0.6841352316425563,0.3846153846153846,0.8292943315268606,0.71875
2,test,37,output_affine,none,output_affine,output_affine,1.0,rank,1,0.8645423228346457,0.9927522665321816,0.0,0.4573065206710993,0.8956063449917596,0.8461538461538461,2.61313141264782,0.2421875
2,test,37,output_affine,none,output_affine,output_affine,1.0,target_only,1,0.749138779527559,0.7389795613957778,0.2595709599552062,1.0094728525148515,0.662086843069035,0.0769230769230769,0.8048924476163459,0.8359375
2,test,37,output_affine,none,output_affine,output_affine,1.0,value,1,0.9656742125984252,0.9979868237855452,0.0004540840138005,0.0974607727095828,0.9913877952755904,1.0,-0.4205638981343371,0.671875
2,test,37,reversal,none,reversal,reversal,0.35,dual,1,0.7015255905511811,0.8619522743627831,0.003983463716184,0.8848760811450938,0.5521024079838857,0.3846153846153846,-1.971462220879383,1.0
2,test,37,reversal,none,reversal,reversal,0.35,geometry,1,0.7015255905511811,0.8619522743627831,0.003983463716184,0.8848760811450938,0.5521024079838857,0.3846153846153846,-1.971462220879383,1.0
2,test,37,reversal,none,reversal,reversal,0.35,rank,1,0.7015255905511811,0.8619522743627831,0.003983463716184,0.8848760811450938,0.5521024079838857,0.3846153846153846,-1.971462220879383,1.0
2,test,37,reversal,none,reversal,reversal,0.35,target_only,1,0.7015255905511811,0.8619522743627831,0.003983463716184,0.8848760811450938,0.5521024079838857,0.3846153846153846,-1.971462220879383,1.0
2,test,37,reversal,none,reversal,reversal,0.35,value,1,0.7015255905511811,0.8619522743627831,0.003983463716184,0.8848760811450938,0.5521024079838857,0.3846153846153846,-1.971462220879383,1.0
2,test,37,reversal,none,reversal,reversal,0.7,dual,1,0.7129675196850394,0.760995265487925,0.0334384887876027,1.6976794162699784,0.5740020142830984,0.1538461538461538,-0.6926527509033885,0.8828125
2,test,37,reversal,none,reversal,reversal,0.7,geometry,1,0.7129675196850394,0.760995265487925,0.0334384887876027,1.6976794162699784,0.5740020142830984,0.1538461538461538,-0.6926527509033885,0.8828125
2,test,37,reversal,none,reversal,reversal,0.7,rank,1,0.7129675196850394,0.760995265487925,0.0334384887876027,1.6976794162699784,0.5740020142830984,0.1538461538461538,-0.6926527509033885,0.8828125
2,test,37,reversal,none,reversal,reversal,0.7,target_only,1,0.7129675196850394,0.760995265487925,0.0334384887876027,1.6976794162699784,0.5740020142830984,0.1538461538461538,-0.6926527509033885,0.8828125
2,test,37,reversal,none,reversal,reversal,0.7,value,1,0.7129675196850394,0.760995265487925,0.0334384887876027,1.6976794162699784,0.5740020142830984,0.1538461538461538,-0.6926527509033885,0.8828125
2,test,37,reversal,none,reversal,reversal,1.0,dual,1,0.749138779527559,0.7303689860800813,0.0680043646118219,1.0094728525148515,0.662086843069035,0.0,-0.1113982842578087,0.8359375
2,test,37,reversal,none,reversal,reversal,1.0,geometry,1,0.749138779527559,0.7303689860800813,0.0680043646118219,1.0094728525148515,0.662086843069035,0.0,-0.1113982842578087,0.8359375
2,test,37,reversal,none,reversal,reversal,1.0,rank,1,0.749138779527559,0.7303689860800813,0.0680043646118219,1.0094728525148515,0.662086843069035,0.0,-0.1113982842578087,0.8359375
2,test,37,reversal,none,reversal,reversal,1.0,target_only,1,0.749138779527559,0.7303689860800813,0.0680043646118219,1.0094728525148515,0.662086843069035,0.0,-0.1113982842578087,0.8359375
2,test,37,reversal,none,reversal,reversal,1.0,value,1,0.749138779527559,0.7303689860800813,0.0680043646118219,1.0094728525148515,0.662086843069035,0.0,-0.1113982842578087,0.8359375
2,test,37,rotate_45,none,rotate_45,rotate_45,0.35,dual,1,0.8970226377952756,0.982439573105364,0.0030422547026452,0.2402800861416562,0.9299807727522432,0.7692307692307693,-1.0494757863972846,0.390625
2,test,37,rotate_45,none,rotate_45,rotate_45,0.35,geometry,1,0.6998031496062992,0.9254165665172356,0.0539175408540423,0.9097668495577202,0.5367434993590917,0.6153846153846154,-0.6165695312121593,0.5234375
2,test,37,rotate_45,none,rotate_45,rotate_45,0.35,rank,1,0.8163139763779528,0.9496647019770852,0.0030422547026452,0.5647959831878784,0.83080594213514,0.6153846153846154,-0.129397090369283,0.3828125
2,test,37,rotate_45,none,rotate_45,rotate_45,0.35,target_only,1,0.7201033464566929,0.8982407169298423,0.0539175408540423,0.8679049044238629,0.6009716626991394,0.5384615384615384,-1.8568924398549425,0.96875
2,test,37,rotate_45,none,rotate_45,rotate_45,0.35,value,1,0.9361466535433072,0.9947845821911672,0.0030422547026452,0.0716593284084063,0.9621062992125984,0.9230769230769232,-4.3552823644575245,1.0
2,test,37,rotate_45,none,rotate_45,rotate_45,0.7,dual,1,0.8663877952755905,0.99563977874875,0.0080777670486946,0.3367470799291333,0.8773347372276139,0.9230769230769232,0.1702818692289148,0.3984375
2,test,37,rotate_45,none,rotate_45,rotate_45,0.7,geometry,1,0.7880167322834646,0.8861442600536914,0.0188820451522822,0.9294501741737,0.7646149972532503,0.3846153846153846,-0.514360922730833,0.4765625
2,test,37,rotate_45,none,rotate_45,rotate_45,0.7,rank,1,0.8259104330708661,0.9900660207638586,0.0080777670486946,0.7619506331273651,0.8168890770921077,0.8461538461538461,0.9837187177388308,0.34375
2,test,37,rotate_45,none,rotate_45,rotate_45,0.7,target_only,1,0.7832185039370079,0.9146684777332184,0.1375033747110333,1.14889591915719,0.7803630287493134,0.6153846153846154,-0.7947770911384442,0.8828125
2,test,37,rotate_45,none,rotate_45,rotate_45,0.7,value,1,0.921136811023622,0.9973070113659328,0.0,0.1086918527226261,0.9549819172312763,0.9230769230769232,-2.998186316870886,0.8046875
2,test,37,rotate_45,none,rotate_45,rotate_45,1.0,dual,1,0.9500492125984252,0.9975259603006258,0.0,0.1470483798796429,0.980400796557407,1.0,-0.1369752296509991,0.5234375
2,test,37,rotate_45,none,rotate_45,rotate_45,1.0,geometry,1,0.7787893700787402,0.8157802026738259,0.2035083148053122,0.668378793359481,0.77485808459989,0.3846153846153846,0.8178633105368464,0.4921875
2,test,37,rotate_45,none,rotate_45,rotate_45,1.0,rank,1,0.9078494094488188,0.9963784629156546,0.0,0.340048357366581,0.945711637062809,1.0,0.8498626559944316,0.515625
2,test,37,rotate_45,none,rotate_45,rotate_45,1.0,target_only,1,0.7778051181102362,0.9426034608928052,0.0054866889813238,0.9463771834137238,0.7591844442409815,0.6153846153846154,-0.1902171497113549,0.84375
2,test,37,rotate_45,none,rotate_45,rotate_45,1.0,value,1,0.9666584645669292,0.9983508637494454,0.0,0.0830234317096181,0.9900773667826406,1.0,-2.2877150037099963,0.734375
2,test,37,roughness,none,roughness,roughness,0.35,dual,1,0.4500492125984252,0.7909363654792433,0.0,1.3161472913138554,-0.1168741988646767,0.6153846153846154,52.80831869107158,0.296875
2,test,37,roughness,none,roughness,roughness,0.35,geometry,1,0.4945866141732283,0.7910794416703228,0.0007423715638576,1.315883263746556,0.0078911829335286,0.6153846153846154,33.04236677051633,0.3046875
2,test,37,roughness,none,roughness,roughness,0.35,rank,1,0.4546013779527559,0.7925341951723813,0.0,1.326299458266424,-0.1070030672038088,0.6153846153846154,54.35093139283078,0.296875
2,test,37,roughness,none,roughness,roughness,0.35,target_only,1,0.4881889763779528,0.7913238896736285,0.0007423715638576,1.3105810262539523,-0.011896859549533,0.6153846153846154,9.662868967328045,0.484375
2,test,37,roughness,none,roughness,roughness,0.35,value,1,0.452878937007874,0.7884682993065251,0.0,1.2964842653602686,-0.1131603644021241,0.6153846153846154,43.02013049956127,0.3125
2,test,37,roughness,none,roughness,roughness,0.7,dual,1,0.5451525590551181,0.6262837597740003,0.0,1.191562308621753,0.1231116095953122,0.1538461538461538,20.95543257818247,0.21875
2,test,37,roughness,none,roughness,roughness,0.7,geometry,1,0.5374015748031497,0.5835650034659627,0.4715795741733835,1.0754476972426696,0.1130516388939754,0.2307692307692307,12.72746499331555,0.3125
2,test,37,roughness,none,roughness,roughness,0.7,rank,1,0.5410925196850394,0.6252821878295016,0.0,1.2117740877555585,0.1138241622413477,0.1538461538461538,21.360097322255516,0.1953125
2,test,37,roughness,none,roughness,roughness,0.7,target_only,1,0.5372785433070866,0.5085420096404981,0.559406102559175,1.0996456363369267,0.1069000640908258,0.1538461538461538,3.3147416215050347,0.515625
2,test,37,roughness,none,roughness,roughness,0.7,value,1,0.5450295275590551,0.4356684153798133,0.559406102559175,1.1615402139711355,0.1210286577549899,0.1538461538461538,17.42165564603194,0.2421875
2,test,37,roughness,none,roughness,roughness,1.0,dual,1,0.6115895669291339,0.7016834515236857,0.0597560833432311,0.969741780920124,0.3314640175791979,0.2307692307692307,12.145751788493827,0.4140625
2,test,37,roughness,none,roughness,roughness,1.0,geometry,1,0.5172244094488189,0.7209387190107664,0.0658047831244912,1.1479414731699156,0.0742595220655557,0.2307692307692307,9.381858542779408,0.4296875
2,test,37,roughness,none,roughness,roughness,1.0,rank,1,0.5732037401574803,0.7045137868305004,0.0597560833432311,1.035919010658647,0.20449551364219,0.2307692307692307,13.339148613334192,0.3828125
2,test,37,roughness,none,roughness,roughness,1.0,target_only,1,0.5527805118110236,0.4996068938913855,0.5882699069130242,1.1750354748134149,0.1657033968137703,0.1538461538461538,2.7608125811454194,0.6171875
2,test,37,roughness,none,roughness,roughness,1.0,value,1,0.6766732283464567,0.7179238914933579,0.0597560833432311,0.8861088311334608,0.5229811389855338,0.3076923076923077,9.091754923158147,0.4453125
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.35,dual,1,0.9614911417322834,0.9545642839967532,8.602068833239086e-05,0.155024014743091,0.9903405969602636,0.6153846153846154,-2.457856861073537,0.7265625
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.35,geometry,1,0.7680856299212598,0.949345555782068,0.0105926676157005,0.7762781444090642,0.7110190441311115,0.6153846153846154,-2.186420696838363,0.7265625
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.35,rank,1,0.9176919291338582,0.9543355219369786,8.602068833239086e-05,0.3589251965765236,0.9588559787584692,0.6153846153846154,-1.660472993091366,0.734375
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.35,target_only,1,0.7359744094488189,0.9542017388982648,8.602068833239086e-05,0.8725368575045735,0.6266480498077275,0.6153846153846154,-2.545406419756174,0.8671875
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.35,value,1,0.9729330708661418,0.9956297499637076,0.0,0.0691915303789236,0.9942318256729537,1.0,-4.913072058579726,0.84375
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.7,dual,1,0.9254429133858268,0.9992677497654384,0.0,0.1687446906452921,0.9600119025819448,1.0,-2.4945502005965694,0.6484375
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.7,geometry,1,0.6967273622047244,0.8555803043601441,0.1159587526859223,0.8676008148071624,0.5362971525361655,0.3076923076923077,-1.4543383936374434,0.734375
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.7,rank,1,0.8645423228346457,0.9834212840276052,0.0,0.3800071592641216,0.8880070042116828,0.8461538461538461,-1.7352261103530766,0.640625
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.7,target_only,1,0.6626476377952756,0.5265957820100304,0.7275253791668533,1.1644184636123691,0.4511822468412378,0.0,-1.4489226092224128,0.796875
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,0.7,value,1,0.9458661417322834,1.0,0.0,0.0940609945226811,0.9733279161325764,1.0,-3.9626638506951855,0.7890625
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,1.0,dual,1,0.8772145669291339,0.999970313370024,0.0,0.108421133538454,0.8968938839040468,1.0,-2.8542158660780625,0.6640625
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,1.0,geometry,1,0.6524360236220472,0.8947310056958122,0.1270540024574982,0.94780339049307,0.4752163065372642,0.3846153846153846,-1.383446651181759,0.7890625
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,1.0,rank,1,0.7978592519685039,0.999704903941827,0.0,0.238652525301029,0.7520314502838308,1.0,-2.126035851551741,0.7421875
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,1.0,target_only,1,0.6892224409448819,0.7786999763104346,0.5186694044715288,1.528719589824936,0.5436847646951107,0.1538461538461538,-0.9470259638176932,0.796875
2,test,37,scale_0.7,none,scale_0.7,scale_0.7,1.0,value,1,0.9149852362204725,0.9980913484425816,0.0006651770147578,0.1296282173481763,0.9452195110785572,1.0,-3.2388717835306133,0.78125
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.35,dual,1,0.7081692913385826,0.8218420466320662,0.0157695671363567,1.4705158613780254,0.5826256637978392,0.3076923076923077,-0.924095330956909,0.7578125
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.35,geometry,1,0.6341043307086615,0.8258082991591861,0.3038412805154077,1.2063215109113012,0.4265530580479765,0.3846153846153846,-1.1137561111265926,0.84375
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.35,rank,1,0.7463090551181102,0.8762053910083111,0.0004717350196997,1.9668811691318555,0.6753399102728438,0.3846153846153846,-0.947642856381802,0.8046875
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.35,target_only,1,0.641486220472441,0.8686309461470664,0.2865076341515934,1.2373507160700534,0.4259808185314044,0.4615384615384615,-1.2897353761937105,1.0
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.35,value,1,0.7081692913385826,0.8218420466320662,0.0157695671363567,1.470515861377781,0.5826256637978392,0.3076923076923077,-0.924095330957166,0.7578125
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.7,dual,1,0.8738927165354331,0.9950603870287102,0.0002531920602659,0.8588532663830704,0.9104159036806446,0.9230769230769232,1.4036266166069873,0.5859375
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.7,geometry,1,0.875123031496063,0.933915582642816,0.0004618748664628,0.402949906179336,0.9061584416773484,0.3846153846153846,-1.0331935361845197,1.0
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.7,rank,1,0.8202509842519685,0.9756977656575608,0.0299401818163208,1.0471639693540074,0.8208833089177805,0.7692307692307693,0.6208990201826203,0.6796875
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.7,target_only,1,0.8218503937007874,0.8849738242379314,0.0886778267570808,0.5807913997265972,0.8414724867240432,0.3846153846153846,-0.4553145363553608,1.0
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,0.7,value,1,0.8738927165354331,0.9950603870287102,0.0002531920602659,0.8588532663830116,0.9104159036806446,0.9230769230769232,1.403626616606897,0.5859375
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,1.0,dual,1,0.8016732283464567,0.972622624047136,0.0,0.813759061318301,0.7860396447537081,0.8461538461538461,2.4211922282742884,0.734375
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,1.0,geometry,1,0.8399360236220472,0.9285920061999956,0.0179016020569614,0.5114521352006095,0.8672690441311115,0.3846153846153846,-0.2323780461421763,0.984375
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,1.0,rank,1,0.7718996062992126,0.9346020422710004,0.0,1.010557339306148,0.7342691356894342,0.6923076923076923,1.3666305452955618,0.5546875
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,1.0,target_only,1,0.7893700787401575,0.741891904473786,0.181964521522976,1.0596903402880464,0.7832642830983337,0.2307692307692307,0.5114873737186343,0.8828125
2,test,37,scale_1.5,none,scale_1.5,scale_1.5,1.0,value,1,0.8016732283464567,0.972622624047136,0.0,0.8137590613182857,0.7860396447537081,0.8461538461538461,2.4211922282744576,0.734375
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,dual,1,0.9003444881889764,0.9476316679560848,0.0363190552937531,0.5315660675612947,0.9440979216260758,0.7692307692307693,-2.224659571494004,1.0
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,geometry,1,0.92310531496063,0.9818403454064872,0.0117749425223954,0.5261658837172151,0.9627357626808276,0.9230769230769232,-2.3439820545919687,0.8828125
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,rank,1,0.9003444881889764,0.9476316679560848,0.0363190552937531,0.5315660675612947,0.9440979216260758,0.7692307692307693,-2.224659571494004,1.0
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,target_only,1,0.9003444881889764,0.9476316679560848,0.0363190552937531,0.5315660675612947,0.9440979216260758,0.7692307692307693,-2.224659571494004,1.0
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.35,value,1,0.9003444881889764,0.9476316679560848,0.0363190552937531,0.5315660675473466,0.9440979216260758,0.7692307692307693,-2.2246595714616992,1.0
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,dual,1,0.8086860236220472,0.93032633148744,0.1317713232263,1.4355237658829227,0.8002941311115179,0.6923076923076923,-0.93020589067839,0.8515625
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,geometry,1,0.8930856299212598,0.9394027497064136,0.0076843403895818,0.9704595261521048,0.9310336934627356,0.5384615384615384,0.0188877028128402,0.5390625
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,rank,1,0.8086860236220472,0.93032633148744,0.1317713232263,1.4355237658829227,0.8002941311115179,0.6923076923076923,-0.93020589067839,0.8515625
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,target_only,1,0.8086860236220472,0.93032633148744,0.1317713232263,1.4355237658829227,0.8002941311115179,0.6923076923076923,-0.93020589067839,0.8515625
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,0.7,value,1,0.8086860236220472,0.93032633148744,0.1317713232263,1.4355237661172908,0.8002941311115179,0.6923076923076923,-0.9302058904069292,0.8515625
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,dual,1,0.7641486220472441,0.8772621003363831,0.2051669141056646,0.8573697026792467,0.6884842519685039,0.6153846153846154,-0.2380391980105307,0.8046875
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,geometry,1,0.8711860236220472,0.8912589081365739,0.1147502180765017,0.6261986243669073,0.9037149789415856,0.4615384615384615,1.3607078901005456,0.390625
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,rank,1,0.7641486220472441,0.8772621003363831,0.2051669141056646,0.8573697026792467,0.6884842519685039,0.6153846153846154,-0.2380391980105307,0.8046875
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,target_only,1,0.7641486220472441,0.8772621003363831,0.2051669141056646,0.8573697026792467,0.6884842519685039,0.6153846153846154,-0.2380391980105307,0.8046875
2,test,53,identity,identity_label_permutation,identity_label_permutation,identity_label_permutation,1.0,value,1,0.7641486220472441,0.8772621003363831,0.2051669141056646,0.8573697025335323,0.6884842519685039,0.6153846153846154,-0.2380391984260844,0.8046875
2,test,53,identity,none,identity,identity,0.35,dual,1,0.9120324803149606,0.9985106594775286,0.0,0.1218040258247898,0.9446816059329792,0.9230769230769232,-3.720352080998592,0.875
